"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"EONC",1.00,0.12,107.11%,118.33%,151.29%,39.52%,242.65%,76.32,2.33,87.90%,-0.43%,88.71%,2735687
2,"SYNM",1.76,0.23,6.44%,-7.77%,-33.76%,-56.90%,39.75%,52.83,3.34,35.77%,-2.34%,39.02%,1081045
3,"AMCF",1.94,0.15,38.55%,37.07%,114.30%,-32.36%,313.33%,67.51,1.86,24.83%,22.37%,2.01%,1162473
4,"VCI",2.76,0.77,20.25%,20.31%,26.41%,9.29%,49.54%,75.73,34.60,22.26%,0.96%,21.10%,17295940
5,"ARIA",0.85,0.42,19.96%,28.07%,-66.94%,-78.35%,131.63%,63.61,4.98,19.71%,14.75%,4.33%,45618220
6,"OMER",0.88,0.54,37.38%,14.58%,64.08%,-23.47%,188.49%,70.18,10.53,18.05%,7.01%,10.31%,2743826
7,"DEPO",1.09,0.26,16.73%,25.43%,48.77%,10.96%,96.79%,77.23,9.82,17.60%,11.21%,5.75%,3161142
8,"VISN",1.83,1.13,50.55%,63.66%,261.34%,-16.33%,750.85%,75.05,15.06,16.74%,16.29%,0.39%,899752
9,"HALO",1.60,0.77,5.70%,16.63%,70.98%,-4.16%,193.24%,59.56,14.75,16.60%,16.60%,0.00%,5480260
10,"NPTN",,0.31,16.62%,2.40%,-1.33%,-31.12%,41.68%,60.46,6.73,16.03%,13.11%,2.59%,479831
11,"FLDM",,0.95,12.96%,25.67%,70.15%,8.26%,163.21%,75.82,36.06,14.04%,11.99%,1.83%,679921
12,"IPAS",1.44,0.10,3.85%,-7.52%,-13.06%,-31.22%,26.36%,52.28,1.63,13.99%,5.16%,8.39%,692545
13,"ABTL",1.41,0.87,20.33%,42.14%,120.00%,8.31%,272.49%,71.59,14.08,13.92%,12.91%,0.89%,1099447
14,"MLNK",1.69,0.19,30.67%,34.17%,60.78%,9.83%,144.76%,77.47,5.14,12.97%,11.98%,0.88%,641651
15,"ASTC",1.31,0.23,65.70%,83.70%,179.62%,-5.86%,321.31%,73.53,2.57,12.72%,12.72%,0.00%,778792
16,"BWEN",2.13,0.62,33.01%,12.92%,47.27%,-19.18%,321.50%,66.14,8.43,11.80%,8.49%,3.05%,1446928
17,"UWN",0.78,0.06,10.84%,9.57%,6.97%,-12.31%,58.33%,62.10,1.14,11.76%,3.64%,7.84%,42456
18,"CANF",,0.33,4.83%,6.03%,38.13%,-9.95%,103.03%,54.35,6.70,10.38%,6.52%,3.62%,42727
19,"MRLN",0.33,0.84,11.71%,6.32%,17.96%,-6.41%,67.86%,64.58,26.69,10.06%,9.56%,0.45%,55278
20,"ARCW",0.28,4.29,33.16%,51.61%,216.84%,-39.90%,465.16%,60.38,26.28,9.55%,12.21%,-2.38%,99884
21,"SINO",0.66,0.21,16.66%,17.39%,28.36%,-32.95%,90.32%,60.32,2.36,9.26%,6.31%,2.78%,35768
22,"UPIP",1.13,0.07,5.53%,-5.30%,-21.32%,-41.30%,22.88%,52.14,1.45,9.02%,8.21%,0.75%,1154936
23,"GNK",1.61,0.23,-11.99%,-25.02%,-17.64%,-60.04%,77.68%,39.71,1.99,8.74%,10.56%,-1.64%,2149833
24,"RSOL",1.37,0.23,-1.48%,-17.87%,0.60%,-65.27%,398.00%,42.64,2.49,8.73%,-1.97%,10.92%,3039940
25,"TSEM",1.20,0.10,3.42%,-6.82%,-20.96%,-50.98%,10.39%,50.99,4.25,8.70%,6.78%,1.79%,210919
26,"CVCO",1.31,2.20,9.52%,13.47%,28.38%,0.62%,67.97%,67.06,67.91,8.66%,8.14%,0.48%,46084
27,"OXFD",,1.37,17.73%,17.73%,17.73%,2.05%,46.54%,,19.90,8.51%,4.74%,3.60%,84127
28,"NPSP",0.48,1.19,10.27%,1.29%,34.30%,-24.58%,266.53%,58.89,26.94,8.41%,7.85%,0.52%,4083350
29,"MM",,0.29,11.22%,6.86%,-4.54%,-51.50%,23.01%,64.69,7.11,8.38%,7.89%,0.46%,2919030
30,"BCRX",3.04,0.37,17.60%,16.07%,76.37%,-10.00%,526.79%,68.08,7.02,8.33%,2.18%,6.02%,2458350
31,"TG",1.14,0.84,4.73%,-1.35%,-1.41%,-17.43%,41.40%,54.47,26.11,8.25%,8.43%,-0.17%,73943
32,"GFA",2.51,0.14,12.65%,13.46%,4.20%,-37.21%,48.20%,63.78,3.29,8.22%,5.11%,2.96%,2011253
33,"WTBA",1.49,0.49,5.82%,10.09%,25.47%,-4.04%,61.67%,61.94,15.69,8.21%,7.69%,0.48%,16861
34,"NETE",,0.18,3.72%,-27.90%,-41.23%,-61.28%,33.68%,41.73,2.54,8.09%,8.55%,-0.43%,10944
35,"RPTP",0.17,0.83,-4.73%,-5.37%,26.25%,-15.11%,175.58%,44.83,12.98,8.08%,7.45%,0.58%,818625
36,"CVT",,1.12,17.12%,17.70%,12.73%,-15.85%,29.36%,80.42,38.82,7.95%,7.30%,0.61%,197178
37,"PCO",2.59,0.13,-3.19%,-8.44%,-9.04%,-29.52%,70.54%,47.82,1.91,7.91%,7.30%,0.56%,353422
38,"DANG",,0.50,5.47%,1.55%,25.68%,-22.72%,154.59%,51.58,9.42,7.90%,7.05%,0.80%,2963581
39,"PRAN",1.14,0.49,32.65%,57.77%,116.40%,-0.80%,265.52%,77.45,7.42,7.85%,6.15%,1.60%,1366457
