"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"DRIV",1.00,0.62,59.74%,64.20%,58.77%,30.40%,88.46%,88.71,25.65,47.58%,0.27%,47.18%,8007091
2,"AMDA",,0.24,89.64%,25.83%,-46.13%,-72.25%,162.63%,71.54,2.60,39.04%,36.84%,1.60%,501164
3,"ISR",-1.08,0.15,26.17%,-5.70%,-5.55%,-49.87%,329.55%,59.69,1.89,31.25%,30.34%,0.69%,8739680
4,"BJRI",0.94,1.29,20.46%,17.26%,28.89%,10.34%,67.86%,69.24,42.15,26.96%,10.92%,14.46%,2361770
5,"HVB",1.08,0.44,22.96%,26.35%,27.20%,8.96%,39.18%,82.23,23.01,21.68%,20.98%,0.58%,255200
6,"SNSS",2.92,0.37,-43.69%,-69.54%,-70.06%,-79.79%,71.00%,24.59,1.71,19.58%,19.58%,0.00%,3900682
7,"BYFC",1.70,0.12,14.90%,11.44%,24.55%,-41.69%,107.23%,61.40,1.72,19.44%,18.62%,0.69%,72134
8,"RGLS",,1.10,131.19%,136.35%,122.51%,10.10%,220.93%,89.99,17.33,19.19%,22.73%,-2.89%,5446335
9,"AEHR",1.89,0.14,20.34%,7.46%,2.20%,-26.72%,45.71%,64.31,2.55,17.51%,16.97%,0.46%,75616
10,"ZIOP",2.04,0.17,25.95%,11.92%,-11.72%,-41.94%,40.26%,69.03,3.24,15.71%,16.13%,-0.36%,1643673
11,"MMSI",0.72,0.38,21.08%,20.41%,7.80%,-12.82%,30.50%,81.21,14.89,15.61%,6.66%,8.39%,1155322
12,"SPEX",0.72,0.15,28.62%,16.16%,-47.18%,-89.64%,89.33%,61.56,1.42,15.45%,14.52%,0.81%,2940025
13,"SODA",1.51,1.20,2.55%,-15.99%,-31.62%,-61.80%,21.46%,48.10,24.45,15.38%,15.71%,-0.28%,8875836
14,"IVC",1.32,0.53,18.67%,10.72%,-11.48%,-41.92%,29.10%,68.72,15.04,14.46%,5.54%,8.45%,433312
15,"CMCO",2.14,0.80,18.97%,9.07%,-0.67%,-17.49%,26.59%,72.15,25.52,14.44%,-3.70%,18.83%,162578
16,"GIMO",,0.54,21.86%,21.96%,-31.25%,-63.95%,33.17%,70.53,13.25,14.32%,-1.05%,15.53%,3002788
17,"RP",1.34,0.53,14.51%,15.36%,-1.39%,-29.48%,23.40%,71.72,18.35,13.83%,2.11%,11.48%,1067290
18,"STRT",0.85,3.30,20.10%,20.56%,41.50%,7.75%,161.57%,77.58,96.69,13.65%,11.88%,1.57%,102570
19,"TRCH",,0.32,-20.26%,-30.79%,-44.02%,-65.19%,14.63%,34.74,2.35,13.53%,4.44%,8.70%,87630
20,"SPNC",0.99,0.94,16.56%,12.16%,19.73%,-2.94%,68.39%,71.40,31.00,13.43%,8.62%,4.43%,2274466
21,"BIOD",1.99,0.10,4.34%,-10.62%,-33.55%,-58.49%,28.33%,50.38,1.54,13.24%,11.59%,1.47%,377465
22,"WGBS",1.45,0.35,6.84%,-15.67%,-71.80%,-88.29%,38.98%,55.18,4.10,12.33%,7.33%,4.66%,109016
23,"CALA",,1.11,24.75%,24.75%,24.75%,-1.78%,69.59%,,11.04,11.52%,13.70%,-1.92%,140076
24,"N",1.20,3.45,15.96%,18.41%,14.95%,-14.21%,49.12%,69.84,103.61,11.40%,5.67%,5.42%,1641655
25,"NPTN",0.44,0.22,7.42%,11.36%,-33.25%,-60.59%,52.27%,58.31,3.35,11.30%,9.12%,1.99%,256675
