"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"SMSI",2.48,0.11,39.68%,46.19%,98.53%,21.00%,206.33%,78.44,2.42,38.29%,30.81%,5.71%,8663100
2,"THTI",0.42,0.07,55.70%,60.66%,51.52%,11.51%,101.30%,83.90,1.55,35.96%,39.64%,-2.63%,1583549
3,"PLUG",1.12,0.51,91.77%,137.94%,518.50%,16.64%,5413.33%,82.19,8.27,30.03%,21.62%,6.92%,125459688
4,"UBIC",,0.22,20.85%,18.23%,-10.00%,-35.33%,37.59%,68.72,5.82,18.78%,18.78%,0.00%,13271
5,"SKUL",,0.35,17.59%,22.78%,48.98%,7.33%,92.29%,69.01,9.23,24.23%,-2.22%,27.05%,13222011
6,"GNCA",,1.30,69.56%,70.93%,70.93%,18.16%,105.96%,,22.45,23.28%,21.68%,1.32%,131576
7,"BIG",1.27,0.74,29.40%,24.63%,6.63%,-8.29%,41.06%,81.77,35.97,22.97%,4.08%,18.15%,15378549
8,"OHRP",-0.85,1.12,20.15%,57.23%,115.86%,4.97%,331.39%,72.14,17.73,22.02%,20.37%,1.38%,1163677
9,"FCEL",2.34,0.20,88.81%,114.32%,150.25%,3.65%,319.55%,87.32,3.52,17.87%,10.13%,7.02%,86201696
10,"GLOW",0.57,0.07,17.73%,18.46%,30.62%,-11.35%,152.31%,72.32,1.64,17.99%,18.84%,-0.72%,143023
11,"MEET",1.87,0.22,42.13%,64.98%,100.52%,14.85%,254.21%,80.26,3.79,17.70%,17.34%,0.31%,3712989
12,"HOTR",-0.05,0.23,28.71%,12.21%,15.22%,-16.44%,205.00%,72.59,4.88,14.82%,12.70%,1.88%,368689
13,"ATRM",0.64,0.31,18.23%,13.02%,39.10%,-42.02%,453.08%,66.12,7.19,14.31%,12.70%,1.43%,237254
14,"ARTX",1.23,0.31,73.08%,65.66%,142.70%,11.54%,422.00%,83.95,5.22,14.22%,11.06%,2.84%,3794562
15,"AGIO",,3.21,43.11%,54.18%,72.37%,3.25%,188.33%,73.88,45.47,13.87%,11.91%,1.75%,1334531
16,"KFY",1.95,0.71,22.46%,19.17%,34.87%,9.81%,93.66%,79.96,29.34,13.59%,8.07%,5.11%,2453411
17,"ATAI",0.70,0.11,18.49%,19.80%,8.36%,-11.48%,26.46%,78.91,4.78,12.47%,13.81%,-1.18%,431111
18,"PRTS",1.72,0.16,29.38%,19.71%,61.99%,-12.89%,204.40%,76.21,2.77,12.15%,4.53%,7.29%,377497
19,"CVM",1.78,0.09,23.46%,46.26%,-4.95%,-54.84%,164.15%,71.97,1.40,11.11%,7.69%,3.17%,7262065
20,"DLIA",1.46,0.10,38.59%,42.39%,10.71%,-32.79%,105.00%,68.19,1.23,11.82%,2.50%,9.09%,8102977
21,"AFFM",1.40,0.09,10.62%,12.67%,45.31%,-19.44%,974.07%,64.73,2.90,11.54%,11.54%,0.00%,20288
22,"IDSA",2.06,0.21,39.25%,37.93%,72.87%,10.19%,223.64%,78.22,4.63,11.25%,9.41%,1.68%,89359
23,"PANW",,3.27,8.14%,19.82%,50.49%,-3.71%,97.08%,63.84,77.02,10.90%,9.81%,0.99%,7563332
24,"NES",1.09,0.77,12.03%,16.25%,-23.16%,-59.37%,37.10%,63.46,17.96,10.80%,11.41%,-0.56%,830868
25,"ITMN",4.09,2.58,62.45%,90.79%,137.28%,-12.55%,293.38%,72.05,33.87,10.76%,9.86%,0.82%,8259117
26,"ZA",,0.11,24.40%,28.98%,5.31%,-35.36%,40.96%,73.80,2.34,10.38%,7.83%,2.36%,768676
27,"AEGR",1.12,3.89,-9.90%,-12.20%,-25.69%,-45.14%,57.24%,41.86,55.41,10.36%,10.49%,-0.12%,3674256
