"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"PSMI",,0.25,78.12%,80.37%,82.25%,6.55%,163.79%,90.61,12.53,62.94%,0.97%,61.38%,12034159
2,"HTBX",,0.41,61.16%,46.16%,6.59%,-56.31%,85.56%,81.03,6.68,26.04%,14.58%,10.00%,1289940
3,"MSN",1.01,0.04,19.59%,14.93%,-0.38%,-19.33%,23.08%,79.09,1.92,20.00%,3.78%,15.62%,2007923
4,"PRKR",-0.09,0.06,10.08%,-28.26%,-66.46%,-83.16%,21.30%,57.86,1.31,18.02%,14.91%,2.70%,6209851
5,"HELI",,0.27,8.04%,-4.21%,-8.45%,-30.73%,20.75%,55.09,7.10,14.70%,11.29%,3.07%,1921397
6,"VPCO",-0.11,0.27,-29.08%,-38.92%,-57.12%,-73.20%,28.23%,28.29,2.68,14.04%,13.08%,0.85%,865540
7,"CDZI",1.21,0.45,35.81%,47.75%,76.46%,10.00%,194.47%,87.28,13.31,13.96%,14.05%,-0.09%,777960
8,"ATHM",,2.40,20.13%,34.66%,39.19%,-4.69%,86.87%,67.04,49.54,13.47%,14.49%,-0.89%,1599335
9,"LEJU",,1.01,34.03%,51.16%,56.83%,10.11%,129.84%,81.50,18.41,13.29%,13.08%,0.18%,1948440
10,"DGLY",0.74,0.98,86.56%,93.06%,24.99%,-54.55%,162.05%,70.57,7.94,13.27%,11.67%,1.43%,7623924
11,"GMCR",0.41,2.43,13.69%,10.90%,33.63%,3.78%,136.25%,77.18,133.36,13.26%,6.05%,6.79%,10765046
12,"RPRX",0.52,0.74,19.91%,9.95%,-0.27%,-42.90%,34.89%,68.03,17.01,11.76%,11.39%,0.33%,1015380
13,"THTI",0.41,0.09,19.86%,23.87%,31.07%,-46.13%,96.15%,78.65,1.53,11.68%,14.18%,-2.19%,436676
14,"TRUE",,1.09,40.40%,48.52%,56.73%,10.58%,130.94%,79.62,20.90,11.59%,12.91%,-1.17%,2177333
15,"NFEC",0.81,0.23,27.48%,27.00%,80.11%,3.55%,291.46%,69.68,3.21,11.46%,8.45%,2.78%,402643
16,"TRT",1.17,0.21,20.78%,27.71%,36.80%,8.11%,61.79%,73.62,4.53,11.30%,8.63%,2.46%,42527
17,"GRH",2.40,0.25,-14.67%,-11.68%,37.39%,-47.79%,136.25%,43.09,1.89,11.18%,11.18%,0.00%,449227
18,"DHRM",2.33,0.24,14.04%,10.92%,2.75%,-52.83%,228.65%,66.12,6.08,11.15%,12.18%,-0.91%,777984
19,"HGSH",-1.19,0.70,88.58%,102.25%,37.05%,-29.58%,194.76%,75.52,6.19,10.54%,10.34%,0.18%,1963528
20,"SPPR",1.60,0.17,-9.88%,-0.91%,-9.86%,-71.81%,79.48%,47.14,2.10,10.52%,9.37%,1.05%,27997
21,"BONT",3.83,0.42,20.43%,13.90%,-3.41%,-40.65%,27.85%,70.69,11.20,9.70%,10.02%,-0.29%,991000
