"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13295.44,335.32,334.81,0.30%,-40.10%,85.60%,0.54%,0.73%,0.93,2620.16,38.81,-2.12%,1511671
2,"AA",19515.23,1216.66,1177.30,0.10%,-55.62%,69.20%,-0.13%,2.83%,1.91,17443.36,15.76,-1.75%,18648355
3,"AAC",612.80,21.08,7.73,42.60%,0.00%,3.20%,,8.36%,6.44,100.31,27.89,-4.06%,43830
4,"AADR",,,,,,,,,,1.51,36.77,-1.25%,6
5,"AAIT",,,,,,,,,0.00,1.02,34.68,0.58%,100
6,"AAL",39872.48,717.26,713.67,0.55%,0.00%,70.10%,-0.04%,2.88%,1.52,13480.91,55.66,0.13%,9460824
7,"AAMC",525.84,2.19,1.54,2.70%,211.59%,75.40%,6.31%,12.58%,11.83,16.38,223.81,-6.79%,20133
8,"AAME",82.52,20.63,4.55,77.33%,-0.03%,4.90%,-1.79%,0.19%,1.80,4.70,3.88,-3.00%,1300
9,"AAN",2331.36,72.47,72.01,0.70%,-0.30%,99.40%,-0.11%,5.29%,5.94,642.32,32.38,0.65%,722035
10,"AAOI",133.08,14.82,14.39,2.80%,-2.81%,61.30%,3.47%,13.02%,5.10,367.22,9.21,2.56%,180929
11,"AAON",1227.21,54.47,41.64,21.00%,0.00%,61.10%,-0.03%,2.36%,6.36,154.26,22.47,-0.27%,86287
12,"AAP",11425.85,72.99,72.61,0.50%,-21.40%,96.40%,0.29%,2.92%,2.56,827.46,155.78,-0.49%,685537
13,"AAPL",659208.02,5864.84,5861.63,0.05%,-32.75%,61.90%,0.02%,1.05%,1.26,48785.44,112.98,0.52%,46043472
14,"AAT",1926.70,43.62,37.21,1.20%,353.43%,90.20%,-12.32%,1.41%,3.36,156.60,43.89,-0.63%,122640
15,"AAU",82.44,68.13,57.22,5.36%,0.00%,5.90%,127.14%,0.34%,0.84,234.43,1.15,-4.96%,291239
16,"AAV",702.89,169.37,167.96,0.25%,0.00%,58.00%,4.00%,0.50%,3.17,265.27,4.18,0.72%,192590
17,"AAVL",1059.74,24.48,16.92,26.90%,-5.59%,61.30%,3.18%,9.49%,7.28,220.70,39.92,-7.78%,299790
18,"AAWW",1177.23,24.81,24.28,1.10%,-16.26%,,0.01%,7.48%,7.23,251.11,46.68,-1.62%,105431
19,"AAXJ",,,,,,,,,1.06,1063.92,63.83,-0.11%,870938
20,"AB",2588.34,97.16,91.47,5.81%,-0.09%,29.40%,-0.18%,0.56%,1.75,293.72,26.40,-0.90%,348300
21,"ABAC",48.17,32.33,16.88,53.91%,0.00%,0.60%,-3.09%,0.08%,0.55,23.95,1.52,2.01%,8153
22,"ABAX",1338.88,22.54,21.29,3.30%,-7.26%,,-1.02%,16.82%,18.00,198.93,59.90,0.84%,253290
23,"ABB",45650.21,2281.37,2307.14,,,4.70%,0.57%,0.13%,1.71,1775.35,19.80,-1.05%,1895574
24,"ABBV",100355.48,1593.45,1572.58,0.08%,-0.78%,87.50%,-2.26%,1.00%,2.03,7743.27,62.43,-0.87%,6868645
25,"ABC",20589.66,218.69,206.68,0.30%,-6.98%,87.20%,0.04%,4.05%,4.70,1781.67,94.73,0.62%,1853769
26,"ABCB",692.45,28.16,25.51,2.40%,-2.45%,63.10%,0.29%,3.66%,9.38,99.64,24.16,-1.75%,42551
27,"ABCD",103.36,44.94,12.43,72.10%,0.02%,10.70%,-80.25%,0.14%,0.80,21.27,2.42,5.22%,81059
28,"ABCO",1632.33,36.01,35.79,0.30%,-55.49%,,0.28%,7.72%,6.72,410.76,46.61,2.82%,632785
29,"ABCW",321.09,9.24,2.15,21.38%,0.00%,,,5.03%,6.22,17.39,34.71,-0.12%,1478
30,"ABEV",105818.00,15700.00,5990.00,,,,,0.77%,3.05,15134.88,6.62,-1.78%,8474464
31,"ABG",2204.17,29.77,29.30,0.50%,-24.34%,99.40%,1.64%,6.13%,4.97,361.22,74.73,0.93%,214308
32,"ABIO",15.01,21.14,18.08,2.40%,-42.31%,15.60%,19.54%,6.99%,3.82,330.99,0.70,-1.41%,193844
33,"ABM",1652.43,55.75,50.41,1.80%,-20.09%,85.60%,0.00%,1.59%,3.81,210.50,29.49,-0.51%,145902
34,"ABMD",1592.26,40.89,40.26,2.90%,-23.51%,,-0.25%,9.77%,9.99,393.80,39.48,1.39%,364805
35,"ABR",348.82,50.48,38.65,0.10%,-10.62%,60.50%,-6.13%,0.08%,0.27,109.50,6.82,-1.30%,66244
36,"ABT",66992.60,1505.79,1502.70,0.10%,-24.64%,69.10%,-0.12%,0.87%,2.73,4790.75,43.86,-1.42%,6661769
37,"ABTL",84.97,9.03,8.90,0.50%,51.48%,58.80%,4.14%,0.93%,0.78,106.46,10.20,8.40%,120019
38,"ABX",14906.74,1165.50,1161.16,,,72.10%,-2.21%,1.56%,0.92,19606.96,12.43,-2.81%,19671192
39,"ABY",2724.57,83.73,83.72,,,35.40%,0.52%,3.34%,3.48,804.05,34.08,4.73%,2122335
40,"ACAD",3249.51,99.77,99.48,0.10%,-78.94%,95.30%,0.02%,17.67%,14.61,1203.14,31.88,-2.12%,1445592
41,"ACAS",3926.40,269.67,269.23,1.00%,-22.45%,68.50%,0.01%,1.50%,1.80,2234.18,14.49,-0.48%,702963
42,"ACAT",424.04,12.94,12.70,2.10%,-1.34%,91.30%,3.41%,5.04%,4.08,156.84,30.93,-5.61%,592681
43,"ACC",4677.84,105.12,104.53,0.56%,-1.03%,,0.23%,1.50%,1.77,886.19,44.43,-0.16%,3038166
44,"ACCO",952.94,112.11,110.42,0.90%,-2.17%,92.20%,-3.78%,8.15%,7.28,1236.00,8.51,0.12%,511329
45,"ACE",37629.27,331.74,329.62,0.50%,-8.35%,93.30%,0.08%,1.21%,2.93,1361.99,112.88,-0.48%,1070245
46,"ACET",579.07,29.07,28.39,2.40%,-7.91%,75.30%,-0.74%,3.77%,6.90,155.15,19.69,-1.15%,117024
47,"ACFC",58.13,15.50,11.01,0.10%,106.67%,52.10%,7.75%,0.97%,9.57,11.20,3.75,0.00%,8572
48,"ACFN",13.22,26.43,24.13,1.40%,68.94%,13.40%,-54.13%,4.36%,3.77,278.86,0.49,-2.00%,175030
49,"ACG",1821.90,242.92,242.90,,,35.80%,-3.19%,0.10%,0.31,756.83,7.51,0.13%,598988
50,"ACGL",7703.99,129.11,122.66,1.20%,-16.49%,79.10%,-0.11%,0.61%,1.61,462.66,59.41,-0.44%,262421
51,"ACH",11338.73,890.01,157.76,,,4.40%,0.00%,0.56%,6.76,131.21,12.30,-3.45%,112050
52,"ACHC",3558.65,59.92,57.51,2.00%,-12.56%,70.90%,0.17%,6.75%,10.41,372.81,60.42,1.73%,426875
53,"ACHN",1551.87,100.25,99.93,44.11%,-22.71%,95.00%,4.70%,16.29%,2.31,7034.56,15.99,3.29%,5271535
54,"ACI",248.37,212.28,210.86,0.10%,11.31%,62.90%,-0.28%,23.86%,7.31,6878.30,1.07,-8.55%,6240879
55,"ACIM",,,,,,,,,,4.87,64.88,-0.92%,225
56,"ACIW",2159.53,114.93,112.85,1.30%,-43.88%,98.50%,-0.02%,5.70%,9.24,696.75,18.85,0.32%,793264
57,"ACLS",282.27,112.01,110.12,0.20%,-23.81%,66.70%,-20.82%,2.11%,7.42,312.95,2.49,-1.19%,191136
58,"ACM",4036.24,153.82,143.86,0.60%,-14.77%,62.80%,0.17%,4.09%,3.27,1801.08,25.96,-1.07%,1825475
59,"ACMP",10131.48,190.80,88.76,46.80%,0.05%,49.40%,2.43%,1.41%,1.61,778.67,52.90,-0.38%,702525
60,"ACN",59472.75,664.50,471.57,0.30%,-10.78%,82.50%,0.03%,3.35%,6.08,2594.97,89.22,-0.31%,1939142
61,"ACNB",123.93,6.01,5.87,1.90%,4.75%,9.20%,5.13%,0.02%,0.38,2.64,20.30,-1.55%,2933
62,"ACOR",1826.92,41.95,41.12,1.80%,-28.61%,,0.57%,11.26%,8.62,537.56,43.76,0.48%,316967
63,"ACPW",40.90,23.11,21.23,0.90%,106.07%,49.80%,11.48%,0.63%,1.76,75.25,1.79,1.13%,54096
64,"ACRE",348.47,28.61,25.99,11.13%,0.32%,65.00%,-0.61%,1.81%,3.72,126.39,12.04,-1.15%,70070
65,"ACRX",284.55,43.71,42.99,0.20%,0.00%,81.00%,0.26%,20.43%,20.02,438.78,6.47,-0.54%,158861
66,"ACSF",,,,,,,,,0.74,40.71,12.24,0.00%,49173
67,"ACST",48.88,106.26,50.66,,,,,0.05%,0.15,153.11,0.49,6.52%,235645
68,"ACT",73689.33,265.06,264.10,0.10%,0.00%,88.70%,0.29%,6.03%,5.37,2961.03,279.12,0.40%,2715041
69,"ACTA",687.02,40.58,33.85,9.20%,0.00%,83.60%,0.00%,3.82%,11.11,116.53,16.69,-1.42%,115009
70,"ACTG",677.62,50.12,48.77,1.80%,-5.58%,98.60%,-3.19%,15.51%,15.26,495.67,13.61,0.67%,619534
71,"ACTS",117.18,59.18,55.74,5.61%,0.00%,7.50%,,0.00%,0.00,30.86,1.98,0.00%,13045
72,"ACU",63.20,3.29,2.86,11.90%,-12.39%,39.90%,-4.88%,0.12%,0.68,5.04,19.21,0.00%,12949
73,"ACUR",28.34,48.86,47.75,0.40%,-46.67%,56.80%,0.02%,1.30%,5.49,112.79,0.55,-5.17%,95792
74,"ACW",215.65,47.71,47.25,0.20%,-87.45%,81.30%,0.17%,1.53%,4.09,176.47,4.52,0.00%,37017
75,"ACWI",,,,,,,,,0.34,2111.73,58.76,-0.61%,2648410
76,"ACWV",,,,,,,,,,137.15,70.87,-0.46%,142833
77,"ACWX",,,,,,,,,3.36,738.92,43.35,-0.46%,666147
78,"ACXM",1460.11,77.01,75.97,2.20%,1.16%,94.60%,0.29%,2.68%,3.92,519.06,19.34,2.00%,408106
79,"ACY",12.88,1.61,1.12,2.30%,0.00%,25.00%,0.71%,0.08%,0.16,5.78,7.90,-1.25%,550
80,"ADAT",30.95,41.54,40.14,2.30%,280.35%,28.20%,0.03%,0.66%,3.27,81.45,0.74,-1.23%,10759
81,"ADBE",36647.42,498.74,497.04,5.31%,-25.60%,93.30%,0.87%,0.94%,1.69,2753.03,74.06,0.79%,1836063
82,"ADC",524.65,14.96,14.09,2.60%,0.78%,69.00%,0.41%,1.85%,2.15,121.23,35.45,1.08%,529081
83,"ADEP",110.30,13.10,13.06,11.73%,0.00%,59.80%,0.14%,4.35%,5.25,108.26,8.38,-0.48%,22946
84,"ADES",400.35,20.23,16.33,14.39%,14.79%,53.40%,-12.39%,4.08%,6.32,105.45,19.66,-0.66%,43191
85,"ADGE",30.47,52.54,24.01,6.00%,1.73%,5.00%,-0.91%,0.23%,1.22,44.65,0.58,0.00%,1702
86,"ADHD",131.91,20.20,13.87,46.31%,0.00%,19.10%,-4.34%,7.99%,2.96,374.25,6.40,-1.99%,153710
87,"ADI",17038.75,311.21,308.82,0.20%,-31.88%,86.20%,-0.60%,2.07%,2.90,2200.91,54.51,-0.44%,1935341
88,"ADK",77.64,18.89,16.06,12.60%,-17.39%,28.80%,0.11%,1.97%,7.20,44.07,3.99,-2.92%,43759
89,"ADM",30953.42,643.79,630.37,0.20%,-2.54%,75.90%,-0.01%,1.33%,2.40,3490.90,47.87,-0.44%,2979118
90,"ADMA",102.10,9.29,8.12,0.10%,0.00%,71.10%,,0.69%,5.08,11.05,11.03,0.36%,2200
91,"ADMP",75.26,12.67,10.19,1.70%,-10.10%,19.20%,24.39%,3.58%,3.33,109.55,5.99,0.84%,133730
92,"ADMS",287.44,17.12,14.96,12.50%,-7.66%,49.10%,4.71%,1.03%,1.32,117.10,17.01,1.31%,53029
93,"ADNC",96.52,22.98,22.57,1.90%,-31.42%,97.50%,-60.01%,4.60%,6.15,168.74,4.23,0.71%,17744
94,"ADP",41751.22,482.06,481.30,0.20%,-23.65%,76.10%,-0.06%,1.25%,3.03,1987.54,86.85,0.28%,2078768
95,"ADPT",673.04,20.62,9.82,16.48%,0.00%,56.50%,0.09%,6.67%,6.04,108.38,31.51,-3.46%,111347
96,"ADRA",,,,,,,,,0.82,1.38,29.52,0.68%,250
97,"ADRD",,,,,,,,,1.06,19.39,22.54,-0.70%,27447
98,"ADRE",,,,,,,,,2.57,14.92,37.34,-0.59%,26893
99,"ADRU",,,,,,,,,2.78,6.21,22.48,-0.31%,2537
100,"ADS",17492.09,59.41,58.02,2.10%,-1.93%,,0.20%,3.22%,3.82,488.79,298.54,1.40%,428652
101,"ADSK",13257.59,227.52,226.77,0.20%,-16.68%,96.30%,3.57%,1.81%,2.37,1727.46,58.19,-0.14%,1201620
102,"ADT",6050.95,174.53,174.04,0.40%,-0.01%,,0.11%,22.65%,19.32,2040.15,34.97,0.87%,1876895
103,"ADTN",1241.21,54.32,54.00,0.20%,-12.70%,97.20%,-0.84%,7.37%,4.97,801.12,22.38,-2.06%,744411
104,"ADUS",249.03,10.99,10.02,0.20%,-45.03%,86.70%,0.33%,1.39%,2.48,56.13,22.83,0.75%,19787
105,"ADVS",1881.36,51.70,48.81,0.80%,-25.21%,83.70%,-8.15%,2.76%,2.59,520.69,37.04,1.79%,906121
106,"ADX",1289.48,93.78,84.59,0.20%,2.18%,19.70%,0.03%,0.84%,4.90,144.86,13.73,-0.15%,199612
107,"ADXS",175.65,23.64,21.84,6.20%,0.00%,27.00%,228.87%,3.56%,0.87,894.31,7.74,4.17%,1871933
108,"AE",247.38,4.22,2.13,54.95%,0.00%,38.60%,-1.57%,1.60%,4.16,8.19,57.04,-2.70%,4259
109,"AEC",1474.11,57.65,55.42,0.60%,1.56%,89.60%,-0.08%,3.23%,3.23,554.56,24.98,-2.31%,716861
110,"AEE",11233.77,242.63,242.20,0.10%,0.00%,67.90%,0.03%,1.78%,2.82,1528.07,46.33,0.06%,999636
111,"AEG",15512.93,2142.67,1818.62,,,7.50%,-0.04%,0.10%,2.12,891.17,7.01,-3.18%,1225429
112,"AEGN",599.58,37.38,36.44,0.60%,16.69%,,-0.01%,2.59%,2.49,378.58,16.05,0.06%,668064
113,"AEGR",696.82,28.43,27.42,0.30%,15.04%,93.70%,9.93%,26.53%,6.01,1211.13,24.87,1.47%,787829
114,"AEHR",30.36,12.65,9.35,9.50%,58.71%,19.10%,36.96%,0.16%,1.14,13.07,2.18,-9.17%,7915
115,"AEIS",1000.09,40.10,34.81,0.40%,-47.40%,92.70%,-1.31%,3.38%,3.13,376.05,25.07,0.52%,192398
116,"AEL",2007.94,75.60,72.56,0.80%,-5.47%,,0.04%,3.13%,4.26,534.19,26.60,0.15%,366086
117,"AEM",7178.28,214.79,214.63,,,78.10%,5.10%,1.25%,0.81,3286.17,32.56,-2.57%,2375257
118,"AEO",2808.44,194.49,183.81,0.60%,71.74%,92.80%,-0.36%,18.48%,5.79,5867.60,14.39,-0.35%,4020914
119,"AEP",31350.50,489.24,488.92,0.06%,-5.54%,68.00%,0.04%,1.21%,2.28,2598.51,64.52,0.69%,2056615
120,"AEPI",278.43,5.08,3.87,44.94%,-0.72%,69.80%,-17.57%,3.25%,5.81,21.69,54.67,-0.26%,6825
121,"AER",8577.73,212.32,184.55,0.40%,-21.59%,92.60%,0.01%,4.04%,6.41,1162.30,40.41,0.02%,1005558
122,"AERI",713.41,23.98,23.33,47.57%,-17.41%,82.90%,-13.24%,4.98%,4.50,258.09,29.92,0.57%,107616
123,"AES",9212.48,713.04,708.87,0.10%,0.00%,94.50%,0.01%,1.53%,1.80,6000.30,12.68,-1.86%,7662176
124,"AET",33801.89,351.70,350.24,0.20%,0.00%,91.10%,0.14%,0.93%,1.41,2310.44,94.48,-1.70%,2000183
125,"AETI",34.03,8.18,4.97,29.90%,-1.71%,33.20%,-276.10%,1.08%,6.36,8.46,4.55,9.38%,2592
126,"AEY",23.39,10.04,4.85,52.07%,0.00%,7.90%,1.67%,0.17%,0.49,16.48,2.38,2.15%,19124
127,"AEZS",30.23,56.82,51.42,8.86%,0.00%,21.40%,1.84%,0.93%,0.27,1783.70,0.52,-2.26%,411476
128,"AF",1283.30,99.79,87.25,1.20%,-2.96%,80.10%,0.03%,7.64%,9.06,735.17,12.76,-0.78%,530462
