"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"CTRL",,1.20,47.22%,51.18%,41.78%,6.21%,85.11%,78.25,25.49,37.56%,20.24%,14.41%,1530013
2,"ELON",1.14,0.08,43.89%,39.25%,36.96%,3.70%,54.77%,84.88,3.08,35.68%,25.71%,7.93%,3167757
3,"MNOV",1.18,0.11,30.39%,27.39%,9.83%,-39.57%,77.50%,75.36,2.84,32.09%,-35.31%,104.19%,8280878
4,"LTRX",0.50,0.07,40.80%,44.45%,40.22%,-7.26%,75.57%,84.52,2.30,29.21%,30.68%,-1.12%,1440472
5,"TELK",0.72,0.08,39.08%,37.12%,34.56%,-42.29%,67.63%,75.11,1.76,27.54%,23.08%,3.62%,594000
6,"ABTL",1.40,0.92,15.64%,35.70%,125.71%,2.94%,325.06%,67.45,16.45,20.78%,9.52%,10.28%,696260
7,"DMRC",0.73,0.64,34.43%,39.35%,27.36%,0.14%,48.12%,84.23,26.44,18.83%,18.46%,0.31%,111007
8,"VICL",1.92,0.08,34.57%,37.05%,-31.57%,-64.75%,57.43%,74.68,1.59,18.66%,16.91%,1.49%,5408871
9,"TC",2.59,0.14,19.03%,1.76%,-16.07%,-42.67%,50.00%,59.60,2.58,17.81%,1.18%,16.44%,7891781
10,"SNMX",1.79,0.23,33.56%,49.30%,112.45%,17.02%,335.95%,90.32,6.67,17.22%,16.81%,0.35%,390407
11,"AGIO",,1.74,49.02%,68.93%,42.96%,5.92%,125.62%,83.49,35.58,17.19%,17.43%,-0.20%,382741
12,"CVTI",1.04,0.26,15.06%,21.27%,43.61%,10.48%,89.07%,71.91,9.17,16.82%,7.00%,9.17%,110026
13,"ANAD",2.20,0.06,14.40%,13.05%,5.90%,-27.18%,25.15%,68.97,2.09,16.11%,14.21%,1.67%,3263761
14,"OPTT",1.82,0.15,28.97%,27.88%,44.63%,-32.98%,76.55%,71.27,2.56,15.84%,-23.58%,51.58%,8016793
15,"TSLA",0.35,6.31,8.81%,13.16%,27.49%,-17.08%,390.93%,61.84,161.27,15.74%,14.78%,0.83%,27192990
16,"CDTI",2.05,0.23,93.78%,112.37%,95.69%,7.21%,197.27%,85.36,3.27,15.55%,12.76%,2.47%,1857540
17,"ADEP",2.23,0.99,17.37%,45.86%,171.37%,-3.45%,555.09%,67.94,17.36,15.27%,15.12%,0.13%,883430
18,"LIQD",,0.53,-2.04%,-9.09%,-8.64%,-32.91%,16.13%,46.76,6.91,15.17%,14.98%,0.17%,33240
19,"FMI",,1.53,26.99%,21.60%,9.32%,-26.16%,53.25%,72.79,30.65,14.11%,10.25%,3.50%,1058703
20,"HYGS",0.79,1.32,5.64%,24.27%,58.64%,-8.47%,174.08%,59.26,20.20,14.06%,7.50%,6.10%,206612
21,"KONE",0.04,0.43,71.37%,95.29%,100.45%,-1.29%,442.42%,84.37,5.37,13.77%,-2.36%,16.53%,74688
22,"STXS",2.39,0.37,25.35%,34.91%,78.34%,-49.89%,349.50%,69.85,4.96,13.22%,14.00%,-0.68%,2458341
23,"BBW",1.50,0.26,10.76%,1.08%,20.75%,-17.97%,110.67%,57.81,8.49,12.90%,14.73%,-1.60%,164489
24,"EMITF",2.21,0.10,22.41%,9.54%,-23.06%,-69.74%,69.12%,56.52,1.15,12.75%,7.48%,4.90%,48791
25,"KBIO",,0.19,23.13%,25.15%,-0.04%,-37.58%,43.06%,79.82,5.15,12.45%,9.57%,2.62%,548822
26,"MEET",2.10,0.12,24.62%,23.82%,26.83%,-34.67%,113.08%,72.09,2.28,12.32%,11.22%,0.99%,1931826
27,"OTIV",0.70,0.25,11.84%,26.05%,106.08%,-1.87%,358.75%,62.33,3.67,12.23%,5.16%,6.73%,1010368
28,"HTCH",2.30,0.12,21.03%,24.60%,0.69%,-42.15%,72.77%,74.18,3.87,12.17%,0.00%,12.17%,380420
29,"UCTT",2.64,0.32,15.17%,18.72%,59.61%,6.73%,159.51%,74.90,11.73,11.82%,9.01%,2.57%,934389
30,"REGN",0.89,8.64,10.07%,7.39%,14.80%,-6.10%,94.81%,66.17,300.32,11.78%,11.39%,0.35%,2254132
31,"NVAX",2.47,0.28,23.02%,51.73%,108.62%,6.07%,264.29%,83.47,6.12,11.07%,8.32%,2.54%,9262279
32,"MVNR",,0.54,9.08%,16.71%,16.71%,0.42%,41.76%,71.94,12.05,11.06%,10.25%,0.74%,173476
33,"ICLD",-2.48,1.61,25.86%,73.18%,83.86%,-52.69%,674.09%,66.72,17.03,10.94%,10.80%,0.13%,1402468
34,"CSIQ",3.64,2.25,22.36%,30.83%,141.87%,-0.43%,1171.47%,67.48,39.67,10.87%,9.77%,1.01%,5838686
35,"VG",1.74,0.08,11.44%,9.54%,16.29%,-7.63%,50.62%,74.33,3.63,10.67%,10.00%,0.61%,2452946
36,"SEV",1.26,0.59,24.70%,41.48%,57.95%,-14.44%,126.47%,63.79,7.70,10.63%,12.24%,-1.44%,80713
37,"BVX",0.30,0.15,13.10%,7.69%,-17.82%,-49.90%,23.71%,61.31,2.40,10.60%,11.63%,-0.92%,61708
38,"KVHI",1.24,0.33,6.33%,5.20%,4.74%,-6.47%,17.11%,63.19,14.03,10.56%,9.78%,0.71%,104150
39,"IPWR",,0.60,30.97%,25.75%,25.75%,-6.83%,50.87%,,7.77,10.53%,10.68%,-0.14%,148605
40,"NXTM",0.54,0.36,21.54%,20.90%,1.69%,-14.62%,42.53%,80.00,12.50,10.52%,8.23%,2.12%,2019919
