"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"DPW",1.09,0.16,96.11%,125.14%,141.20%,-20.28%,230.06%,73.50,1.65,37.52%,18.73%,15.83%,719615
2,"TSRO",,1.53,21.87%,25.97%,9.76%,-25.20%,88.46%,70.80,38.86,27.49%,23.37%,3.35%,3449855
3,"DXM",,0.37,16.80%,25.86%,-15.35%,-65.51%,91.40%,70.12,8.23,27.01%,26.42%,0.46%,1690243
4,"LPHI",0.54,0.14,26.93%,23.97%,31.29%,-24.01%,105.33%,71.74,2.96,25.96%,25.96%,0.00%,754854
5,"APPY",0.62,0.13,28.54%,32.42%,78.94%,15.44%,186.09%,79.25,3.29,21.40%,-0.60%,22.14%,9670639
6,"CALL",1.47,0.94,13.26%,34.91%,49.00%,3.24%,97.19%,68.93,21.04,20.02%,-2.86%,23.56%,5328836
7,"GSOL",1.60,0.23,18.45%,13.35%,12.55%,-2.18%,45.41%,71.26,8.07,19.38%,0.62%,18.64%,743363
8,"PLUG",1.23,1.20,53.37%,101.72%,437.58%,-31.74%,5233.33%,61.72,8.00,17.65%,5.54%,11.47%,130725952
9,"SGMS",1.85,0.57,18.87%,11.11%,7.74%,-17.20%,113.64%,69.10,16.13,16.38%,5.42%,10.39%,5198832
10,"CTP",,0.57,57.57%,69.99%,101.77%,9.71%,329.80%,85.30,10.96,15.98%,-4.78%,21.80%,39746
11,"PBIB",1.46,0.07,21.63%,24.07%,11.34%,-48.55%,56.96%,74.05,1.24,15.89%,8.77%,6.54%,143028
12,"PLM",2.11,0.08,24.95%,38.97%,65.77%,-3.85%,123.88%,70.11,1.50,15.38%,11.94%,3.08%,1079202
13,"UNIS",1.01,0.20,14.63%,12.76%,37.55%,-5.85%,177.22%,67.77,4.99,15.24%,4.18%,10.62%,4386592
14,"CHTP",1.80,0.36,6.84%,25.97%,74.40%,-12.88%,254.17%,64.54,5.95,13.98%,13.12%,0.77%,11814168
15,"OINK",2.63,0.13,12.73%,6.87%,54.48%,-15.38%,318.00%,59.72,2.09,13.59%,10.58%,2.72%,175069
16,"HSOL",2.89,0.24,19.11%,23.72%,13.03%,-35.09%,330.23%,65.20,3.70,13.50%,-4.88%,19.33%,11455114
