"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"MBIS",1.40,0.31,108.59%,132.83%,154.08%,23.28%,416.25%,76.79,4.13,88.58%,24.02%,52.05%,6172924
2,"ECTE",-0.01,0.16,93.07%,77.89%,8.87%,-67.93%,158.33%,84.50,4.65,72.86%,3.33%,67.29%,10941958
3,"ELTK",0.74,0.10,56.45%,62.00%,71.09%,18.33%,106.80%,92.49,2.13,26.04%,15.14%,9.47%,2868345
4,"GIG",2.50,0.11,29.45%,33.82%,47.28%,-16.13%,119.28%,75.80,1.82,25.52%,7.06%,17.24%,1097406
5,"LIVE",0.83,0.16,24.01%,14.05%,17.75%,-35.10%,86.14%,71.75,3.67,25.15%,20.23%,4.10%,387735
6,"ALIM",1.37,0.21,23.85%,-12.13%,-31.29%,-57.29%,92.86%,58.05,2.43,19.12%,17.96%,0.98%,211963
7,"PLM",1.86,0.05,49.18%,54.45%,38.89%,12.46%,83.58%,86.44,1.23,17.14%,16.04%,0.95%,2669146
8,"CTC",1.80,0.16,-2.40%,-6.01%,-20.35%,-55.68%,49.41%,48.92,1.93,15.45%,10.17%,4.79%,16351
9,"ATV",-0.33,0.09,-9.81%,-19.25%,-28.39%,-49.07%,16.20%,38.94,1.65,14.58%,13.79%,0.69%,30616
10,"SMSI",2.22,0.08,34.27%,42.13%,15.16%,-29.10%,69.62%,74.50,1.34,14.53%,16.52%,-1.71%,1160018
11,"WUBA",,3.05,19.35%,19.35%,19.35%,-3.62%,76.36%,,37.30,14.35%,11.34%,2.70%,764797
12,"OPTT",1.72,0.24,-2.95%,4.92%,15.44%,-46.86%,39.99%,51.51,2.03,14.04%,12.15%,1.69%,828655
13,"VJET",,6.59,3.20%,10.61%,10.61%,-35.87%,132.59%,,44.89,13.96%,9.57%,4.01%,4404878
14,"VCYT",,0.91,5.07%,5.07%,5.07%,-8.92%,18.20%,,12.86,13.20%,-1.83%,15.32%,182373
15,"MSON",0.51,0.16,23.57%,22.00%,1.68%,-42.50%,76.17%,80.22,5.25,13.15%,12.90%,0.22%,51718
16,"WTT",0.99,0.18,21.24%,21.63%,39.37%,-12.69%,103.48%,63.46,2.34,13.04%,14.71%,-1.45%,394116
17,"GALT",1.86,0.87,4.85%,-8.40%,47.91%,-32.78%,407.43%,51.84,8.88,12.69%,11.14%,1.40%,257618
18,"WDAY",,2.29,10.44%,5.43%,20.84%,-2.16%,73.02%,65.40,82.60,12.69%,0.68%,11.92%,7336311
19,"ALSK",0.86,0.11,1.07%,-7.41%,4.20%,-42.05%,45.81%,50.48,2.26,12.44%,12.44%,0.00%,1172953
20,"LBMH",1.13,0.18,45.33%,58.43%,144.38%,10.94%,488.14%,82.88,3.65,12.31%,12.65%,-0.31%,889196
21,"MAGS",0.55,0.14,8.53%,6.50%,-5.07%,-29.04%,16.52%,59.18,3.61,12.17%,12.52%,-0.31%,49221
22,"AMBT",-2.13,0.11,19.23%,9.41%,-1.14%,-46.67%,56.86%,70.07,2.40,12.15%,12.15%,0.00%,72472
23,"PSDV",2.40,0.21,18.55%,-12.64%,-2.96%,-46.43%,156.41%,57.15,3.00,11.94%,11.52%,0.37%,653295
24,"GBR",1.43,0.20,26.52%,54.89%,85.26%,-7.36%,154.26%,77.16,2.39,11.68%,11.68%,0.00%,130814
25,"MACK",,0.22,32.70%,7.35%,-27.59%,-53.33%,70.73%,66.16,3.50,11.46%,-1.69%,13.38%,7027032
26,"JOSB",1.25,1.29,14.16%,19.02%,30.09%,9.47%,50.87%,78.87,56.29,11.25%,-0.97%,12.33%,8670005
27,"PAM",1.12,0.40,25.01%,21.26%,64.36%,-4.04%,133.33%,68.87,6.65,11.20%,5.06%,5.85%,927140
28,"FEYE",,1.99,0.18%,-4.53%,-4.53%,-16.75%,12.22%,49.02,37.37,10.86%,6.80%,3.80%,1184619
29,"ENZN",0.94,0.07,12.44%,2.56%,-7.82%,-37.58%,22.22%,63.08,1.65,10.74%,10.00%,0.67%,297708
30,"CLSN",1.41,0.27,-0.87%,-18.47%,-22.74%,-90.76%,16.28%,43.09,3.93,10.70%,7.38%,3.10%,1046516
31,"ACFC",0.82,0.22,6.35%,1.57%,-13.43%,-44.48%,161.64%,55.13,3.82,10.40%,10.40%,0.00%,37733
32,"GGAL",0.99,0.66,26.42%,26.48%,83.86%,8.40%,170.88%,71.59,12.65,10.19%,8.30%,1.74%,2236274
33,"YPF",1.29,1.03,26.81%,34.09%,75.48%,10.00%,191.50%,80.19,29.37,10.17%,-2.10%,12.53%,4549718
34,"AUDC",2.07,0.36,10.45%,2.76%,33.93%,-11.68%,172.47%,57.75,6.73,10.15%,10.15%,0.00%,601425
35,"VLTC",2.74,0.25,-4.51%,-11.62%,-4.19%,-54.74%,33.03%,42.63,4.39,9.75%,11.14%,-1.25%,34564
36,"DSCO",1.08,0.11,14.50%,10.52%,22.44%,-21.31%,60.00%,64.72,2.40,9.59%,9.59%,0.00%,1861757
37,"CZR",,0.96,11.52%,2.54%,20.85%,-24.05%,260.36%,59.96,20.18,9.50%,9.50%,0.00%,2088008
38,"AIQ",0.98,1.89,13.13%,5.54%,59.68%,-14.79%,378.46%,58.33,27.99,9.46%,9.08%,0.35%,33825
39,"MGT",1.60,0.20,7.50%,-4.45%,-17.96%,-42.91%,26.10%,53.47,3.14,9.41%,10.18%,-0.70%,227600
40,"EDN",1.86,0.63,52.85%,66.90%,195.23%,0.69%,429.70%,77.52,8.74,9.39%,9.94%,-0.50%,575387
