"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",17734.98,25.51,53.50,-0.15%,1809852
2,"AA","Alcoa, Inc.","Basic Materials","Aluminum","USA",10015.20,37.44,9.35,-0.11%,21352384
3,"AADR","WCM/BNY Mellon Focused Growth ADR ETF","Financial","Exchange Traded Fund","USA",,,37.45,3.03%,1648
4,"AAIT","iShares MSCI AC Asia Information Tech","Financial","Exchange Traded Fund","USA",,,31.52,-0.68%,1290
5,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",2079.75,,875.00,-1.13%,1410
6,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",86.05,8.98,4.00,-0.99%,4739
7,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",2185.62,16.32,28.92,0.70%,579170
8,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",162.47,,13.12,1.78%,125953
9,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1627.70,37.85,29.82,1.02%,66148
10,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",7690.09,19.08,104.95,-0.72%,853290
11,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",510850.40,14.26,567.90,0.51%,15886561
12,"AAT","American Assets Trust, Inc.","Financial","REIT - Office","USA",1254.63,630.20,31.68,0.54%,108508
13,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",62.45,,1.10,5.77%,114979
14,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",683.63,,4.27,5.17%,375698
15,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",933.86,8.35,37.54,1.00%,247490
16,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",2034.42,,59.92,-0.45%,580844
17,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2088.72,16.65,22.42,-0.97%,290196
18,"ABAX","Abaxis Inc.","Healthcare","Diagnostic Substances","USA",797.22,42.55,36.09,0.98%,85522
19,"ABB","ABB Ltd.","Industrial Goods","Industrial Equipment & Components","Switzerland",57080.45,19.88,24.94,0.36%,873615
20,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",78975.30,17.43,49.76,0.18%,5438515
21,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",16006.99,33.08,69.14,-0.46%,2130506
22,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",473.48,23.03,19.81,0.00%,32913
23,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",69.61,,1.50,2.04%,46424
24,"ABCO","Advisory Board Co.","Services","Business Services","USA",2203.93,95.97,62.12,1.14%,227506
25,"ABFS","Arkansas Best Corporation","Services","Trucking","USA",885.10,,33.79,-1.74%,530020
26,"ABG","Asbury Automotive Group, Inc.","Services","Auto Dealerships","USA",1558.95,16.43,51.59,1.60%,290036
27,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",19.50,,1.65,-8.33%,3224032
28,"ABM","ABM Industries Inc.","Services","Business Services","USA",1505.08,19.99,27.60,0.77%,152876
29,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.17,,0.10,0.00%,5150
30,"ABMD","Abiomed Inc.","Healthcare","Medical Appliances & Equipment","USA",1077.29,196.00,27.71,0.98%,487048
31,"ABR","Arbor Realty Trust Inc.","Financial","REIT - Diversified","USA",281.53,21.06,6.50,-0.46%,98266
32,"ABT","Abbott Laboratories","Healthcare","Medical Appliances & Equipment","USA",57975.36,20.76,36.92,-1.18%,5245017
33,"ABTL","Autobytel Inc.","Technology","Internet Information Providers","USA",112.67,70.61,12.36,-2.75%,137879
34,"ABX","Barrick Gold Corporation","Basic Materials","Gold","Canada",15695.68,,15.43,-1.59%,16202115
35,"ACAD","ACADIA Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2174.05,,24.48,0.78%,1838975
36,"ACAS","American Capital, Ltd.","Financial","Asset Management","USA",4300.37,9.32,14.94,-0.47%,1445943
37,"ACAT","Arctic Cat Inc.","Consumer Goods","Recreational Vehicles","USA",722.33,17.88,55.11,2.07%,103677
38,"ACC","American Campus Communities Inc.","Financial","REIT - Residential","USA",3391.76,85.18,32.45,0.25%,1170929
39,"ACCL","Accelrys Inc.","Technology","Application Software","USA",492.59,,8.84,-0.11%,103206
40,"ACCO","ACCO Brands Corporation","Consumer Goods","Office Supplies","USA",680.46,59.90,5.95,-0.67%,229634
41,"ACCU","AdvisorShares Accuvest Global Opport ETF","Financial","Exchange Traded Fund","USA",,,27.68,-0.47%,41000
42,"ACE","ACE Limited","Financial","Property & Casualty Insurance","Switzerland",34446.83,9.86,100.09,-0.95%,1078921
43,"ACET","Aceto Corp.","Basic Materials","Chemicals - Major Diversified","USA",630.08,22.04,22.18,-2.29%,398792
44,"ACFC","Atlantic Coast Financial Corporation","Financial","Regional - Southeast Banks","USA",9.59,,3.82,-0.26%,19850
45,"ACFN","Acorn Energy, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",68.20,,3.68,-2.39%,145287
46,"ACG","AllianceBernstein Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",1714.96,39.22,6.99,-0.99%,1868676
47,"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",7667.47,14.80,57.72,-1.01%,285188
48,"ACH","Aluminum Corporation Of China Limited","Basic Materials","Aluminum","China",4955.38,,9.05,-1.20%,48297
49,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",2354.88,65.36,46.39,-1.42%,397272
50,"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",330.54,,3.37,-1.46%,1618843
51,"ACI","Arch Coal Inc.","Basic Materials","Industrial Metals & Minerals","USA",909.96,,4.47,4.20%,11501535
52,"ACIM","SPDR MSCI ACWI IMI","Financial","Exchange Traded Fund","USA",,,62.65,-0.30%,1112
53,"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",2509.09,40.59,64.27,0.22%,156055
54,"ACLS","Axcelis Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",250.87,,2.24,-2.61%,252486
55,"ACM","AECOM Technology Corporation","Services","Technical Services","USA",2807.46,12.14,28.54,-0.35%,448665
56,"ACMP","Access Midstream Partners, L.P.","Basic Materials","Oil & Gas Refining & Marketing","USA",9225.77,43.55,51.47,-0.68%,787379
57,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",48859.46,15.43,75.79,-0.37%,2196258
58,"ACNB","ACNB Corp.","Financial","Regional - Southwest  Banks","USA",106.90,11.55,17.49,-2.29%,3246
59,"ACO","Amcol International Corp.","Basic Materials","Industrial Metals & Minerals","USA",997.75,43.86,30.64,-0.20%,140263
60,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1292.90,9.14,31.58,-1.53%,338244
61,"ACPW","Active Power Inc.","Industrial Goods","Diversified Machinery","USA",55.19,,2.90,1.40%,186718
62,"ACRE","Ares Commercial Real Estate Corporation","Financial","REIT - Diversified","USA",134.24,11.33,13.00,-1.07%,107212
63,"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Medical Appliances & Equipment","USA",377.30,,8.95,-1.65%,559485
64,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",102.68,,1.17,-2.50%,111439
65,"ACT","Actavis plc","Healthcare","Drugs - Generic","USA",21339.13,,162.90,1.15%,1227251
66,"ACTG","Acacia Research Corporation","Services","Research Services","USA",635.54,,13.38,1.75%,1509034
67,"ACTS","Actions Semiconductor Co., Ltd.","Technology","Semiconductor - Specialized","China",177.26,,2.59,0.39%,43749
68,"ACU","Acme United Corp.","Consumer Goods","Housewares & Accessories","USA",47.10,12.41,14.97,1.35%,11829
69,"ACUR","Acura Pharmaceuticals Inc.","Healthcare","Drug Delivery","USA",81.63,,1.70,-1.16%,97754
70,"ACW","Accuride Corp.","Consumer Goods","Trucks & Other Vehicles","USA",163.23,,3.51,2.33%,298314
