"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ZIOP",2.14,0.36,81.07%,111.66%,148.87%,45.41%,283.98%,89.14,8.87,54.53%,-1.44%,56.79%,38612043
2,"SMSI",1.97,0.07,76.25%,78.17%,63.66%,-34.94%,165.15%,87.19,1.75,38.89%,23.24%,12.70%,5280919
3,"FCSC",-0.08,0.24,54.26%,52.80%,26.22%,-36.51%,75.44%,74.75,4.00,37.46%,36.99%,0.34%,881260
4,"XON",,1.78,36.83%,46.30%,68.77%,-3.12%,184.08%,77.94,37.30,31.48%,18.34%,11.10%,5185228
5,"BBRY",1.64,0.41,20.73%,19.93%,32.72%,0.44%,79.67%,67.64,12.60,29.71%,30.93%,-0.93%,70255496
6,"KONE",-1.51,0.21,19.30%,15.43%,-23.52%,-80.76%,59.41%,63.79,3.22,22.90%,21.51%,1.15%,41218
7,"IHT",0.08,0.21,28.33%,32.23%,44.85%,-1.92%,111.03%,70.04,3.06,21.91%,7.37%,13.55%,23402
8,"ETRM",2.05,0.09,3.02%,3.35%,-5.38%,-47.17%,41.41%,55.04,1.40,18.64%,16.67%,1.69%,20636928
9,"MDGN",0.76,0.49,28.92%,42.73%,15.96%,-20.89%,93.48%,74.33,7.12,17.69%,18.67%,-0.83%,363970
10,"NRX",,1.22,29.02%,64.72%,66.03%,-49.94%,127.27%,59.69,9.00,17.19%,18.89%,-1.43%,279236
11,"CRMD",-0.88,0.13,34.34%,42.76%,30.61%,-28.75%,117.14%,77.42,2.28,14.57%,14.00%,0.50%,434590
12,"AMPE",0.91,0.21,18.18%,18.33%,-21.23%,-60.19%,29.78%,66.06,4.14,14.05%,15.00%,-0.83%,1310668
13,"NLST",1.13,0.16,87.63%,92.25%,32.51%,-37.34%,164.91%,85.99,1.51,13.53%,11.03%,2.26%,2012408
14,"SRNE",2.70,0.62,21.80%,79.47%,84.16%,-30.61%,267.10%,82.00,11.38,12.67%,13.35%,-0.59%,2063936
15,"ITCI",,0.89,17.14%,25.57%,28.83%,-4.28%,60.62%,69.91,20.35,12.24%,13.37%,-0.99%,89759
16,"RSPP",,1.62,9.07%,7.88%,-1.65%,-21.68%,36.21%,57.80,26.37,11.78%,17.20%,-4.62%,1982955
17,"EEI",0.46,0.34,19.97%,17.99%,10.61%,-13.93%,28.74%,73.83,10.75,11.51%,13.76%,-1.97%,72365
18,"FCE-A",2.16,0.39,16.76%,16.41%,23.49%,11.10%,41.02%,85.60,24.72,11.30%,2.57%,8.51%,7159242
19,"ADHD",,0.47,61.40%,78.90%,-48.86%,-73.62%,115.06%,85.94,6.71,10.91%,13.15%,-1.98%,965477
20,"INS",-0.05,0.09,23.97%,42.67%,37.25%,-27.24%,101.03%,78.76,1.95,10.80%,4.84%,5.68%,38051
21,"SWSH",0.67,0.15,15.63%,-3.62%,-38.41%,-65.87%,31.77%,55.95,2.08,10.74%,13.77%,-2.66%,88434
22,"GME",1.14,1.57,8.05%,-2.60%,-8.04%,-21.08%,14.26%,54.24,36.21,10.50%,-2.66%,13.52%,7433808
23,"KEG",2.24,0.20,-2.74%,-21.31%,-74.50%,-85.84%,49.00%,45.52,1.49,10.37%,12.03%,-1.48%,5183551
24,"AEGR",0.84,1.21,9.44%,11.76%,-21.92%,-64.97%,26.13%,61.72,24.09,10.25%,11.68%,-1.28%,2045892
