"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",18287.75,26.31,55.15,-0.18%,6528378
2,"AA","Alcoa, Inc.","Basic Materials","Aluminum","USA",12169.41,,11.40,0.26%,14232707
3,"AADR","WCM/BNY Mellon Focused Growth ADR ETF","Financial","Exchange Traded Fund","USA",,,37.60,1.08%,3898
4,"AAIT","iShares MSCI AC Asia Information Tech","Financial","Exchange Traded Fund","USA",,,32.49,3.47%,871
5,"AAL","American Airlines Group Inc.","Services","Major Airlines","USA",11561.76,30.45,34.31,-0.29%,7062183
6,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",2336.31,,999.70,0.47%,12098
7,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",83.92,8.76,3.95,0.25%,26188
8,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",2247.78,18.79,29.77,-0.37%,811885
9,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",176.46,,13.66,-2.43%,108945
10,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1060.01,32.06,29.41,1.94%,115785
11,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",9265.39,23.85,126.79,-0.43%,1018748
12,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",487454.20,13.49,545.99,0.37%,9242445
13,"AAT","American Assets Trust, Inc.","Financial","REIT - Office","USA",1328.30,667.20,33.44,0.24%,146264
14,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",112.66,,1.79,-2.72%,215499
15,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",520.70,,3.92,1.03%,106239
16,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",824.78,8.88,32.33,-1.85%,220365
17,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",,,57.51,-0.54%,644982
18,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2198.51,17.52,24.80,4.07%,802845
19,"ABAX","Abaxis Inc.","Healthcare","Diagnostic Substances","USA",857.43,50.66,38.98,1.25%,160635
20,"ABB","ABB Ltd.","Industrial Goods","Industrial Equipment & Components","Switzerland",58366.77,20.33,25.31,-0.39%,2203403
21,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",81573.84,19.74,51.46,1.44%,4952769
22,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",15658.84,43.59,68.50,0.74%,1525866
23,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",482.58,26.79,20.34,1.24%,60262
24,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",91.80,,1.86,-3.63%,15848
25,"ABCO","Advisory Board Co.","Services","Business Services","USA",2214.99,99.06,62.78,2.21%,526858
26,"ABFS","Arkansas Best Corporation","Services","Trucking","USA",827.21,54.37,32.23,0.47%,342708
