"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"KONE",-1.51,0.28,51.41%,47.61%,-1.22%,-75.39%,103.96%,76.25,4.12,27.95%,20.82%,5.90%,402342
2,"DRD",0.55,0.16,34.36%,14.14%,-15.58%,-48.74%,68.15%,67.58,2.27,19.47%,1.79%,17.37%,477938
3,"NVGN",0.95,0.37,-3.09%,5.76%,-22.80%,-59.30%,60.93%,51.97,2.43,16.27%,-2.02%,18.66%,4895968
4,"FISH",,0.64,7.67%,6.91%,0.79%,-11.14%,25.93%,61.36,19.02,14.58%,7.76%,6.33%,376939
5,"CORI",,0.45,11.13%,19.48%,5.34%,-18.02%,61.86%,60.50,6.96,13.85%,12.26%,1.41%,115854
6,"RIC",0.45,0.27,7.24%,12.86%,64.24%,-8.42%,203.60%,55.36,3.37,12.71%,7.32%,5.02%,967572
7,"AAMC",,39.38,-33.08%,-47.10%,-66.90%,-80.86%,56.32%,29.35,231.35,12.68%,17.44%,-4.05%,28267
8,"MUX",0.94,0.10,16.40%,2.52%,-40.46%,-66.31%,40.00%,56.65,1.26,12.50%,5.00%,7.14%,3935939
9,"WNS",-0.27,0.61,9.33%,9.33%,13.79%,-2.00%,31.79%,67.83,22.55,12.02%,6.47%,5.22%,284288
10,"CLF",2.20,0.60,28.28%,5.81%,-33.35%,-61.64%,54.88%,62.07,8.72,11.94%,10.66%,1.16%,19508537
11,"OCN",0.75,1.44,-47.82%,-59.60%,-72.65%,-85.23%,19.97%,18.87,7.81,11.57%,10.62%,0.86%,23642251
12,"ANV",0.27,0.14,26.11%,2.80%,-56.39%,-81.94%,68.06%,58.16,1.21,11.01%,-1.63%,12.84%,4170121
13,"GG",0.24,1.08,20.13%,17.14%,-3.85%,-22.46%,34.39%,66.09,22.69,10.68%,6.28%,4.15%,24542317
14,"NADL",,0.15,-15.78%,-50.09%,-81.78%,-88.10%,16.96%,30.36,1.31,10.08%,3.97%,5.88%,1843181
15,"PPC",0.88,1.34,5.30%,5.45%,20.40%,-10.53%,128.34%,58.58,34.57,9.64%,-1.17%,10.94%,6682339
16,"KGC",0.37,0.21,18.64%,23.56%,-2.23%,-35.66%,75.00%,64.18,3.50,9.37%,3.55%,5.63%,16743073
17,"GURE",0.83,0.09,15.87%,11.98%,-26.03%,-59.38%,30.00%,66.78,1.30,9.24%,12.07%,-2.52%,265053
18,"ABX",0.08,0.57,5.82%,-0.98%,-26.70%,-46.36%,13.25%,53.20,11.37,9.22%,6.06%,2.98%,47864373
19,"HMY",0.11,0.14,40.23%,57.22%,13.98%,-22.63%,92.16%,79.48,2.94,8.89%,3.52%,5.19%,5480017
20,"NEM",-0.07,0.85,11.36%,12.31%,-6.70%,-21.32%,22.22%,62.13,21.51,8.86%,3.66%,5.01%,16699692
21,"TSM",0.98,0.46,4.89%,3.17%,9.34%,-2.76%,42.35%,60.69,22.89,8.69%,1.33%,7.26%,36237976
22,"CALI",0.91,0.16,0.22%,-0.17%,-32.61%,-74.55%,103.23%,49.92,1.26,8.62%,3.28%,5.17%,10570
23,"AMCN",2.17,0.14,-5.40%,-8.08%,6.06%,-28.40%,40.61%,44.75,2.32,8.41%,8.92%,-0.47%,114178
24,"RGDO",,0.09,21.45%,22.20%,-65.71%,-92.27%,36.25%,70.52,1.09,7.92%,7.92%,0.00%,3199876
25,"HDB",1.22,1.19,8.88%,8.07%,16.64%,1.68%,83.45%,67.03,55.66,7.87%,5.36%,2.38%,2422994
26,"IBN",1.71,0.35,4.16%,2.83%,16.08%,-2.58%,96.91%,56.83,12.00,7.05%,-0.41%,7.49%,18215173
27,"SVM",0.91,0.11,15.80%,15.29%,-8.75%,-52.60%,49.04%,60.27,1.55,6.90%,1.97%,4.83%,1384326
28,"EGO",0.15,0.40,12.53%,13.69%,5.88%,-16.86%,44.44%,60.09,7.15,6.88%,3.17%,3.59%,13855996
29,"GBR",0.99,0.20,6.39%,19.54%,-25.50%,-75.13%,67.86%,54.87,1.41,6.82%,8.46%,-1.52%,15278
30,"NG",1.73,0.23,19.19%,28.96%,12.06%,-18.18%,62.23%,67.01,3.78,6.78%,4.71%,1.98%,3356231
