"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"AGEN",1.88,0.21,40.80%,59.52%,69.61%,0.38%,133.04%,81.73,5.29,28.71%,3.32%,24.57%,28269063
2,"ALXA",1.29,0.12,45.70%,34.80%,-34.19%,-63.58%,73.06%,78.88,2.16,27.81%,26.32%,1.18%,1970697
3,"EDAP",2.16,0.15,35.44%,44.70%,9.98%,-51.90%,153.04%,74.38,2.91,25.43%,5.82%,18.53%,8448828
4,"CASI",1.53,0.10,18.94%,2.05%,-11.22%,-35.04%,41.47%,59.04,1.52,24.59%,26.67%,-1.64%,110797
5,"ADHD",,0.30,39.05%,45.91%,-60.28%,-79.21%,69.55%,77.61,5.29,24.47%,26.86%,-1.88%,3017398
6,"TOPS",3.15,0.10,12.31%,-11.40%,-58.62%,-91.54%,30.21%,53.30,1.25,19.05%,15.74%,2.86%,174441
7,"NKA",0.79,0.38,32.88%,-2.99%,-59.22%,-69.49%,66.42%,61.21,4.51,18.37%,15.35%,2.62%,582855
8,"MLP",1.16,0.17,31.69%,31.70%,10.37%,-20.40%,60.04%,87.42,7.49,18.14%,17.40%,0.63%,40543
9,"OBAS",0.19,0.46,1.71%,0.65%,12.33%,-12.61%,42.77%,52.44,7.21,16.29%,4.64%,11.13%,11652
10,"LPCN",,0.30,25.92%,32.39%,2.63%,-41.66%,71.24%,76.39,6.61,16.17%,16.17%,0.00%,192857
11,"CNET",0.13,0.14,16.58%,-11.79%,7.69%,-65.02%,132.79%,52.15,1.42,15.45%,14.52%,0.81%,1009959
12,"SCYX",,0.90,26.68%,31.71%,55.36%,7.18%,151.76%,73.92,12.84,15.16%,8.72%,5.92%,27591
13,"VIMC",0.71,0.58,37.09%,13.68%,58.96%,-27.82%,336.41%,70.73,8.51,14.08%,10.95%,2.82%,1421231
14,"DCTH",2.39,0.10,17.47%,14.30%,-33.69%,-76.81%,42.96%,66.60,1.56,13.74%,13.74%,0.00%,311103
15,"ARWR",2.65,0.63,37.48%,45.28%,-19.03%,-67.21%,83.03%,72.72,9.06,13.25%,13.96%,-0.63%,7089100
16,"FCSC",-0.05,0.17,26.99%,22.33%,-0.57%,-49.37%,39.91%,67.77,3.19,12.32%,7.41%,4.58%,318963
17,"HELE",1.53,1.63,16.70%,16.83%,23.94%,6.27%,55.80%,78.86,74.63,12.09%,6.31%,5.44%,781166
18,"ECTE",1.31,0.18,45.33%,104.98%,18.45%,-49.14%,428.21%,79.57,2.06,11.96%,10.75%,1.09%,161777
19,"GBR",0.99,0.20,17.55%,28.23%,-21.35%,-73.54%,78.57%,58.87,1.50,11.93%,4.90%,6.71%,114995
20,"AST",,0.26,20.02%,13.74%,16.12%,-39.65%,176.30%,69.97,4.19,11.82%,8.08%,3.47%,44917
21,"KITE",,4.07,37.14%,64.38%,129.37%,5.73%,276.86%,88.17,79.14,11.42%,7.78%,3.38%,2356343
22,"HILL",1.98,0.17,10.49%,9.34%,18.50%,-20.30%,65.98%,63.76,4.83,11.03%,0.62%,10.34%,2280102
23,"LUNA",0.24,0.06,13.25%,14.01%,15.36%,-51.79%,35.00%,69.49,1.62,10.96%,14.08%,-2.74%,102290
24,"BLCM",,2.49,37.73%,37.73%,37.73%,9.60%,74.45%,,31.75,10.86%,10.28%,0.52%,1094630
25,"STXS",3.25,0.16,17.57%,6.02%,-38.06%,-72.56%,31.82%,57.29,1.74,10.83%,10.13%,0.64%,496044
26,"ECR",,0.73,-12.00%,-40.70%,-63.18%,-78.92%,13.02%,31.77,5.73,10.62%,10.19%,0.39%,1635787
27,"PRTO",,0.57,14.22%,15.77%,15.88%,-2.17%,36.99%,71.72,11.74,10.55%,8.60%,1.79%,45301
28,"VOXX",2.19,0.37,3.86%,4.56%,-7.68%,-45.96%,34.66%,56.14,8.82,10.53%,16.67%,-5.26%,1244732
29,"HMY",0.20,0.12,35.83%,44.01%,-0.29%,-32.11%,68.63%,82.34,2.58,9.79%,7.50%,2.13%,5448680
30,"CPXX",,0.20,26.74%,22.20%,-4.58%,-48.39%,52.53%,71.85,2.41,9.55%,11.06%,-1.36%,835054
31,"VICL",1.49,0.05,9.94%,4.87%,-2.80%,-35.75%,29.21%,60.73,1.15,9.52%,8.49%,0.95%,1861258
32,"IMH",0.70,0.21,22.83%,29.08%,34.53%,5.12%,64.21%,88.71,7.80,9.24%,8.18%,0.98%,35868
33,"AWX",1.24,0.19,-3.05%,-11.62%,-27.96%,-51.43%,13.83%,46.63,2.88,9.09%,8.68%,0.38%,49108
