"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"MVIS",1.49,0.08,112.92%,111.47%,40.04%,-23.50%,159.22%,88.77,2.67,97.78%,76.82%,11.85%,32491454
2,"SPPR",1.70,0.20,87.12%,40.81%,-41.06%,-67.07%,126.57%,77.80,3.24,50.70%,32.24%,13.95%,823645
3,"UNTD",1.66,0.66,27.73%,12.85%,25.09%,-26.11%,120.54%,68.04,14.28,29.47%,29.23%,0.18%,3673076
4,"MCHX",1.00,0.37,26.55%,28.84%,56.66%,14.75%,233.56%,79.95,11.91,24.19%,13.43%,9.49%,1023446
5,"LOJN",0.97,0.22,28.81%,27.79%,39.17%,0.39%,94.68%,75.36,5.12,21.04%,10.58%,9.46%,439207
6,"AAOI",,0.74,33.00%,26.26%,37.78%,8.25%,98.24%,76.79,17.98,19.71%,16.00%,3.20%,468679
7,"SHIP",2.11,0.18,29.54%,21.08%,27.33%,-20.59%,136.25%,68.10,1.89,19.62%,2.72%,16.46%,1133690
8,"PRAA",1.16,1.34,17.96%,14.76%,10.67%,-7.13%,54.38%,74.50,59.40,17.67%,5.58%,11.45%,4043134
9,"PATK",0.98,1.43,23.94%,39.13%,62.02%,14.11%,309.65%,83.43,44.16,17.51%,10.65%,6.20%,252881
10,"MOBI",,0.27,26.04%,35.88%,48.92%,-4.43%,264.29%,76.85,5.61,17.36%,17.86%,-0.42%,1370115
11,"RARE",,3.56,26.70%,26.70%,26.70%,7.00%,46.71%,,51.35,17.10%,17.67%,-0.48%,181932
12,"RBPAA",-0.17,0.09,20.97%,25.49%,23.08%,-7.54%,58.62%,74.53,1.84,16.46%,15.72%,0.63%,126190
13,"BAS",2.20,0.82,29.59%,41.67%,63.44%,13.24%,108.86%,84.41,23.10,15.50%,10.32%,4.70%,4239955
14,"LTBR",0.27,0.25,41.01%,76.19%,93.12%,4.88%,160.61%,77.11,3.44,15.44%,10.97%,4.03%,979654
15,"TRAK",1.25,1.54,16.88%,16.45%,34.61%,7.14%,105.06%,75.34,53.89,15.25%,3.14%,11.74%,1370641
16,"MRGE",1.64,0.09,16.97%,13.54%,-12.25%,-46.28%,27.14%,70.72,2.53,15.00%,15.00%,0.00%,1188065
17,"RPTP",-0.26,0.78,11.29%,17.79%,41.33%,5.28%,251.95%,68.61,17.14,14.88%,0.82%,13.94%,6646263
