"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"CNET",0.67,0.50,-8.00%,46.26%,87.06%,-46.31%,296.35%,51.58,2.18,60.29%,40.64%,13.97%,7979763
2,"SSY",1.13,0.15,6.69%,13.71%,16.55%,-48.98%,120.59%,55.92,1.50,19.05%,25.00%,-4.76%,37993
3,"STRP",,0.99,23.82%,52.08%,85.20%,-2.33%,216.38%,70.96,16.80,18.23%,17.81%,0.35%,195165
4,"AMDA",,0.19,-26.26%,-48.06%,-75.15%,-86.77%,25.25%,31.96,1.24,16.98%,15.89%,0.94%,13753
5,"VSR",0.30,0.22,30.92%,29.41%,13.37%,-18.76%,56.13%,77.34,4.20,16.67%,-14.81%,36.94%,9014198
6,"NETE",,0.55,-30.56%,-25.14%,-41.74%,-72.52%,79.55%,42.08,1.58,16.18%,17.04%,-0.74%,2286916
7,"XCO",1.41,0.25,-26.61%,-37.87%,-49.16%,-63.46%,17.21%,27.31,2.52,16.13%,14.55%,1.38%,9482929
8,"DPW",0.79,0.17,49.66%,59.81%,85.12%,-31.48%,301.92%,81.03,2.09,14.84%,14.21%,0.55%,423889
9,"ZQK",2.84,0.15,1.47%,-25.01%,-65.55%,-80.62%,28.57%,44.63,1.80,14.65%,16.88%,-1.91%,2637992
10,"DLHC",0.84,0.08,13.45%,13.08%,9.34%,-36.86%,100.91%,69.33,2.21,13.92%,10.50%,3.09%,70156
11,"BALT",1.21,0.27,-19.52%,-33.84%,-43.22%,-57.75%,12.79%,29.61,3.35,12.79%,11.67%,1.01%,2944238
12,"HBK",,0.33,-2.34%,-3.60%,-5.63%,-14.24%,28.98%,45.94,12.95,12.61%,1.65%,10.78%,16670
13,"GCAP",-0.35,0.21,8.58%,10.14%,-13.26%,-41.31%,21.68%,65.74,7.12,12.48%,10.90%,1.42%,290741
14,"GTI",1.67,0.36,-21.88%,-43.19%,-57.61%,-68.41%,24.17%,27.54,4.11,12.30%,11.38%,0.82%,4596978
15,"DPZ",0.82,1.07,9.70%,11.88%,14.68%,5.29%,31.57%,75.66,84.30,11.33%,7.77%,3.30%,2273949
16,"ANR",2.40,0.23,-25.62%,-43.59%,-56.73%,-78.07%,12.35%,31.38,1.82,10.98%,7.69%,3.05%,19944906
17,"SHLD",2.64,1.91,4.66%,-10.65%,-20.55%,-47.91%,18.22%,49.20,28.49,10.77%,10.64%,0.12%,1410978
