"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"AMZG",1.60,0.12,252.82%,252.61%,229.31%,120.33%,313.13%,93.10,6.61,275.57%,-0.75%,278.41%,4319720
2,"ISR",0.39,0.09,199.47%,225.26%,306.86%,104.00%,479.55%,91.40,2.55,133.94%,131.82%,0.92%,86199936
3,"SIEB",-0.23,0.13,30.59%,37.76%,81.52%,-27.19%,140.00%,67.88,3.24,58.82%,49.31%,6.37%,163317
4,"DPW",0.80,0.20,117.78%,176.19%,218.60%,8.21%,347.98%,78.34,2.24,44.51%,34.13%,7.74%,4614401
5,"PRTA",,1.94,31.79%,53.81%,107.88%,16.52%,639.31%,77.74,47.39,27.53%,3.54%,23.17%,1927198
6,"FSLR",1.99,2.35,23.83%,30.87%,39.93%,5.17%,170.46%,75.06,69.40,20.57%,21.54%,-0.80%,30794946
7,"AMCF",2.06,0.16,29.66%,33.24%,92.48%,-17.82%,370.83%,74.07,2.26,18.95%,16.49%,2.11%,1902288
8,"IDN",1.71,0.12,39.40%,82.95%,113.46%,7.08%,384.00%,74.38,1.21,18.63%,11.01%,6.86%,2688521
9,"LJPC",1.82,1.63,51.27%,72.71%,136.39%,-21.13%,412.67%,67.01,15.38,18.58%,20.82%,-1.85%,1309744
10,"OBCI",1.32,0.08,17.71%,20.24%,30.06%,7.43%,57.73%,74.78,3.47,17.23%,15.67%,1.35%,335963
11,"PTN",1.66,0.08,17.65%,24.83%,68.75%,-5.97%,147.06%,68.91,1.26,15.60%,12.50%,2.75%,1360015
12,"WH",1.51,0.08,11.83%,10.59%,-4.84%,-22.55%,49.13%,67.27,2.40,15.43%,6.24%,8.65%,128466
13,"SYMX",-0.06,0.20,15.69%,47.19%,116.42%,-20.48%,230.00%,64.44,1.98,14.45%,-7.04%,23.12%,9047492
14,"COSI",1.56,0.11,6.50%,-2.10%,-29.26%,-57.37%,44.68%,53.10,1.36,14.29%,5.43%,8.40%,1121458
15,"DRTX",,0.73,17.85%,29.69%,65.68%,10.78%,150.38%,72.96,16.65,13.57%,12.96%,0.55%,935308
16,"SPRO",0.12,0.23,4.49%,-0.53%,12.48%,-24.08%,62.14%,51.58,2.27,12.94%,11.27%,1.49%,69664
17,"UNIS",0.99,0.25,27.53%,28.31%,56.97%,8.30%,218.89%,73.92,5.74,12.55%,12.11%,0.39%,5350408
18,"CVM",1.59,0.12,37.40%,56.42%,18.39%,-45.48%,218.87%,70.59,1.69,11.92%,9.03%,2.65%,7541813
19,"BSDM",0.66,0.09,14.90%,18.44%,7.38%,-22.46%,49.48%,63.69,1.45,11.54%,9.85%,1.54%,621385
20,"INO",3.68,0.23,11.47%,31.25%,86.43%,-3.29%,679.59%,67.01,3.82,11.37%,11.37%,0.00%,14294477
21,"MKTY",0.74,0.11,39.25%,46.12%,61.03%,-12.48%,931.43%,70.65,1.44,11.08%,-0.41%,11.54%,63574
22,"CNR",1.00,0.08,14.03%,14.58%,3.48%,-60.76%,25.56%,63.60,1.13,10.78%,10.78%,0.00%,38813
23,"TCL",0.60,0.26,-4.14%,-8.78%,-13.86%,-25.96%,11.62%,45.12,7.30,10.27%,0.27%,9.97%,5362022
24,"CLRX",1.45,0.14,5.38%,-1.93%,-9.69%,-48.59%,21.33%,53.91,3.47,10.16%,6.77%,3.17%,66798
25,"GLOW",0.45,0.11,27.32%,33.33%,49.42%,3.78%,195.38%,76.21,1.92,9.71%,12.95%,-2.86%,255425
26,"STV",0.62,0.22,6.79%,24.36%,73.59%,-11.35%,142.96%,63.51,3.28,9.70%,9.33%,0.33%,1491278
27,"SYN",1.71,0.23,22.17%,51.09%,100.42%,7.81%,263.16%,75.56,3.45,9.52%,3.92%,5.40%,5337827
28,"HTBX",,0.48,-3.98%,-10.10%,-25.09%,-55.26%,14.96%,44.88,6.84,9.44%,6.21%,3.04%,52246
29,"GALE",0.76,0.37,-14.65%,-34.81%,-0.56%,-60.36%,86.67%,34.07,3.08,9.22%,6.21%,2.84%,9024492
30,"HZNP",,0.82,25.24%,50.62%,189.08%,8.61%,659.24%,81.12,16.02,9.13%,-11.00%,22.62%,14956017
31,"PTX",1.50,0.33,37.15%,66.73%,68.51%,-10.73%,192.26%,77.80,4.91,8.87%,10.59%,-1.55%,1082714
32,"FALC",1.86,0.09,2.61%,7.03%,21.71%,-42.40%,85.23%,54.37,1.63,8.67%,5.84%,2.67%,727609
33,"MMI",,0.60,9.13%,14.60%,20.84%,0.88%,39.34%,65.85,18.24,8.51%,8.51%,0.00%,74055
34,"SHIP",2.26,0.16,4.86%,10.79%,19.47%,-31.15%,123.75%,56.71,1.79,8.48%,5.29%,3.03%,34000
35,"AERI",,1.92,8.09%,18.13%,39.66%,-12.60%,130.16%,58.18,23.73,8.41%,10.37%,-1.78%,130968
36,"CREG",2.02,0.30,34.97%,43.31%,64.81%,-4.57%,398.86%,74.29,4.39,8.40%,7.07%,1.23%,791214
37,"VCYT",,0.81,12.42%,16.83%,27.06%,-0.32%,69.49%,66.39,18.44,8.34%,-2.95%,11.63%,130836
38,"TEU",,0.11,-4.96%,-10.78%,-27.68%,-47.13%,10.62%,41.95,2.50,8.23%,8.23%,0.00%,308780
39,"DRAM",1.47,0.40,39.50%,56.02%,50.72%,-25.69%,177.11%,76.02,4.60,7.98%,4.55%,3.29%,154123
40,"HDY",2.37,0.51,-55.38%,-61.01%,-51.60%,-70.43%,83.19%,21.15,2.07,7.81%,6.70%,1.04%,565739
41,"PBMD",,0.09,-4.47%,-4.53%,-26.64%,-73.17%,48.54%,43.96,1.22,7.79%,4.10%,3.54%,277110
42,"ADUS",0.02,1.43,-8.43%,-2.74%,1.94%,-23.80%,127.14%,45.07,24.69,7.72%,5.51%,2.09%,233808
