"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"CNET",0.99,0.09,138.82%,161.65%,218.36%,73.81%,434.15%,83.99,2.19,106.60%,97.30%,4.72%,5135214
2,"ANIK",1.81,1.79,41.30%,32.73%,76.16%,16.50%,337.14%,76.24,45.90,33.16%,5.40%,26.34%,6415524
3,"AMRS",1.66,0.32,22.21%,12.01%,49.85%,-25.53%,109.68%,60.53,4.55,26.39%,13.75%,11.11%,2482333
4,"JAKK",0.38,0.22,25.24%,17.35%,5.16%,-40.20%,63.37%,78.24,7.27,23.22%,11.85%,10.17%,3653505
5,"EDGW",0.72,0.34,26.59%,14.61%,26.91%,-4.74%,107.76%,70.89,7.23,20.30%,11.23%,8.15%,86175
6,"PRAN",0.66,1.28,15.58%,38.08%,133.69%,-15.52%,434.62%,60.88,11.23,19.95%,7.85%,11.22%,8360302
7,"EXAM",1.96,0.86,18.34%,18.64%,41.14%,10.41%,159.48%,72.78,35.86,17.19%,0.06%,17.12%,2492606
8,"CJJD",0.79,0.13,15.48%,31.60%,96.94%,-15.08%,259.57%,65.78,1.69,16.55%,11.92%,4.14%,174284
9,"EZCH",0.91,0.77,16.23%,16.57%,10.37%,-11.34%,36.80%,72.81,29.07,16.00%,15.54%,0.40%,662855
10,"BAXS",0.45,0.09,14.66%,25.74%,-4.55%,-41.11%,61.96%,67.83,1.49,14.62%,13.74%,0.77%,1299396
11,"BLDP",1.94,0.18,48.10%,64.07%,95.28%,7.72%,392.65%,81.42,3.35,14.33%,8.06%,5.80%,11869757
12,"AGEN",1.59,0.27,58.68%,68.95%,58.28%,-5.56%,112.50%,87.77,5.10,13.59%,13.84%,-0.22%,3281771
13,"MIDD",1.62,6.55,19.87%,21.83%,44.01%,12.02%,113.14%,82.60,299.48,13.56%,1.86%,11.49%,515903
14,"MVIS",1.66,0.27,55.70%,71.05%,21.84%,-33.24%,126.21%,65.48,2.33,13.11%,6.39%,6.31%,5379838
15,"PLUG",1.01,0.31,29.40%,48.99%,283.41%,-10.00%,3575.00%,68.75,4.41,13.08%,-1.56%,14.87%,48816312
16,"ALN",0.95,0.09,18.71%,34.55%,37.22%,-9.42%,104.92%,66.17,1.25,12.61%,10.62%,1.80%,727549
17,"SYMX",0.16,0.18,30.02%,66.99%,99.75%,-31.73%,183.33%,66.73,1.70,12.58%,12.58%,0.00%,2217567
18,"CRMD",-0.93,0.22,13.55%,37.72%,129.10%,-12.76%,427.08%,68.49,2.53,12.44%,12.44%,0.00%,297585
19,"BITA",,2.13,18.37%,19.69%,82.40%,-3.51%,357.62%,67.71,38.44,11.81%,11.42%,0.35%,1763590
20,"AVNR",1.54,0.23,13.12%,22.22%,2.58%,-28.50%,65.00%,65.42,4.29,11.72%,12.30%,-0.52%,9708083
21,"ANF",1.98,1.00,15.75%,17.44%,0.00%,-26.37%,28.58%,76.85,40.04,11.25%,7.14%,3.83%,10749263
22,"CLRO",0.40,0.28,27.61%,30.53%,36.91%,9.39%,89.87%,86.26,12.00,11.21%,3.45%,7.51%,352544
23,"FMI",,1.75,18.49%,28.66%,25.14%,-13.11%,80.35%,73.44,36.07,11.19%,18.03%,-5.80%,712109
24,"CLWT",1.85,0.39,18.64%,18.12%,57.45%,-14.81%,139.58%,62.85,5.75,10.58%,11.87%,-1.15%,155831
25,"AVID",,0.41,-2.39%,-10.89%,-1.68%,-25.53%,38.54%,45.41,6.65,10.47%,6.57%,3.65%,2031069
26,"GV",1.26,0.08,17.97%,17.81%,16.87%,-57.67%,65.52%,74.80,2.40,10.09%,9.59%,0.46%,760251
27,"WLT",2.43,0.60,2.32%,-14.88%,-20.94%,-65.71%,12.47%,44.76,11.09,9.91%,9.91%,0.00%,10619400
28,"SUNE",2.17,0.72,25.44%,32.07%,80.43%,8.35%,369.87%,78.47,18.56,9.31%,3.98%,5.12%,24960950
29,"TGTX",1.58,0.35,10.30%,30.23%,19.77%,-18.06%,113.80%,67.15,6.35,9.29%,7.45%,1.72%,503476
30,"AMBC",,0.83,26.39%,30.54%,36.38%,9.00%,107.05%,85.69,31.12,9.27%,8.85%,0.39%,3241433
31,"VITC",0.72,0.26,21.68%,18.84%,-8.85%,-28.30%,31.90%,71.35,6.74,9.24%,8.71%,0.49%,312435
32,"RSYS",1.09,0.24,20.30%,38.57%,8.01%,-26.54%,89.11%,70.24,3.82,8.83%,8.83%,0.00%,330502
33,"CNTF",1.41,0.13,17.30%,27.87%,68.86%,0.43%,148.42%,70.63,2.36,8.76%,8.26%,0.46%,1407051
34,"CTRL",,2.20,4.14%,8.32%,18.40%,-30.31%,64.49%,54.25,22.65,8.63%,8.32%,0.29%,1157459
35,"CPS",0.56,1.44,7.84%,17.51%,24.12%,1.88%,76.74%,75.94,61.86,8.55%,8.71%,-0.15%,85330
36,"OXBT",0.44,0.45,10.87%,16.81%,81.64%,-30.77%,467.23%,63.05,6.75,8.17%,6.97%,1.12%,1282818
37,"GIGM",1.15,0.08,13.26%,25.49%,32.33%,-4.26%,45.16%,65.21,1.35,8.00%,3.05%,4.80%,504619
38,"EGT",1.34,0.07,1.82%,-5.22%,-22.95%,-51.56%,13.54%,49.92,1.09,7.92%,2.83%,4.95%,29590
39,"NDLS",,1.34,7.18%,8.57%,-3.95%,-23.90%,23.59%,61.74,39.55,7.91%,7.91%,0.00%,867079
40,"SQM",1.08,0.70,9.75%,11.23%,-6.42%,-47.69%,27.73%,70.13,28.74,7.88%,6.96%,0.86%,2875255
41,"BGMD",,0.11,13.61%,16.16%,27.83%,-39.04%,152.73%,61.24,1.39,7.75%,4.51%,3.10%,2028668
