"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"JNS",2.29,0.27,35.91%,33.65%,36.67%,22.42%,92.79%,81.05,15.89,43.02%,3.52%,38.16%,131739792
2,"CNET",1.21,0.48,160.38%,237.01%,230.89%,-12.56%,544.44%,73.89,3.48,29.37%,31.32%,-1.49%,22937200
3,"ESPR",,0.65,43.83%,47.83%,53.28%,17.75%,111.19%,83.98,23.02,27.68%,26.14%,1.22%,396679
4,"SKY",1.40,0.18,22.31%,-4.83%,-28.16%,-47.92%,40.00%,59.01,3.50,22.81%,26.81%,-3.16%,136632
5,"AGIO",,2.63,36.94%,49.92%,69.87%,18.34%,304.31%,81.76,63.76,19.29%,15.93%,2.90%,4142547
6,"CRRS",0.60,0.16,8.94%,-10.90%,-33.58%,-66.11%,25.58%,51.64,1.62,18.25%,15.71%,2.19%,185745
7,"SSY",1.13,0.12,4.42%,13.29%,14.18%,-51.36%,130.65%,56.02,1.43,17.21%,7.52%,9.02%,77095
8,"RPRX",0.79,1.31,-27.89%,-28.82%,-38.29%,-63.85%,23.88%,36.32,10.48,16.96%,6.72%,9.60%,6102517
9,"CRDS",1.16,0.17,2.92%,-1.72%,6.21%,-26.25%,296.52%,54.48,2.74,16.92%,13.53%,2.99%,245107
10,"DGLY",1.93,2.99,-14.57%,53.78%,130.51%,-47.51%,481.85%,52.47,17.63,16.91%,-1.40%,18.57%,3515635
11,"STV",0.48,0.24,18.26%,5.57%,40.94%,-11.00%,251.17%,63.85,4.45,16.19%,14.10%,1.83%,999416
12,"GTIM",0.05,0.27,32.06%,49.16%,80.29%,11.11%,196.12%,86.18,6.10,15.09%,13.59%,1.32%,349119
13,"NAII",0.61,0.17,8.88%,11.01%,9.32%,-5.98%,35.07%,62.82,5.97,15.03%,3.65%,10.98%,350283
14,"RDUS",,1.47,44.11%,69.18%,81.29%,11.76%,198.12%,84.16,22.24,13.93%,16.87%,-2.51%,160541
15,"TNXP",,0.69,3.60%,7.53%,15.14%,-33.52%,293.24%,58.79,13.96,12.85%,11.24%,1.46%,302897
16,"QTWW",1.17,0.25,-12.82%,-20.14%,-40.05%,-65.42%,34.14%,35.77,3.89,12.75%,12.75%,0.00%,315154
17,"CCRN",1.25,0.42,7.14%,15.30%,11.73%,-21.84%,71.48%,63.15,9.02,12.75%,6.75%,5.62%,425971
18,"IVAN",2.69,0.24,-5.25%,64.41%,173.74%,-43.81%,831.58%,56.12,1.77,12.74%,11.32%,1.27%,321774
19,"NVTL",2.38,0.20,35.48%,61.01%,67.48%,3.18%,136.42%,86.67,3.57,12.62%,10.53%,1.89%,766598
