"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ESI",1.63,0.49,21.78%,-18.32%,-73.48%,-87.84%,52.19%,51.74,5.57,40.30%,21.88%,15.11%,3064746
2,"CALI",1.17,0.21,26.46%,7.11%,-32.07%,-73.29%,196.77%,58.74,1.84,39.39%,35.29%,3.03%,310816
3,"DLHC",0.84,0.16,72.97%,74.43%,69.04%,-2.00%,211.82%,89.54,3.43,38.31%,23.83%,11.69%,220201
4,"IBIO",0.01,0.31,117.87%,191.67%,265.75%,-30.77%,687.50%,65.67,1.89,35.97%,-9.57%,50.36%,28669670
5,"AHPI",-0.39,0.31,36.69%,36.29%,28.35%,-25.64%,81.24%,61.21,2.90,34.25%,23.40%,8.80%,7847784
6,"NLNK",,2.46,39.03%,29.39%,19.80%,-40.41%,99.19%,68.17,31.87,25.28%,20.90%,3.62%,4584505
7,"AT",0.79,0.16,11.67%,-21.30%,-20.48%,-49.42%,28.80%,49.10,2.46,22.39%,24.24%,-1.49%,3083750
8,"AQXP",,0.41,12.97%,5.36%,-17.85%,-48.92%,33.27%,62.31,7.33,22.37%,17.47%,4.17%,67220
9,"MSO",1.59,0.17,20.45%,8.63%,2.77%,-18.18%,103.62%,65.08,4.50,21.62%,5.88%,14.86%,957199
10,"STRP",,1.22,45.92%,83.69%,127.46%,16.10%,292.47%,81.10,20.84,20.46%,19.84%,0.52%,404320
11,"MITK",2.08,0.19,0.11%,-9.68%,-39.04%,-67.65%,27.78%,49.92,2.30,19.79%,21.69%,-1.56%,365773
12,"AMCF",2.14,0.35,-30.03%,-24.21%,-1.78%,-45.21%,104.08%,36.86,2.00,19.76%,21.95%,-1.80%,182989
13,"ACI",2.05,0.20,12.12%,-15.63%,-39.54%,-58.47%,65.19%,52.67,2.23,19.25%,19.89%,-0.53%,22862786
14,"MPO",,0.43,-41.15%,-51.71%,-50.65%,-62.27%,31.63%,22.37,2.83,18.41%,20.43%,-1.67%,2215904
15,"IVAN",2.79,0.15,-19.20%,-10.42%,79.03%,-59.05%,578.95%,40.28,1.29,18.35%,19.44%,-0.92%,513825
16,"VIMC",0.84,1.11,-2.43%,44.59%,128.61%,-22.73%,452.12%,54.96,9.11,18.01%,12.75%,4.66%,1894143
17,"DWCH",0.97,0.52,2.16%,-10.98%,-45.61%,-73.41%,17.73%,48.66,10.29,17.06%,18.69%,-1.37%,123822
18,"CHK",1.25,0.85,-4.26%,-14.17%,-18.38%,-29.96%,24.57%,43.71,20.79,16.99%,6.89%,9.45%,37235972
19,"BONE",2.21,0.31,-7.61%,-15.32%,-36.62%,-71.91%,20.73%,43.03,3.96,16.47%,16.81%,-0.29%,80007
20,"XONE",,1.65,12.82%,-6.42%,-32.70%,-65.99%,49.31%,57.76,23.89,16.42%,17.92%,-1.27%,946454
21,"GDP",2.02,1.43,-16.10%,-34.75%,-44.00%,-63.86%,46.87%,39.72,11.03,16.35%,20.81%,-3.69%,2917752
22,"LXRX",1.96,0.08,0.87%,-7.65%,-17.13%,-49.81%,27.88%,49.99,1.33,15.65%,15.65%,0.00%,1711252
23,"EOX",1.62,0.51,-29.32%,-43.75%,-44.40%,-56.96%,33.78%,25.51,3.96,15.45%,21.85%,-5.25%,5604178
24,"SWSH",0.68,0.33,20.58%,4.29%,-15.30%,-52.00%,35.85%,61.37,3.60,15.38%,14.29%,0.96%,233234
25,"FMSA",,1.24,-9.64%,-9.64%,-9.64%,-28.80%,24.13%,,12.09,15.14%,16.59%,-1.24%,1983432
26,"WLT",2.42,0.30,-5.23%,-50.72%,-71.62%,-89.51%,38.78%,34.72,2.04,14.61%,21.43%,-5.62%,8348611
27,"WPRT",,0.60,-25.13%,-46.03%,-57.73%,-74.20%,21.74%,24.23,6.44,13.98%,14.59%,-0.53%,1941675
28,"ANR",2.40,0.25,-0.50%,-27.66%,-44.87%,-72.41%,44.03%,44.86,2.29,13.93%,17.44%,-2.99%,22761832
29,"EROC",1.11,0.23,-7.74%,-18.69%,-32.51%,-57.83%,19.51%,39.68,3.15,13.90%,15.15%,-1.08%,938813
30,"TNP",1.38,0.28,-4.40%,-13.69%,-16.01%,-30.40%,31.94%,42.96,5.86,13.79%,16.97%,-2.72%,989832
31,"HK",1.04,0.31,-17.55%,-34.37%,-38.10%,-59.07%,28.99%,33.17,3.07,13.70%,18.08%,-3.70%,14982719
32,"USAC",,0.77,-2.66%,-6.28%,-9.96%,-18.33%,18.14%,45.78,23.05,13.66%,13.66%,0.00%,210859
33,"VLCCF",1.17,0.65,-13.76%,-31.40%,-37.57%,-54.82%,25.22%,32.50,7.25,13.64%,15.26%,-1.41%,1362134
34,"GSAT",3.86,0.33,-27.35%,-38.49%,-38.88%,-52.10%,39.10%,30.61,2.17,13.61%,11.28%,2.09%,9087869
35,"EMES",,8.65,-16.18%,-25.82%,2.87%,-40.85%,176.34%,37.31,86.20,13.50%,17.10%,-3.08%,1376811
36,"REN",1.67,0.45,-25.21%,-36.28%,-43.73%,-60.07%,38.17%,28.85,4.38,13.47%,16.18%,-2.33%,2541054
37,"VSLR",,1.63,-7.81%,-7.81%,-7.81%,-36.50%,22.98%,,11.88,13.47%,18.80%,-4.49%,770970
38,"HART",,0.44,-20.41%,-25.18%,-22.50%,-51.14%,190.50%,30.08,5.81,13.26%,13.48%,-0.19%,31330
39,"ENPH",,1.01,-4.18%,-7.13%,32.85%,-28.71%,182.16%,48.80,12.81,13.06%,16.14%,-2.65%,1107237
40,"ENLC",0.93,1.34,-3.85%,-6.39%,-2.03%,-11.66%,87.14%,46.01,37.47,13.00%,13.48%,-0.42%,713779
41,"HYGS",0.14,0.99,-2.57%,-18.67%,-22.19%,-54.17%,47.33%,43.42,16.28,12.82%,14.49%,-1.46%,148954
42,"GLYC",,0.47,-0.90%,-5.79%,-26.86%,-62.40%,18.60%,48.80,7.14,12.80%,15.53%,-2.37%,26366
43,"URRE",3.25,0.16,-27.76%,-38.59%,-42.80%,-60.74%,30.33%,25.51,1.59,12.77%,8.90%,3.55%,274141
44,"ATHX",1.09,0.06,-0.63%,-5.27%,-42.31%,-69.05%,24.07%,49.11,1.34,12.61%,12.61%,0.00%,484898
45,"AAOI",,0.96,-2.94%,-15.03%,-23.07%,-46.09%,51.00%,45.87,15.10,12.60%,15.89%,-2.83%,471025
46,"CSTM",,1.18,-12.64%,-24.54%,-29.96%,-40.05%,17.77%,33.12,19.55,12.55%,12.55%,0.00%,2713765
47,"CALA",,1.00,0.20%,0.20%,0.20%,-25.09%,29.34%,,8.42,12.42%,12.42%,0.00%,96729
48,"RWLK",,4.41,-6.14%,-7.96%,-7.96%,-35.99%,143.30%,,27.98,12.37%,15.43%,-2.65%,388275
49,"EVEP",0.78,1.72,-4.76%,-11.13%,-5.83%,-21.09%,22.21%,42.65,33.12,12.35%,16.17%,-3.29%,736784
50,"NKA",0.85,0.53,-7.35%,-14.46%,-17.53%,-26.85%,19.81%,39.50,11.49,12.32%,14.67%,-2.05%,183399
51,"NSTG",,0.74,-2.41%,-9.80%,-33.16%,-54.32%,31.41%,48.33,10.25,12.27%,14.65%,-2.08%,172034
52,"ISNS",0.86,0.48,-26.79%,-36.02%,-46.47%,-76.86%,21.69%,40.03,2.30,12.20%,13.30%,-0.98%,229884
53,"UEC",1.68,0.06,-1.03%,-12.79%,-21.48%,-47.83%,27.66%,45.25,1.20,12.15%,13.21%,-0.93%,614135
54,"HERO",2.64,0.19,-11.01%,-33.34%,-55.41%,-75.46%,30.28%,37.09,1.85,12.12%,15.62%,-3.03%,7625267
55,"VNOM",,1.22,-12.55%,-28.56%,-33.43%,-45.25%,20.99%,31.66,19.71,12.05%,12.95%,-0.80%,193714
56,"MVO",0.70,0.91,-6.30%,-9.77%,-4.68%,-16.67%,14.05%,41.19,22.81,12.03%,14.80%,-2.41%,128416
57,"RWC",1.58,0.29,-6.33%,-5.22%,20.21%,-22.11%,84.68%,46.52,4.58,11.71%,11.98%,-0.24%,29017
58,"PVA",1.68,0.91,-24.06%,-33.05%,-40.00%,-53.30%,25.93%,31.13,8.50,11.70%,18.88%,-6.04%,6054894
59,"OTIV",0.96,0.34,-14.45%,-17.32%,-18.12%,-56.00%,46.67%,42.19,2.20,11.68%,12.24%,-0.51%,585300
60,"PER",,0.36,-5.43%,-15.90%,-23.72%,-34.21%,14.95%,40.02,8.92,11.64%,12.34%,-0.63%,825074
61,"CBMX",0.12,0.13,19.11%,-8.36%,-37.14%,-66.67%,35.78%,56.12,1.48,11.28%,14.73%,-3.01%,1233361
62,"RTK",2.90,0.11,-6.84%,-20.08%,-23.34%,-41.48%,15.33%,36.94,1.58,11.27%,12.06%,-0.70%,2177761
63,"DQ",3.07,3.35,-0.44%,6.48%,9.47%,-29.62%,84.11%,51.67,40.10,11.20%,11.39%,-0.17%,146350
64,"RRMS",,3.03,-2.27%,-3.52%,17.09%,-12.57%,69.74%,48.82,54.90,11.13%,12.06%,-0.83%,56887
65,"LRE",,0.67,-13.93%,-18.74%,-14.82%,-27.37%,18.67%,31.63,14.49,11.12%,12.67%,-1.38%,377473
66,"TPL",1.14,10.03,-14.78%,-19.88%,0.18%,-37.47%,81.91%,36.43,151.33,11.12%,14.64%,-3.08%,28089
67,"LGCY",1.23,1.26,-15.92%,-22.39%,-19.45%,-31.62%,19.44%,31.35,22.30,11.06%,14.01%,-2.59%,932338
