"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",14181.70,34.61,41.70,-1.23%,753649
2,"AA","Alcoa Inc.","Basic Materials","Aluminum","USA",17575.96,71.90,14.48,0.66%,12054592
3,"AAAP","Advanced Accelerator Application SA","Healthcare","Biotechnology","France",,,,,0
4,"AAC","AAC Holdings, Inc.","Healthcare","Specialized Health Services","USA",676.67,91.71,29.38,-8.47%,87863
5,"AADR","AdvisorShares WCM/BNY MlnFcsd GR ADR ETF","Financial","Exchange Traded Fund","USA",,,38.55,-0.49%,48
6,"AAIT","iShares MSCI All Country Asia Info Tech","Financial","Exchange Traded Fund","USA",,,35.39,-0.76%,180
7,"AAL","American Airlines Group Inc.","Services","Major Airlines","USA",33717.86,12.32,48.53,0.27%,3912529
8,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",445.36,15.48,194.11,-4.55%,606
9,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",82.11,19.90,3.97,-0.32%,2050
10,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",2033.06,26.21,28.18,0.46%,137767
11,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",188.81,18.74,12.57,-1.33%,178284
12,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1210.87,30.04,21.83,-1.80%,29197
13,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",11144.64,22.73,150.16,-1.55%,1254621
14,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",736306.67,17.04,127.09,0.54%,49646655
15,"AAT","American Assets Trust, Inc.","Financial","REIT - Retail","USA",1814.69,115.69,40.48,-2.81%,48639
16,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",69.63,,0.98,-6.67%,330057
17,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",906.48,178.67,5.30,-1.12%,37681
18,"AAVL","Avalanche Biotechnologies, Inc.","Healthcare","Biotechnology","USA",942.43,,36.03,-5.03%,196410
19,"AAWW","Atlas Air Worldwide Holdings, Inc.","Services","Air Services, Other","USA",1148.70,10.89,46.23,-0.15%,74096
20,"AAXJ","iShares MSCI All Country Asia ex Japan","Financial","Exchange Traded Fund","USA",,,62.42,-1.10%,776779
21,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2879.72,15.37,28.47,-0.38%,138908
22,"ABAC","Aoxin Tianli Group, Inc.","Consumer Goods","Farm Products","China",51.05,77.00,1.53,-0.66%,972
23,"ABAX","Abaxis, Inc.","Healthcare","Medical Laboratories & Research","USA",1400.86,71.44,62.38,0.37%,89886
24,"ABB","ABB Ltd.","Industrial Goods","Diversified Machinery","Switzerland",48891.78,18.79,20.76,-1.38%,793425
25,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",90628.59,51.69,55.81,-1.85%,13135055
26,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",22759.34,1295.50,102.24,-1.35%,752630
27,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",720.90,17.66,25.48,-0.47%,41098
28,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",127.54,,3.03,6.69%,72708
29,"ABCO","The Advisory Board Company","Services","Business Services","USA",2303.94,316.06,52.95,-1.45%,117794
30,"ABCW","Anchor BanCorp Wisconsin Inc.","Financial","Savings & Loans","USA",315.88,21.14,34.13,0.92%,1349
31,"ABDC","Alcentra Capital Corp.","Financial","Asset Management","USA",,,13.50,-0.52%,22670
32,"ABEV","Ambev S.A.","Consumer Goods","Beverages - Brewers","Brazil",96398.00,22.74,5.97,-2.85%,6799693
33,"ABG","Asbury Automotive Group, Inc.","Services","Auto Dealerships","USA",2164.64,21.24,77.10,-1.91%,243138
34,"ABGB","Abengoa SA","Industrial Goods","Industrial Electrical Equipment","Spain",27792.00,217.13,17.46,0.52%,59411
35,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",15.90,,0.82,9.06%,975268
36,"ABM","ABM Industries Incorporated","Services","Business Services","USA",1665.52,22.58,29.43,-1.23%,80589
37,"ABMD","ABIOMED, Inc.","Healthcare","Medical Appliances & Equipment","USA",2523.33,142.74,61.26,-0.20%,137846
38,"ABR","Arbor Realty Trust Inc.","Financial","REIT - Diversified","USA",363.89,4.24,7.05,-2.22%,54789
39,"ABT","Abbott Laboratories","Healthcare","Medical Appliances & Equipment","USA",71434.68,41.98,46.86,-1.22%,3956897
40,"ABTL","Autobytel Inc.","Technology","Internet Information Providers","USA",131.16,4.42,14.49,-1.90%,90074
41,"ABX","Barrick Gold Corporation","Basic Materials","Gold","Canada",14177.46,,11.36,-6.77%,12674775
42,"ABY","Abengoa Yield plc","Utilities","Electric Utilities","United Kingdom",2718.91,,33.08,-0.99%,166299
43,"ACAD","ACADIA Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",3932.67,,38.96,-0.77%,654517
44,"ACAS","American Capital, Ltd.","Financial","Asset Management","USA",4022.18,19.83,14.84,-1.53%,1513526
45,"ACAT","Arctic Cat Inc.","Consumer Goods","Recreational Vehicles","USA",489.90,19.91,36.72,-2.93%,45941
46,"ACC","American Campus Communities, Inc.","Financial","REIT - Residential","USA",4606.52,72.04,39.96,-2.68%,747259
47,"ACCO","ACCO Brands Corporation","Consumer Goods","Office Supplies","USA",846.88,9.56,7.55,0.00%,276433
48,"ACE","ACE Limited","Financial","Property & Casualty Insurance","Switzerland",37549.65,11.73,112.07,-0.99%,601664
49,"ACET","Aceto Corp.","Basic Materials","Chemicals - Major Diversified","USA",616.55,27.51,21.26,0.38%,83193
50,"ACFC","Atlantic Coast Financial Corporation","Financial","Regional - Southeast Banks","USA",62.66,44.89,4.03,-0.25%,5301
51,"ACFN","Acorn Energy, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",18.04,,0.63,-7.35%,22204
52,"ACG","AllianceBernstein Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",1836.40,14.82,7.46,-1.32%,737069
53,"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",7734.98,10.78,59.79,-0.20%,214257
54,"ACH","Aluminum Corporation Of China Limited","Basic Materials","Aluminum","China",9811.73,,12.19,5.27%,94647
55,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",4409.46,44.84,66.71,-0.15%,199727
56,"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1233.63,,11.35,3.28%,2940894
57,"ACI","Arch Coal Inc.","Basic Materials","Industrial Metals & Minerals","USA",237.76,,1.11,-1.34%,2130520
58,"ACIM","SPDR MSCI ACWI IMI ETF","Financial","Exchange Traded Fund","USA",,,66.46,0.48%,71
59,"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",2334.98,33.03,20.05,-0.50%,134538
60,"ACLS","Axcelis Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",315.59,,2.77,-1.07%,254172
61,"ACM","AECOM","Services","Technical Services","USA",4571.11,28.82,29.33,-0.24%,1149404
62,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",61167.23,20.64,90.87,-1.28%,2156133
63,"ACNB","ACNB Corp.","Financial","Regional - Southwest  Banks","USA",122.00,12.08,20.28,-0.10%,120
64,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1480.83,86.10,34.90,-1.13%,181384
65,"ACPW","Active Power Inc.","Industrial Goods","Diversified Machinery","USA",57.47,,2.47,-0.71%,113662
66,"ACRE","Ares Commercial Real Estate Corporation","Financial","REIT - Diversified","USA",339.60,18.84,11.76,-0.93%,75326
67,"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Medical Appliances & Equipment","USA",396.44,,8.82,-2.11%,296614
68,"ACSF","American Capital Senior Floating, Ltd.","Financial","Asset Management","USA",,,13.35,-0.30%,18686
69,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",53.13,,0.52,4.10%,96671
70,"ACT","Actavis plc","Healthcare","Drugs - Generic","USA",82657.02,,291.42,-1.45%,1482570
71,"ACTA","Actua Corporation","Technology","Application Software","USA",628.18,,15.35,-0.84%,55763
72,"ACTG","Acacia Research Corporation","Services","Business Services","USA",597.43,,11.55,-3.10%,270968
