"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"IGC",3.75,0.14,145.85%,151.32%,115.05%,-21.57%,227.87%,85.21,2.00,60.00%,47.06%,8.80%,20680648
2,"MY",2.69,0.18,44.33%,28.98%,45.12%,-16.36%,145.27%,72.69,3.63,36.47%,19.02%,14.66%,8182159
3,"NEWL",,2.72,13.14%,-90.68%,-99.58%,-99.94%,1057.89%,21.97,4.40,32.93%,-7.17%,43.20%,35515048
4,"TSL",2.62,0.70,20.61%,5.85%,0.17%,-27.76%,171.20%,62.68,13.56,30.89%,17.81%,11.10%,19380156
5,"RMGN",,0.27,-43.30%,-64.49%,-74.95%,-88.21%,65.17%,25.02,1.47,27.83%,25.64%,1.74%,872990
6,"REDF",4.23,0.08,29.71%,28.28%,20.18%,-22.29%,35.32%,85.92,2.72,23.64%,24.77%,-0.91%,2788043
7,"QIWI",,1.75,35.70%,29.14%,9.51%,-28.90%,199.68%,77.89,42.12,20.65%,13.87%,5.96%,2204321
8,"MMYT",1.40,1.26,20.96%,8.22%,30.47%,-15.61%,100.72%,65.52,25.09,19.99%,9.09%,10.00%,440454
9,"EZPW",1.14,0.36,16.09%,11.73%,-5.92%,-37.28%,35.03%,69.14,12.45,19.02%,19.14%,-0.10%,1345213
10,"LEJU",,0.98,20.11%,17.96%,17.96%,-2.77%,57.80%,,12.64,17.47%,16.28%,1.02%,817624
11,"OESX",,0.38,-1.06%,-15.63%,-8.49%,-39.95%,143.50%,46.44,4.87,15.95%,14.32%,1.43%,314889
12,"CTRN",0.47,0.63,15.56%,17.90%,20.17%,7.10%,63.17%,70.43,19.76,15.29%,6.81%,7.93%,376513
13,"CSUN",2.40,0.28,9.03%,-17.05%,-32.35%,-66.54%,97.11%,50.83,3.41,14.81%,6.56%,7.74%,466477
14,"SIFY",3.39,0.08,14.21%,9.70%,10.87%,-23.16%,41.29%,68.11,2.19,14.66%,13.47%,1.05%,3262170
15,"HMNY",0.70,0.19,0.24%,-12.16%,-28.37%,-56.00%,18.05%,47.29,4.12,14.13%,4.57%,9.14%,35551
16,"CMRX",,1.31,-7.60%,-22.34%,-11.40%,-41.50%,25.00%,39.87,16.20,13.92%,10.58%,3.02%,4424903
17,"PHH",1.10,0.55,4.01%,-1.57%,-0.61%,-12.35%,26.35%,55.35,23.78,12.38%,11.80%,0.52%,9517045
18,"LTM",1.33,1.22,12.74%,11.93%,13.34%,-4.64%,35.24%,71.59,54.30,12.12%,11.84%,0.25%,5428796
19,"PMFG",1.48,0.29,-8.54%,-18.66%,-34.61%,-49.95%,12.41%,39.16,4.62,11.86%,10.53%,1.21%,242311
20,"SOL",3.36,0.18,-3.58%,-18.19%,-34.53%,-57.17%,41.99%,42.92,2.57,11.74%,5.76%,5.65%,3291300
21,"IMMY",-1.26,0.56,-4.59%,-9.67%,7.55%,-37.20%,108.64%,47.87,6.28,10.76%,12.14%,-1.23%,79440
22,"ESCR",1.38,0.17,-2.74%,-2.00%,0.13%,-41.72%,38.95%,50.36,2.64,10.46%,9.09%,1.26%,17851
23,"JKS",3.86,1.75,-7.41%,-13.04%,-6.35%,-34.97%,240.69%,44.05,24.70,10.42%,7.07%,3.13%,3396211
24,"LO",0.45,1.31,9.04%,14.48%,27.63%,4.05%,56.23%,70.85,62.63,10.40%,10.07%,0.30%,6467071
25,"CVTI",1.19,0.47,8.90%,6.01%,33.09%,-11.80%,111.31%,61.53,10.84,10.27%,8.84%,1.32%,88487
26,"YGE",2.11,0.23,-3.18%,-23.50%,-41.83%,-64.20%,18.49%,43.26,3.14,10.18%,3.97%,5.96%,9379043
27,"ERB",0.58,0.13,6.38%,-19.05%,-18.94%,-60.05%,135.71%,46.94,1.65,10.00%,-4.07%,14.67%,131280
28,"KONE",-1.80,0.43,17.72%,-10.51%,5.47%,-72.04%,170.52%,53.89,4.68,9.60%,9.60%,0.00%,25694
29,"TIF",1.81,1.74,9.06%,9.17%,14.01%,1.87%,37.81%,69.51,96.30,9.15%,0.55%,8.55%,5857273
30,"SPRO",0.07,0.25,-8.93%,2.54%,22.31%,-27.63%,97.84%,48.82,2.75,9.13%,10.00%,-0.79%,13450
31,"NVEE",,0.29,1.93%,5.72%,15.66%,-13.72%,40.14%,56.54,9.81,9.00%,9.24%,-0.22%,13300
32,"PNTR",0.61,0.42,21.61%,14.27%,27.49%,-24.89%,225.57%,69.07,9.93,8.64%,7.12%,1.42%,146317
33,"FFHL",1.90,0.09,-7.66%,-10.36%,-3.92%,-68.50%,38.46%,47.16,1.26,8.62%,8.62%,0.00%,13100
34,"EVDY",,0.80,12.72%,12.07%,12.07%,-1.88%,32.35%,,15.67,8.59%,8.59%,0.00%,341083
35,"PVA",1.59,0.91,-0.45%,-0.77%,46.59%,-12.31%,260.27%,50.92,15.96,8.13%,7.77%,0.34%,3383723
36,"ATNM",,0.92,4.18%,5.01%,65.16%,-25.13%,274.33%,57.80,11.23,7.98%,10.10%,-1.92%,65399
37,"CGG",2.59,0.42,-10.78%,-11.97%,-28.05%,-47.41%,8.20%,38.22,13.72,7.95%,2.01%,5.82%,19371
38,"EJ",2.25,0.63,13.39%,-7.13%,-5.21%,-41.15%,158.41%,55.15,9.95,7.92%,7.22%,0.65%,4557270
39,"BYFC",1.85,0.03,9.78%,14.24%,22.65%,-8.67%,163.46%,71.46,1.37,7.87%,7.03%,0.79%,10000
40,"AVNW",1.55,0.07,-13.18%,-24.64%,-45.54%,-62.29%,13.13%,35.47,1.12,7.69%,7.69%,0.00%,3475803
41,"TROX",3.03,0.71,8.39%,7.96%,14.97%,-0.21%,43.59%,65.95,26.13,7.62%,7.58%,0.04%,2667761
42,"FST",1.24,0.12,11.71%,17.94%,-39.32%,-65.82%,35.71%,64.17,2.28,7.55%,7.55%,0.00%,4869872
43,"ZHNE",3.32,0.27,6.76%,-20.20%,-26.63%,-56.80%,271.43%,47.70,2.86,7.52%,5.93%,1.50%,418695
44,"NDRO",,0.19,4.27%,1.20%,-1.72%,-17.49%,12.28%,62.70,12.49,7.49%,6.57%,0.86%,320841
45,"DWCH",0.88,1.14,0.61%,-34.03%,-52.79%,-66.15%,11.39%,35.86,13.10,7.38%,5.99%,1.31%,203684
