"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"MNKD",1.47,0.39,25.34%,23.75%,19.47%,-19.66%,106.19%,63.79,6.99,73.88%,-9.92%,93.03%,96953240
2,"ABTL",1.75,0.93,12.18%,0.22%,48.06%,-19.82%,273.51%,59.80,15.09,25.44%,17.61%,6.65%,1117111
3,"ISR",0.17,0.38,85.49%,175.38%,333.57%,-17.24%,609.09%,72.17,3.12,18.63%,12.23%,5.70%,25683918
4,"VISN",2.70,2.04,9.67%,-0.06%,110.73%,-34.49%,1258.76%,57.06,24.05,17.95%,9.32%,7.90%,394661
5,"SGOC",-0.71,0.23,10.07%,12.40%,26.50%,-52.22%,468.57%,63.51,3.98,15.70%,12.75%,2.62%,703100
6,"MGN",2.21,0.14,-6.96%,10.27%,65.93%,-30.56%,160.42%,51.53,1.25,14.68%,13.64%,0.92%,298177
7,"XPL",1.69,0.10,5.89%,18.00%,49.90%,-10.18%,97.37%,61.10,1.50,14.50%,14.50%,0.00%,130618
8,"ROX",0.81,0.12,13.02%,42.41%,94.04%,-10.97%,411.11%,66.34,1.38,14.05%,14.05%,0.00%,4619901
9,"UQM",2.35,0.28,13.43%,37.48%,68.15%,-15.07%,330.88%,64.21,2.93,13.57%,14.01%,-0.39%,898863
10,"XLRN",,2.75,-9.32%,-14.80%,14.04%,-33.79%,128.43%,41.81,38.33,13.17%,0.87%,12.19%,967569
11,"AFOP",1.44,0.75,19.70%,22.47%,6.54%,-29.61%,161.33%,67.29,16.68,12.55%,-0.71%,13.36%,1452753
12,"RNN",1.24,0.11,1.75%,8.83%,99.13%,-15.79%,357.14%,54.21,1.28,12.28%,6.67%,5.26%,9621265
13,"SPPR",2.22,0.22,13.06%,6.96%,-54.21%,-77.46%,48.80%,58.22,2.13,11.99%,9.12%,2.63%,64529
14,"RDNT",1.93,0.16,15.76%,43.10%,38.27%,-3.88%,114.67%,78.02,3.22,11.81%,11.42%,0.35%,1356840
15,"CANF",,0.25,3.45%,3.13%,7.61%,-38.90%,75.15%,57.51,5.78,11.80%,0.17%,11.61%,94360
16,"MYGN",0.59,1.69,11.10%,18.80%,39.31%,0.08%,95.70%,66.54,39.18,11.47%,-0.99%,12.57%,7430134
17,"STV",0.61,0.18,16.70%,22.86%,77.21%,-5.95%,157.78%,68.59,3.48,11.18%,7.08%,3.83%,1903036
18,"SNBC",1.59,0.11,13.62%,15.57%,12.09%,-3.00%,33.79%,71.31,3.88,11.17%,7.78%,3.15%,447137
19,"ZBB",2.43,0.40,-19.49%,29.87%,79.22%,-60.00%,375.00%,49.41,1.90,11.11%,9.20%,1.75%,3047185
20,"ATTU",0.57,0.52,1.23%,1.69%,25.11%,-10.17%,143.89%,55.82,10.78,11.02%,11.83%,-0.72%,387914
21,"GPL",1.64,0.08,-2.14%,4.38%,24.39%,-18.84%,72.31%,52.90,1.12,10.89%,9.80%,0.99%,869629
22,"KWK",2.02,0.18,5.79%,-6.77%,17.56%,-22.89%,96.53%,52.75,2.83,10.55%,10.98%,-0.39%,3748007
23,"MVG",1.37,0.43,-0.38%,5.16%,24.71%,-15.33%,59.96%,53.75,7.79,10.50%,5.99%,4.26%,89661
24,"IOT",1.08,0.26,22.72%,22.94%,46.78%,-7.03%,134.50%,73.57,7.41,10.11%,9.29%,0.74%,34013
25,"OTEL",,0.17,2.70%,-7.17%,-26.99%,-64.21%,276.76%,48.74,5.35,10.08%,11.23%,-1.03%,28346
26,"ASM",1.39,0.16,-12.35%,-14.25%,23.87%,-41.37%,134.51%,42.42,1.66,9.54%,6.05%,3.29%,148650
27,"AMBT",0.54,0.11,-7.55%,-25.82%,-39.49%,-65.30%,14.28%,36.23,1.44,9.08%,9.08%,0.00%,62009
28,"ZLCS",1.49,0.07,1.40%,-7.30%,-51.73%,-83.82%,52.27%,51.09,1.34,8.94%,9.84%,-0.81%,426102
29,"VMEM",,0.32,0.40%,10.31%,-5.33%,-43.36%,80.80%,54.05,4.52,8.92%,8.92%,0.00%,983992
30,"RTRX",,1.62,21.96%,46.66%,162.81%,6.96%,419.11%,73.83,23.36,8.85%,8.65%,0.19%,1275385
31,"BPTH",1.08,0.23,-23.06%,-35.77%,9.99%,-53.14%,515.00%,27.66,2.46,8.85%,6.96%,1.77%,202353
32,"PAM",1.23,0.31,25.21%,32.98%,34.44%,-9.52%,120.00%,81.08,6.27,8.67%,5.91%,2.60%,376269
33,"BLDP",1.87,0.76,-1.82%,39.14%,129.43%,-41.89%,540.79%,55.12,4.87,8.46%,6.56%,1.78%,26150370
34,"DDE",1.15,0.06,-0.63%,1.20%,5.06%,-25.24%,28.69%,51.05,1.57,8.28%,6.08%,2.07%,45132
35,"PRSC",1.44,1.93,43.73%,51.20%,49.40%,6.50%,147.89%,83.71,41.10,8.16%,8.16%,0.00%,1177176
