"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"AMCF",2.01,0.06,56.62%,51.84%,55.94%,-2.18%,348.33%,86.98,2.69,53.71%,-3.93%,60.00%,2170862
2,"MNST",0.18,1.66,39.94%,36.06%,39.24%,23.61%,82.78%,86.72,93.49,30.48%,0.97%,29.23%,18336996
3,"EDMC",2.72,0.15,13.68%,-3.25%,-73.48%,-90.85%,38.39%,54.69,1.55,22.05%,6.90%,14.17%,622919
4,"DYNT",1.06,0.18,14.84%,20.62%,26.70%,-15.80%,71.17%,65.51,4.69,19.95%,17.84%,1.79%,110352
5,"AGRX",,0.39,13.55%,0.27%,3.43%,-41.35%,45.74%,58.29,7.36,18.33%,-7.42%,27.81%,119442
6,"UBIC",,2.75,7.33%,35.04%,151.30%,-30.36%,451.54%,57.23,23.33,16.59%,15.95%,0.55%,22895
7,"ACTS",0.61,0.07,16.67%,12.85%,2.49%,-18.33%,55.06%,77.34,2.45,15.57%,3.81%,11.32%,334644
8,"BSQR",1.85,0.14,20.07%,15.01%,11.29%,-5.41%,42.80%,72.26,3.67,15.05%,6.38%,8.15%,154265
9,"CGA",0.76,0.08,12.01%,5.75%,-23.66%,-55.10%,20.53%,61.93,2.29,13.93%,12.25%,1.49%,483803
10,"CVV",1.47,0.38,6.80%,11.94%,5.85%,-17.82%,48.63%,64.73,14.13,11.82%,11.82%,0.00%,73992
11,"RCON",2.47,0.25,10.69%,9.88%,3.83%,-43.00%,160.57%,62.46,4.56,11.76%,14.00%,-1.96%,387438
12,"CTHR",1.57,0.08,16.39%,8.44%,-33.97%,-72.54%,34.71%,68.27,2.29,11.71%,10.10%,1.46%,456809
13,"BDR",0.22,0.08,62.39%,63.36%,64.19%,0.00%,106.67%,89.46,1.55,11.51%,-3.13%,15.11%,1884932
14,"CDXS",1.50,0.15,15.86%,36.95%,40.60%,-10.94%,90.32%,69.82,2.36,11.32%,6.79%,4.25%,388639
