"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"BLUE",,1.62,43.17%,57.59%,51.37%,-4.94%,102.35%,82.39,34.46,32.08%,-16.96%,59.06%,5519561
2,"REDF",4.24,0.28,37.62%,56.62%,58.40%,8.06%,80.10%,73.32,3.62,22.71%,24.40%,-1.36%,2501312
3,"FIO",,0.36,35.65%,29.88%,8.48%,-27.13%,46.20%,82.25,11.36,22.41%,-0.70%,23.28%,53516212
4,"NFEC",1.21,0.24,82.60%,100.47%,56.61%,-11.81%,361.82%,82.14,2.54,21.53%,20.95%,0.48%,616530
5,"FNJN",0.06,0.42,3.77%,-6.90%,-27.95%,-67.67%,34.72%,52.63,4.85,21.25%,21.25%,0.00%,44562
6,"ACHN",1.82,0.58,110.19%,144.74%,115.79%,-7.89%,246.02%,78.40,7.82,20.87%,6.68%,13.29%,35036408
7,"COV",0.97,0.72,19.91%,21.28%,28.86%,17.55%,66.62%,87.22,86.75,20.45%,-6.06%,28.23%,68068416
8,"WMB",1.22,0.57,20.46%,28.22%,44.81%,17.77%,86.51%,92.92,56.02,18.74%,2.28%,16.09%,36821544
9,"AVEO",0.84,0.08,26.01%,14.04%,-20.24%,-48.34%,40.00%,67.91,1.40,17.65%,18.64%,-0.84%,2923615
10,"INS",0.34,0.13,15.80%,11.41%,-2.37%,-38.06%,66.00%,60.92,1.66,16.08%,19.42%,-2.80%,144993
11,"TBPH",,1.82,39.18%,39.18%,39.18%,15.52%,123.05%,,32.90,15.85%,15.48%,0.32%,884043
12,"CLDN",,0.75,39.21%,25.01%,24.23%,-24.24%,74.50%,72.50,13.00,15.76%,16.59%,-0.71%,214015
13,"EGLT",,1.11,6.12%,13.42%,5.01%,-30.28%,45.07%,57.56,13.84,15.62%,16.11%,-0.42%,31600
14,"NWBO",2.76,0.53,45.93%,45.90%,75.49%,-17.11%,184.52%,79.51,8.82,15.14%,13.66%,1.31%,5385549
15,"DYSL",0.94,0.10,15.46%,17.26%,45.17%,-19.64%,210.34%,66.59,1.80,14.65%,9.09%,5.10%,280772
