"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"AVNR",1.09,0.27,42.69%,30.31%,19.98%,-17.00%,90.08%,71.07,4.98,45.61%,47.34%,-1.17%,14175138
2,"ISR",-0.53,0.32,-6.17%,32.46%,164.21%,-36.07%,447.73%,54.52,2.41,29.57%,8.56%,19.35%,21619112
3,"FXEN",2.18,0.29,41.87%,49.61%,59.75%,-8.58%,100.35%,75.42,5.65,21.51%,15.07%,5.59%,4925349
4,"ZA",,0.12,7.87%,3.16%,-2.07%,-43.37%,23.49%,60.57,2.05,19.88%,9.63%,9.36%,729441
5,"UBIC",,0.78,15.95%,42.13%,55.42%,-18.48%,143.97%,61.41,10.32,19.58%,4.24%,14.72%,16371
6,"HMNY",0.63,0.19,-7.15%,-14.93%,-24.32%,-53.44%,37.93%,41.84,4.36,17.52%,21.11%,-2.96%,11498
7,"POM",0.36,0.44,26.12%,30.18%,39.93%,15.10%,52.47%,88.24,26.76,17.42%,-0.41%,17.90%,74228504
8,"STRP",,0.31,6.45%,-4.67%,4.30%,-24.73%,56.60%,54.87,7.00,16.67%,11.11%,5.00%,195470
9,"LOGM",0.65,1.81,9.86%,6.08%,32.25%,-4.46%,110.71%,62.22,45.45,16.18%,2.07%,13.83%,1615865
10,"LVLT",1.27,0.99,12.28%,12.93%,40.32%,4.39%,120.78%,70.30,43.03,15.95%,6.40%,8.97%,6958199
11,"ADMS",,1.29,27.43%,27.43%,27.43%,7.02%,53.49%,,18.45,15.31%,15.31%,0.00%,148368
12,"XXII",,0.38,-1.36%,-24.80%,32.85%,-57.70%,484.78%,47.22,2.69,14.47%,14.47%,0.00%,634453
13,"ENR",1.01,1.36,13.66%,15.10%,12.41%,-0.79%,24.52%,82.47,111.69,14.31%,-2.82%,17.62%,5138173
14,"ATV",-0.13,0.13,24.88%,21.73%,7.66%,-22.78%,51.52%,65.97,2.00,14.29%,16.96%,-2.29%,61014
15,"AZPN",0.71,1.35,7.51%,-1.17%,10.56%,-11.16%,61.92%,58.25,42.99,13.88%,4.27%,9.22%,4005915
16,"INOD",0.90,0.12,18.83%,10.50%,24.09%,-3.71%,52.49%,69.18,3.37,13.85%,13.09%,0.68%,68899
17,"HURN",0.74,1.87,16.17%,11.06%,21.91%,1.12%,76.15%,77.23,71.20,13.79%,7.12%,6.23%,764458
18,"VIMC",1.61,0.33,-4.45%,-4.25%,50.63%,-32.43%,218.18%,46.85,3.50,13.27%,12.90%,0.32%,338047
19,"STRL",0.89,0.24,2.72%,-11.76%,-22.62%,-37.91%,14.29%,49.50,7.68,12.94%,7.56%,5.00%,300478
20,"BWEN",2.30,0.86,11.13%,24.20%,62.33%,-3.64%,241.52%,64.33,13.49,11.95%,13.08%,-1.00%,475721
21,"GSOL",1.60,0.26,5.21%,13.51%,19.69%,-3.16%,60.18%,65.81,8.89,10.99%,5.21%,5.49%,238447
22,"NQ",,1.44,-13.78%,-28.51%,-24.55%,-52.28%,75.32%,37.46,12.36,10.75%,2.40%,8.15%,5463560
23,"IMMR",1.50,0.51,6.05%,4.32%,-6.91%,-32.22%,17.03%,57.30,11.34,10.53%,9.67%,0.78%,598297
24,"KFRC",1.75,0.65,9.59%,8.61%,22.01%,2.81%,90.87%,68.68,23.12,9.94%,8.39%,1.43%,916307
