"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"NTWK",1.69,0.19,12.68%,3.92%,-14.18%,-67.93%,44.78%,57.85,3.88,40.07%,22.78%,14.08%,1800076
2,"NRX",,0.29,16.56%,1.67%,-25.06%,-60.38%,30.05%,60.28,5.15,28.11%,27.79%,0.25%,66888
3,"GALT",1.51,0.84,19.14%,-39.37%,-46.64%,-67.77%,43.93%,44.56,6.16,22.71%,20.31%,1.99%,1929747
4,"ISNS",0.62,0.28,74.21%,38.79%,-9.47%,-45.60%,94.29%,82.38,4.08,20.00%,-8.31%,30.88%,19099546
5,"VIMC",1.34,0.19,31.23%,37.75%,38.88%,-19.88%,237.40%,76.41,4.15,18.57%,5.33%,12.57%,693689
6,"TROV",-0.73,0.31,44.85%,50.44%,6.41%,-42.67%,76.43%,79.75,5.24,14.41%,12.69%,1.53%,346953
7,"CLUB",1.97,0.22,21.69%,-4.93%,-38.18%,-63.03%,32.42%,60.88,5.31,13.22%,9.48%,3.41%,648722
8,"EXPR",1.36,0.41,11.32%,4.49%,-3.14%,-34.33%,39.41%,63.52,16.45,12.75%,-0.90%,13.78%,6440795
9,"TSU",1.10,0.71,12.02%,4.73%,9.09%,-7.80%,54.15%,65.58,28.14,10.83%,5.20%,5.36%,4369960
10,"REX",1.21,4.24,9.11%,18.38%,70.36%,-2.30%,276.59%,62.43,100.55,10.80%,2.34%,8.26%,670984
11,"FOLD",1.54,0.38,46.72%,69.06%,148.39%,8.92%,286.44%,86.89,6.84,10.32%,10.32%,0.00%,6729066
12,"HPJ",2.59,0.36,33.25%,35.56%,61.33%,-16.69%,460.00%,80.92,6.44,10.27%,-1.83%,12.33%,1943761
13,"SNSS",2.37,0.41,17.71%,24.99%,45.92%,4.84%,114.32%,68.07,8.23,9.88%,8.15%,1.60%,5181983
14,"DAIO",0.34,0.11,8.96%,11.50%,19.55%,-5.46%,52.31%,63.88,3.29,9.67%,7.17%,2.33%,67624
15,"VIEW",1.80,0.08,-1.48%,-4.99%,-14.95%,-26.48%,16.25%,49.74,1.86,9.41%,7.51%,1.76%,29103
16,"KWK",1.46,0.14,-6.88%,-34.85%,-50.95%,-64.58%,26.21%,36.60,1.30,9.24%,5.69%,3.36%,7425459
17,"NEWT",0.43,0.11,13.51%,9.17%,2.26%,-17.20%,25.66%,70.65,2.84,9.23%,7.98%,1.15%,150984
18,"ANET",,3.01,15.98%,20.80%,22.08%,3.27%,51.20%,73.00,83.16,9.18%,9.44%,-0.24%,723432
19,"BAGR",-1.29,0.18,7.13%,3.09%,-3.74%,-44.20%,20.28%,59.60,4.72,9.14%,9.14%,0.00%,65987
20,"AQXP",,0.30,-1.11%,-13.78%,-25.56%,-50.73%,13.67%,43.35,7.07,9.10%,9.61%,-0.46%,68315
21,"EBR",,0.09,21.55%,22.02%,35.18%,1.97%,96.06%,77.87,3.63,9.01%,6.76%,2.10%,1088043
22,"SMIT",0.14,0.11,8.77%,8.91%,11.80%,-13.14%,26.67%,63.99,3.04,8.96%,12.18%,-2.87%,44069
23,"ARO",1.85,0.23,21.02%,23.03%,-28.02%,-61.05%,34.19%,66.74,4.16,8.90%,5.05%,3.66%,8961369
24,"EFUT",0.58,0.17,14.45%,10.40%,4.93%,-30.61%,57.69%,64.65,4.92,8.85%,8.85%,0.00%,64844
25,"AAOI",,0.85,12.83%,1.06%,11.53%,-24.31%,133.74%,60.68,21.20,8.27%,8.27%,0.00%,668749
26,"ESSX",1.55,0.17,12.28%,11.80%,-6.15%,-36.88%,31.53%,64.74,2.67,8.10%,10.33%,-2.02%,49478
27,"ALTV",0.43,0.45,24.60%,14.53%,-1.71%,-21.81%,41.49%,70.46,7.43,7.97%,4.62%,3.20%,163661
28,"BSPM",2.56,0.15,30.28%,39.65%,11.30%,-41.26%,192.86%,69.57,2.05,7.89%,7.33%,0.53%,510981
29,"VRNS",,1.17,6.01%,-4.88%,-20.21%,-61.04%,15.20%,51.72,22.13,7.79%,7.53%,0.24%,459250
30,"SQNS",0.88,0.11,13.29%,16.17%,-5.25%,-40.59%,42.25%,69.40,2.02,7.45%,5.21%,2.13%,369291
31,"BIOC",,0.28,-9.73%,-22.51%,-31.54%,-58.08%,15.38%,36.28,4.20,7.42%,4.48%,2.81%,11117
32,"ISLE",1.74,0.27,8.65%,-0.15%,1.90%,-25.07%,26.81%,59.56,8.04,7.34%,7.49%,-0.13%,448320
33,"GMAN",1.46,0.16,14.30%,4.94%,-31.61%,-66.04%,29.41%,65.06,3.96,7.32%,6.45%,0.81%,179759
