"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"OBCI",1.14,0.30,30.79%,38.64%,49.80%,-8.25%,105.93%,70.43,4.45,22.93%,22.93%,0.00%,230224
2,"UNIS",1.08,0.22,30.29%,30.92%,-7.01%,-45.86%,57.00%,70.15,3.14,19.85%,11.35%,7.63%,8555686
3,"LAKE",-0.33,0.84,52.27%,73.99%,72.97%,8.19%,144.63%,81.11,11.62,15.85%,17.85%,-1.69%,10360264
4,"TRX",1.50,0.17,-3.48%,-9.07%,-6.51%,-27.40%,25.15%,46.95,2.04,15.25%,15.25%,0.00%,387324
5,"BTG",,0.11,6.65%,-6.26%,-14.11%,-33.33%,20.65%,52.24,2.22,14.43%,11.56%,2.58%,5405493
6,"PCO",1.61,0.06,6.23%,-2.33%,-10.33%,-38.46%,25.22%,54.80,1.44,14.29%,14.29%,0.00%,485635
7,"VNET",1.13,2.09,14.52%,-11.82%,-15.69%,-33.40%,51.37%,52.64,21.54,14.03%,14.70%,-0.58%,3570791
8,"RDUS",,1.82,31.65%,58.97%,79.01%,-4.00%,212.47%,73.90,23.31,13.87%,14.10%,-0.20%,142982
9,"AGI",,0.30,7.08%,-1.01%,-7.63%,-45.79%,14.34%,56.28,8.77,13.60%,12.01%,1.42%,836930
10,"NG",1.99,0.15,-8.70%,-17.01%,-16.18%,-36.36%,44.12%,39.23,2.94,13.08%,13.08%,0.00%,2254928
11,"FSM",,0.21,1.54%,-10.21%,-0.44%,-30.05%,67.83%,47.76,4.33,12.76%,11.60%,1.04%,417425
12,"SSRI",1.47,0.37,-9.97%,-26.57%,-31.92%,-51.52%,14.29%,34.86,5.92,12.12%,9.02%,2.84%,4536995
13,"HAWK",,0.74,19.29%,23.11%,33.33%,7.31%,74.62%,77.62,35.36,11.97%,3.30%,8.39%,2204837
14,"MUX",1.01,0.15,-11.48%,-24.65%,-25.81%,-49.47%,11.83%,38.26,1.89,11.83%,10.53%,1.18%,4545197
15,"EGO",0.37,0.25,6.38%,-0.69%,12.61%,-11.74%,42.13%,56.27,7.59,11.62%,10.00%,1.47%,12044940
16,"PPP",,0.29,-5.88%,-20.66%,-23.18%,-41.20%,16.63%,40.92,4.98,11.41%,9.93%,1.34%,1301061
17,"AMDA",,0.20,-33.74%,-50.76%,-74.62%,-86.23%,14.16%,27.24,1.29,11.21%,8.40%,2.59%,46090
18,"DRIV",1.13,0.34,9.71%,9.29%,1.77%,-15.96%,21.45%,70.45,16.53,11.16%,10.87%,0.27%,564822
19,"TRUE",,1.72,21.24%,26.76%,49.16%,-7.76%,154.81%,68.49,23.06,11.08%,10.71%,0.34%,2659047
20,"MCP",3.15,0.13,16.67%,-6.88%,-54.33%,-77.85%,41.23%,55.00,1.61,11.03%,11.81%,-0.69%,7294675
21,"MNOV",1.00,0.24,25.02%,51.27%,72.49%,-28.38%,126.51%,74.55,3.76,10.91%,8.05%,2.65%,291268
22,"AUQ",0.92,0.15,2.80%,-7.42%,-11.25%,-30.01%,13.67%,49.40,3.73,10.68%,9.38%,1.19%,2395865
23,"CEVA",0.77,0.40,0.45%,-2.94%,-11.01%,-26.10%,11.30%,50.70,13.99,10.42%,10.33%,0.08%,124644
24,"GORO",1.40,0.28,-10.72%,-14.97%,-4.42%,-24.76%,36.68%,37.85,4.77,10.42%,9.66%,0.69%,704051
25,"STV",0.45,0.26,19.93%,10.75%,40.46%,-8.40%,242.88%,62.73,4.58,10.36%,10.90%,-0.48%,554658
26,"VCRA",,0.27,1.25%,-4.09%,-37.31%,-56.39%,11.21%,52.74,8.43,10.34%,6.17%,3.93%,565863
27,"ANV",0.61,0.23,-20.68%,-19.50%,-31.10%,-59.70%,11.57%,35.09,2.70,10.20%,5.88%,4.08%,6172452
28,"FNV",,1.51,3.26%,-4.23%,3.63%,-15.23%,42.27%,52.22,51.91,10.07%,8.10%,1.82%,1563908
29,"KITE",,2.00,23.87%,36.55%,35.98%,-3.37%,66.52%,70.68,34.97,9.97%,11.90%,-1.73%,659421
30,"ACHN",2.34,0.74,-3.49%,5.50%,89.49%,-22.25%,374.78%,51.75,10.73,9.94%,9.94%,0.00%,8156838
