"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"VGGL",,0.33,36.87%,8.31%,-74.75%,-93.82%,172.44%,61.83,3.46,114.91%,86.02%,15.53%,15772266
2,"BIOC",,0.30,38.80%,19.63%,-28.11%,-61.68%,69.16%,68.38,3.84,40.15%,37.14%,2.19%,262469
3,"RESN",,0.39,20.29%,11.66%,1.54%,-39.08%,42.60%,62.79,7.03,37.30%,17.17%,17.19%,623961
4,"SUSQ",1.48,0.23,35.11%,31.62%,28.30%,3.74%,47.21%,83.90,13.12,32.53%,0.69%,31.62%,25204886
5,"CGG",2.48,0.45,29.11%,4.98%,-30.71%,-60.03%,56.18%,62.55,8.59,26.70%,4.00%,21.83%,146470
6,"EVRY",,0.17,-8.23%,-38.27%,-58.88%,-85.63%,86.57%,40.09,1.25,25.00%,27.55%,-2.00%,220057
7,"CZR",,0.82,17.75%,13.75%,-20.57%,-48.88%,60.63%,63.08,13.67,22.71%,19.81%,2.42%,7164229
8,"CVO",2.05,0.20,-11.16%,-21.71%,-37.57%,-51.28%,37.41%,42.77,1.91,22.44%,24.84%,-1.92%,4845787
9,"MATX",,0.80,28.44%,31.81%,38.02%,19.78%,59.55%,83.98,35.21,20.46%,11.07%,8.45%,1428445
10,"ELMD",0.92,0.10,25.93%,25.03%,33.60%,-44.57%,97.96%,72.10,1.94,19.02%,5.43%,12.88%,798608
11,"ACHN",2.32,0.92,31.58%,32.03%,125.18%,7.61%,506.12%,69.84,14.85,18.99%,21.32%,-1.92%,19659464
12,"PANL",,0.38,-6.04%,-26.29%,-37.41%,-44.92%,19.39%,37.60,5.91,17.96%,13.22%,4.19%,56212
13,"AKBA",,1.29,-18.87%,-35.45%,-45.01%,-60.61%,41.98%,37.76,12.21,17.86%,17.40%,0.39%,401663
14,"OREX",2.45,0.36,38.53%,30.83%,3.63%,-25.19%,88.10%,73.64,5.85,16.07%,16.77%,-0.60%,16877796
15,"EVDY",,0.51,16.40%,10.57%,-3.87%,-26.85%,33.98%,67.47,14.55,15.66%,6.59%,8.51%,1178046
16,"CREG",2.13,0.08,14.66%,8.73%,-40.16%,-76.53%,39.22%,59.78,1.42,15.45%,14.52%,0.81%,1450661
17,"HGSH",-0.38,0.34,20.23%,-2.88%,7.33%,-54.10%,129.52%,59.30,4.82,14.22%,13.15%,0.95%,334433
18,"NTIC",0.77,0.75,10.93%,4.58%,1.47%,-12.92%,30.09%,64.98,20.75,14.01%,9.73%,3.90%,15036
19,"ESCA",0.29,0.33,13.02%,6.92%,-5.90%,-24.28%,48.58%,71.88,12.93,13.92%,11.95%,1.76%,28905
20,"VRML",1.65,0.08,7.55%,-6.44%,-33.37%,-56.66%,16.90%,54.17,1.66,12.93%,10.67%,2.04%,65553
21,"MTOR",2.66,0.44,24.15%,18.85%,11.36%,-8.45%,127.59%,76.34,13.86,12.87%,7.36%,5.13%,7123386
22,"ISNS",0.62,0.31,1.20%,-27.26%,-36.61%,-74.35%,34.92%,45.20,2.55,12.83%,12.33%,0.44%,735437
23,"MGNX",,1.27,19.28%,16.96%,0.07%,-42.00%,37.38%,65.75,23.78,12.43%,8.09%,4.02%,395455
24,"RTGN",,0.37,8.94%,1.35%,-16.40%,-42.98%,20.15%,58.11,4.83,11.81%,11.03%,0.69%,129621
