"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"KONE",0.04,0.57,252.00%,317.64%,346.08%,101.67%,1122.22%,92.13,12.10,144.44%,69.71%,44.04%,1398631
2,"CADC",1.67,0.30,54.21%,50.37%,77.94%,4.46%,183.02%,82.09,7.50,50.30%,38.63%,8.42%,359655
3,"STML",,1.32,53.84%,45.05%,21.75%,-35.58%,194.67%,79.68,30.44,39.50%,38.36%,0.82%,1401139
4,"GNVC",2.09,0.21,51.22%,84.86%,225.56%,25.61%,1352.00%,81.47,3.63,28.72%,27.37%,1.06%,1033763
5,"NINE",0.26,0.03,27.08%,25.75%,29.70%,16.32%,88.89%,83.66,2.21,27.01%,26.29%,0.57%,528108
6,"VIMC",1.39,0.10,35.78%,38.43%,67.51%,14.89%,145.45%,81.10,2.70,26.16%,23.85%,1.87%,926525
7,"NIHD",1.72,0.24,18.18%,15.99%,-47.77%,-69.64%,56.89%,60.33,2.98,24.21%,0.37%,23.75%,26887592
8,"ADGE",0.71,0.09,32.12%,38.28%,48.46%,6.05%,113.15%,82.27,2.40,20.00%,20.00%,0.00%,36339
9,"GIGA",0.96,0.06,29.92%,25.74%,0.03%,-42.79%,41.11%,71.12,1.27,19.81%,27.00%,-5.66%,122694
10,"SEED",2.82,0.22,44.58%,45.40%,51.15%,-18.37%,105.13%,66.92,2.40,18.81%,18.23%,0.50%,2692400
11,"VSCI",0.96,0.08,27.76%,32.24%,36.72%,-9.33%,74.36%,72.28,1.36,17.24%,16.24%,0.86%,712177
12,"IDIX",0.45,0.58,26.40%,48.38%,77.78%,7.09%,173.38%,72.46,8.01,17.11%,17.45%,-0.29%,3998244
13,"SKBI",0.71,0.20,14.82%,7.17%,50.27%,-34.46%,326.00%,67.73,4.26,16.08%,17.68%,-1.36%,471407
14,"LIVE",0.72,1.14,121.80%,216.31%,303.79%,12.08%,611.17%,88.11,14.01,15.21%,13.35%,1.64%,1235566
