"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"BIOF",4.22,0.46,118.27%,188.06%,147.44%,38.78%,546.02%,80.78,7.30,132.48%,72.58%,34.71%,18034584
2,"FORD",-0.16,0.10,20.21%,16.14%,11.76%,-8.41%,39.01%,67.11,1.96,22.50%,18.79%,3.12%,1086894
3,"VIMC",1.44,0.35,27.53%,48.90%,139.87%,6.20%,351.82%,73.06,4.97,21.81%,19.18%,2.21%,1418128
4,"RELV",1.63,0.13,25.12%,18.70%,12.97%,-33.99%,116.53%,70.38,2.62,20.74%,15.42%,4.61%,169300
5,"MNGA",0.72,0.28,33.50%,62.75%,113.14%,-33.88%,305.00%,57.98,1.62,20.00%,4.52%,14.81%,11027412
6,"DYSL",0.79,0.15,6.16%,23.26%,71.85%,-21.88%,337.50%,58.08,1.75,18.24%,10.76%,6.76%,315483
7,"CLNT",1.59,0.30,12.74%,14.84%,15.40%,-40.92%,118.77%,65.80,6.41,18.05%,-9.21%,30.02%,1236960
8,"OMED",,2.38,-0.38%,-0.94%,42.78%,-20.52%,178.79%,50.99,33.65,15.87%,15.04%,0.72%,298451
9,"CWEI",2.19,3.61,19.92%,30.23%,65.79%,12.08%,204.20%,78.50,113.01,15.46%,11.90%,3.18%,236553
10,"GIGA",1.11,0.07,0.11%,-1.81%,7.66%,-40.54%,46.67%,50.98,1.32,14.78%,14.78%,0.00%,11840
11,"VTNR",-1.30,0.39,44.64%,65.89%,98.79%,-12.13%,174.47%,82.34,6.45,13.96%,5.05%,8.48%,420956
12,"NBY",0.39,0.07,-3.62%,-4.05%,-14.66%,-42.36%,53.95%,47.72,1.17,13.59%,12.50%,0.97%,206695
13,"EGLT",,1.69,-13.70%,-3.31%,-3.31%,-29.52%,18.36%,,13.99,13.56%,9.55%,3.65%,357250
14,"BLDR",2.65,0.36,8.45%,10.96%,32.13%,1.11%,82.00%,62.73,9.10,13.18%,5.20%,7.59%,2053349
15,"MKTY",0.74,0.19,20.61%,40.70%,61.33%,-17.49%,586.36%,60.01,1.51,12.69%,12.69%,0.00%,12480
16,"CARA",,1.83,3.98%,3.98%,3.98%,-9.00%,20.84%,,18.61,12.65%,13.48%,-0.73%,808765
17,"GALE",0.78,0.27,-19.48%,-38.76%,-15.29%,-63.45%,51.52%,33.69,2.50,12.61%,12.11%,0.45%,5746351
18,"MGAM",1.53,1.11,-5.82%,-7.80%,-8.88%,-27.67%,53.00%,43.94,29.04,12.30%,11.82%,0.43%,651749
19,"AMCF",2.04,0.21,14.73%,26.03%,80.40%,-19.27%,362.52%,61.53,2.22,12.13%,11.56%,0.51%,129645
20,"YOD",0.65,0.58,-6.52%,7.72%,90.59%,-33.20%,277.69%,49.98,4.91,12.10%,6.28%,5.48%,1903047
21,"SPPR",2.22,0.28,-8.10%,-11.77%,-62.35%,-81.25%,23.78%,44.86,1.77,12.03%,0.57%,11.39%,27988
22,"ORMP",0.18,0.95,-5.09%,-25.36%,15.03%,-62.81%,136.00%,38.38,11.80,11.74%,11.43%,0.28%,291574
23,"SKBI",0.85,0.48,5.11%,24.30%,73.22%,-11.71%,556.00%,59.17,6.56,11.38%,9.15%,2.04%,76437
24,"XNCR",,1.05,-5.81%,9.50%,11.15%,-18.60%,50.19%,50.06,11.73,11.18%,11.40%,-0.19%,1430550
25,"ACAS",1.62,0.30,5.51%,3.06%,11.13%,-3.51%,33.63%,61.85,15.80,11.15%,8.93%,2.04%,13068652
26,"INSM",0.72,1.10,3.59%,0.36%,24.00%,-14.58%,190.24%,52.23,19.04,11.15%,10.50%,0.58%,2053353
27,"SGYP",0.52,0.39,-10.37%,-5.73%,11.50%,-27.63%,40.47%,41.83,5.31,11.09%,11.55%,-0.42%,1540315
28,"RGLS",,0.78,-11.08%,-6.64%,2.45%,-30.02%,54.72%,42.74,9.02,10.81%,10.00%,0.74%,166796
29,"INVE",0.40,0.10,21.90%,23.50%,47.81%,-24.67%,130.61%,65.61,1.13,10.78%,6.60%,3.92%,2898165
30,"WTT",0.79,0.19,-5.05%,-9.75%,29.69%,-26.65%,102.92%,44.47,2.78,10.76%,2.21%,8.37%,161076
31,"PCRX",,3.83,-2.57%,0.89%,38.75%,-16.09%,183.36%,50.10,69.99,10.73%,10.43%,0.27%,675385
32,"NDZ",0.68,0.21,12.11%,16.60%,34.68%,4.73%,75.61%,80.92,11.52,10.66%,-0.26%,10.95%,29550344
33,"PACB",2.57,0.42,-11.88%,-18.57%,15.61%,-34.76%,174.36%,37.96,5.35,10.54%,4.49%,5.79%,1448728
34,"ONE",1.46,0.37,-5.95%,-8.63%,-19.06%,-39.40%,12.27%,44.22,7.23,10.38%,9.05%,1.22%,513787
35,"SNMX",1.39,0.73,8.81%,20.48%,119.06%,-16.25%,489.50%,61.50,10.67,10.34%,9.55%,0.72%,983868
36,"EXAS",1.34,0.87,2.72%,4.95%,12.56%,-9.17%,104.47%,53.55,14.17,10.19%,5.43%,4.51%,7008516
37,"SYMX",-0.06,0.19,9.53%,30.37%,105.68%,-21.29%,226.67%,61.34,1.96,10.11%,8.89%,1.12%,1166590
38,"NLNK",,2.71,-9.23%,-21.21%,20.82%,-46.90%,153.80%,39.34,28.40,9.95%,8.11%,1.70%,477462
39,"GEVA",0.43,6.25,-11.57%,-13.69%,27.95%,-30.52%,115.06%,39.45,82.97,9.94%,8.13%,1.67%,540865
40,"IVAC",1.49,0.31,18.67%,21.53%,46.34%,8.74%,128.24%,75.04,9.70,9.85%,8.74%,1.02%,299493
41,"EROS",,0.74,9.52%,33.65%,37.17%,3.54%,86.86%,72.63,16.07,9.62%,9.92%,-0.27%,222126
42,"ALIM",1.31,0.42,15.40%,16.68%,77.50%,-6.52%,378.18%,69.88,7.89,9.58%,8.83%,0.69%,1420047
