"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"BOSC",-0.13,0.35,81.34%,86.98%,119.42%,-7.32%,239.29%,80.88,7.60,72.34%,49.02%,15.65%,5358465
2,"CAMT",1.94,0.53,138.05%,185.22%,209.17%,-10.58%,338.93%,84.84,5.75,39.90%,26.37%,10.71%,15248485
3,"BSPM",0.18,0.25,50.78%,108.89%,169.85%,-27.33%,303.23%,70.64,2.50,38.12%,31.58%,4.97%,2017912
4,"VSCI",1.05,0.05,36.22%,37.41%,29.59%,3.20%,65.38%,81.44,1.29,25.24%,26.47%,-0.97%,1612534
5,"XOMA",2.39,0.24,41.25%,30.44%,44.64%,5.42%,146.41%,74.26,5.84,22.18%,17.27%,4.18%,9446052
6,"MEIL",,0.17,11.43%,4.36%,-16.00%,-69.60%,66.00%,57.19,2.49,20.29%,17.45%,2.42%,36954
7,"DYNT",1.08,0.18,39.88%,51.99%,66.99%,-39.04%,136.10%,85.06,4.84,19.80%,19.51%,0.25%,73459
8,"EVK",1.35,0.32,30.20%,35.94%,94.31%,11.15%,302.74%,72.65,5.88,19.51%,19.51%,0.00%,97183
9,"GOGO",,1.99,28.57%,55.66%,96.32%,-0.76%,222.45%,70.19,31.31,17.40%,14.81%,2.25%,4656313
10,"PRAN",1.20,0.39,25.95%,36.77%,79.02%,-12.00%,181.77%,70.09,5.72,16.50%,14.40%,1.83%,1353436
11,"NSEC",0.01,0.43,28.01%,38.10%,25.93%,3.22%,53.30%,76.03,9.29,16.12%,16.12%,0.00%,37387
12,"CCO",1.65,0.27,16.68%,20.24%,36.01%,11.48%,71.46%,75.67,10.20,15.25%,12.96%,2.03%,1170226
13,"JRCC",2.34,0.12,6.57%,-10.73%,-21.31%,-58.94%,41.74%,51.91,1.63,13.99%,14.79%,-0.70%,1808814
14,"REE",,0.09,7.05%,-15.50%,-17.12%,-56.75%,28.15%,50.41,1.73,13.82%,11.61%,1.97%,821977
15,"PME",,0.23,23.24%,46.78%,-33.51%,-70.56%,180.92%,71.97,3.68,13.23%,10.18%,2.77%,198008
16,"HIHO",0.97,0.17,22.85%,28.93%,59.30%,-1.03%,97.35%,75.05,3.14,12.95%,12.95%,0.00%,67831
17,"DGLY",0.31,1.04,5.84%,-20.78%,9.01%,-49.46%,194.33%,47.46,8.83,12.63%,-7.05%,21.17%,333313
18,"PTIX",0.08,0.34,10.41%,12.01%,80.04%,-22.93%,328.95%,56.37,3.26,12.41%,5.84%,6.21%,692639
19,"GALE",1.09,0.24,49.97%,79.61%,100.38%,7.93%,203.38%,81.71,4.49,12.25%,10.86%,1.25%,12087085
20,"VRTA",-0.08,0.06,22.06%,17.58%,29.90%,-15.17%,95.12%,74.27,1.95,12.14%,11.50%,0.57%,10250
21,"WIX",,1.00,27.36%,27.36%,27.36%,11.74%,41.69%,,22.94,11.90%,9.76%,1.95%,334701
22,"HBMD",-0.12,0.06,9.92%,10.85%,22.58%,4.40%,58.07%,74.17,9.50,11.76%,11.37%,0.35%,15649
23,"CUDA",,1.29,11.04%,11.04%,11.04%,-3.24%,23.46%,,23.00,11.11%,6.98%,3.86%,512331
24,"FRO",2.01,0.17,35.62%,37.34%,45.84%,-11.94%,94.15%,78.06,3.32,10.67%,1.84%,8.67%,4827509
25,"SFUN",,4.05,15.51%,29.35%,101.05%,0.32%,260.60%,69.66,71.85,10.62%,9.53%,1.00%,1797938
26,"AXLL",2.93,1.07,17.17%,23.39%,8.09%,-22.53%,37.57%,82.03,49.95,10.26%,4.08%,5.94%,3268973
27,"FRX",0.67,0.82,12.94%,20.97%,34.76%,8.16%,63.20%,84.88,56.32,9.76%,5.15%,4.39%,6977738
28,"GURE",0.90,0.18,17.89%,32.55%,93.42%,-8.39%,222.73%,68.74,2.84,9.65%,11.37%,-1.54%,1386609
29,"WPCS",0.52,0.27,29.22%,22.05%,-6.07%,-45.92%,66.67%,62.99,2.85,9.62%,2.52%,6.92%,82608
30,"ARWR",2.91,0.48,23.01%,26.95%,138.18%,1.46%,446.06%,75.96,9.01,9.48%,8.03%,1.34%,1505865
31,"VBFC",0.74,0.04,-3.87%,-15.33%,-27.63%,-49.81%,48.28%,43.31,1.29,9.32%,9.32%,0.00%,27073
32,"EDS",0.43,0.05,11.78%,8.79%,22.09%,-10.22%,55.23%,66.11,1.66,9.28%,1.90%,7.24%,277922
33,"VTNR",-4.60,0.16,2.43%,0.26%,-0.95%,-27.38%,29.79%,52.35,3.05,8.93%,3.39%,5.36%,79012
34,"SIF",1.22,0.95,21.00%,31.52%,49.66%,5.91%,92.28%,80.10,27.23,8.92%,8.92%,0.00%,59232
35,"CPRX",0.48,0.15,16.55%,-14.91%,43.05%,-48.77%,356.10%,49.06,1.87,8.72%,7.47%,1.16%,2026411
36,"USEG",1.90,0.18,3.81%,25.22%,64.77%,-7.41%,141.38%,62.19,3.50,8.70%,7.69%,0.93%,337143
37,"LCI",0.62,1.32,17.76%,36.86%,117.10%,3.55%,582.98%,74.31,32.10,8.67%,5.25%,3.25%,878137
38,"MKTO",,1.57,-1.74%,-3.18%,5.12%,-20.78%,83.31%,49.83,31.53,8.35%,2.40%,5.81%,507211
39,"KOS",,0.29,7.35%,6.79%,5.53%,-13.79%,15.86%,64.30,11.25,8.07%,8.07%,0.00%,1601588
