"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ATOS",,0.17,52.96%,69.45%,56.61%,-12.88%,179.88%,71.51,2.24,39.94%,-0.04%,40.00%,18758105
2,"ELX",1.44,0.23,24.49%,29.26%,43.26%,4.04%,79.33%,77.22,7.98,25.47%,-0.62%,26.26%,19351899
3,"PGTI",1.28,0.28,21.43%,15.92%,13.36%,-15.99%,41.01%,76.66,10.35,22.20%,9.64%,11.45%,1624914
4,"MNDO",1.49,0.12,16.85%,11.06%,31.45%,-6.69%,114.86%,68.32,3.97,20.45%,14.88%,4.85%,671381
5,"UIL",0.48,0.96,15.60%,14.46%,30.54%,6.19%,52.73%,72.95,50.75,19.89%,0.50%,19.30%,2315046
6,"ARQL",1.50,0.08,54.09%,60.89%,51.43%,-18.57%,85.58%,88.50,1.93,16.97%,16.97%,0.00%,2301332
7,"CYBX",0.60,1.56,22.60%,24.35%,24.62%,-0.93%,45.35%,86.42,70.04,16.03%,-4.61%,21.63%,6367414
8,"IDI",1.41,0.10,18.87%,31.16%,73.19%,-11.84%,197.78%,65.26,1.34,15.02%,10.74%,3.86%,113125
9,"FRO",2.45,0.23,4.00%,-2.62%,24.70%,-44.65%,136.86%,52.21,2.80,15.02%,-1.24%,16.46%,4523749
10,"LHCG",1.14,1.05,11.21%,10.28%,33.94%,3.80%,68.74%,68.02,33.22,14.85%,5.11%,9.26%,154393
11,"MSLI",1.27,0.10,21.68%,32.77%,22.10%,-18.53%,83.48%,73.09,2.11,14.67%,13.44%,1.09%,81160
12,"FLML",0.95,0.66,9.43%,-0.15%,9.88%,-21.03%,65.59%,56.70,15.40,13.91%,9.69%,3.85%,1033755
13,"AAOI",,0.45,22.38%,21.52%,-24.57%,-57.30%,46.39%,77.10,11.96,13.80%,12.30%,1.33%,1089958
14,"AMRS",1.94,0.15,45.20%,38.04%,-12.04%,-47.62%,76.28%,75.79,2.75,13.64%,6.18%,7.02%,512036
15,"RGR",0.87,1.43,23.02%,34.24%,9.04%,-23.03%,55.36%,82.37,52.20,13.45%,12.48%,0.87%,1520439
16,"AVGO",0.92,2.60,18.60%,22.74%,50.23%,12.21%,125.74%,82.42,127.81,13.43%,3.71%,9.37%,6155920
17,"AKRX",0.25,1.42,13.84%,24.87%,42.33%,7.21%,155.70%,78.38,52.47,13.08%,6.86%,5.82%,3229454
18,"DPLO",,1.14,13.34%,9.03%,16.45%,-11.69%,91.42%,65.39,28.79,12.81%,10.73%,1.88%,284809
19,"HEES",2.62,1.16,24.64%,15.97%,-19.44%,-36.36%,53.91%,67.32,26.49,12.68%,4.50%,7.83%,957391
20,"DXR",0.04,0.39,11.06%,5.26%,0.79%,-22.67%,21.84%,59.58,6.85,12.30%,11.56%,0.66%,48453
21,"UVE",1.17,0.63,8.12%,15.67%,56.31%,3.85%,121.14%,70.77,25.10,11.61%,7.45%,3.87%,803030
22,"CBRX",0.81,0.25,30.44%,33.66%,24.37%,-0.24%,46.99%,86.50,7.48,11.50%,4.64%,6.56%,107790
23,"PLNR",1.60,0.45,-7.95%,-14.42%,30.86%,-32.47%,220.87%,41.52,6.19,11.38%,12.19%,-0.72%,378577
24,"MHH",1.94,0.53,10.53%,3.23%,-12.53%,-39.82%,32.75%,59.12,10.70,11.34%,11.92%,-0.52%,132041
25,"CNCE",,0.91,13.47%,17.21%,34.92%,-4.04%,113.48%,63.52,15.20,11.11%,9.12%,1.83%,85872
26,"CRM",0.95,1.44,16.09%,18.50%,21.90%,4.21%,44.91%,74.29,69.82,11.05%,-0.29%,11.37%,14236986
27,"AMRN",1.06,0.08,30.90%,40.99%,16.64%,-26.32%,97.44%,75.82,1.54,10.79%,-9.41%,22.30%,7887721
28,"ZIOP",1.69,0.77,25.12%,61.78%,169.09%,8.50%,402.60%,77.86,11.61,10.57%,5.35%,4.95%,6030452
29,"TREE",1.06,1.60,22.31%,18.31%,48.02%,2.21%,126.24%,78.44,51.90,10.43%,9.93%,0.45%,370610
