"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"MOC",0.54,0.12,52.97%,43.53%,43.91%,8.88%,69.88%,77.40,2.82,55.80%,28.18%,21.55%,5994711
2,"TNXP",,0.37,19.21%,10.19%,-25.08%,-64.76%,38.84%,65.32,7.40,26.50%,-2.25%,29.40%,496844
3,"CLTX",,0.23,6.15%,-0.88%,-6.98%,-55.46%,24.71%,53.80,5.30,24.71%,10.19%,13.18%,20782
4,"FRO",2.41,0.22,42.09%,84.43%,35.09%,-39.00%,167.80%,75.94,3.16,23.44%,8.22%,14.06%,10810038
5,"BBLU",-0.71,0.15,28.01%,10.52%,-44.00%,-66.41%,88.57%,58.23,1.32,23.36%,23.36%,0.00%,555429
6,"CBMX",0.24,0.10,23.71%,15.11%,-19.65%,-57.53%,42.20%,68.93,1.55,18.32%,4.03%,13.74%,871591
7,"CYTR",1.75,0.16,32.42%,25.91%,2.00%,-60.48%,58.65%,77.31,3.30,15.79%,-7.82%,25.61%,15143333
8,"AG",,0.37,34.80%,27.26%,-23.76%,-48.92%,69.60%,71.11,6.36,14.80%,13.98%,0.72%,5724389
9,"SMLR",,0.23,9.06%,9.05%,-25.06%,-62.90%,48.62%,57.40,2.69,14.47%,-2.54%,17.45%,26518
10,"VRTB",0.49,0.38,0.95%,-4.70%,-12.41%,-43.11%,40.32%,51.09,4.21,14.39%,13.16%,1.09%,27161
11,"EBIX",1.91,0.47,12.07%,16.32%,24.35%,4.62%,54.21%,73.14,18.60,14.25%,-4.52%,19.66%,1886450
12,"NDRM",,1.94,87.60%,88.29%,88.29%,-19.08%,172.17%,,15.43,13.05%,12.23%,0.73%,6028146
13,"KGC",0.42,0.19,16.56%,21.76%,-7.94%,-38.79%,66.50%,67.18,3.33,12.88%,11.37%,1.36%,19425327
