"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"IFON",1.54,0.12,123.46%,135.37%,202.90%,48.36%,376.32%,84.62,1.81,58.77%,50.83%,5.26%,3496616
2,"FREE",3.47,0.16,113.55%,253.85%,269.51%,-58.97%,1300.00%,82.74,2.38,57.62%,56.58%,0.66%,16303170
3,"NEWL",1.01,0.26,23.74%,-24.42%,-77.94%,-98.40%,72.81%,53.02,1.97,35.86%,34.01%,1.38%,2602012
4,"SHIP",1.74,0.13,40.73%,48.82%,25.46%,-30.26%,136.25%,73.34,1.89,34.04%,35.00%,-0.71%,291182
5,"VISN",1.90,1.38,102.29%,137.69%,439.91%,28.10%,1272.88%,90.70,24.30,28.16%,24.62%,2.85%,1560394
6,"USU",2.04,0.99,-16.20%,-22.78%,-38.36%,-79.22%,132.69%,45.03,6.05,27.10%,27.10%,0.00%,865889
7,"GMO",2.39,0.08,26.46%,4.46%,-18.52%,-65.65%,40.38%,64.98,1.46,26.96%,26.96%,0.00%,1890396
8,"CNDO",,0.17,60.51%,77.51%,-57.05%,-76.06%,143.20%,83.59,3.04,26.67%,24.08%,2.08%,6553778
9,"ICLD",-2.36,1.55,37.42%,70.51%,42.00%,-64.17%,486.36%,65.69,12.90,22.86%,21.93%,0.76%,3871406
10,"HDY",2.15,0.19,31.57%,26.57%,6.28%,-21.38%,44.19%,74.01,4.34,20.56%,21.23%,-0.56%,263048
11,"EGLE",2.94,0.32,28.19%,0.72%,5.34%,-48.91%,212.59%,62.53,4.47,20.49%,19.20%,1.08%,2299857
12,"INO",3.23,0.12,41.46%,47.41%,111.60%,-1.98%,545.65%,84.74,2.97,20.24%,18.33%,1.62%,22350826
13,"URG",2.06,0.05,16.62%,18.86%,26.11%,-3.60%,86.11%,67.24,1.34,17.54%,15.52%,1.75%,2562033
14,"GNK",1.57,0.23,10.13%,-3.77%,1.76%,-51.00%,117.86%,57.39,2.44,17.31%,16.75%,0.48%,3554263
15,"APRI",1.90,0.12,37.63%,37.73%,16.14%,-23.50%,60.84%,78.15,2.67,16.59%,16.09%,0.44%,851906
16,"JRJC",1.27,0.33,18.88%,47.48%,150.31%,-1.78%,361.11%,71.48,4.98,15.55%,15.55%,0.00%,503806
17,"AMRS",,0.20,53.14%,64.74%,63.91%,8.67%,107.83%,87.87,4.51,15.35%,15.35%,0.00%,688050
18,"WUBA",,1.96,15.72%,15.05%,15.05%,-7.67%,68.94%,,35.73,14.08%,13.68%,0.35%,855990
19,"DRYS",2.97,0.17,32.86%,44.52%,90.33%,11.37%,207.19%,83.56,4.70,12.71%,10.07%,2.40%,39089560
20,"TEU",,0.09,13.47%,1.75%,-11.74%,-39.11%,21.43%,65.87,3.40,12.21%,12.21%,0.00%,824558
21,"BNSO",0.29,0.06,4.35%,3.11%,6.46%,-29.60%,25.60%,58.62,1.57,12.14%,10.56%,1.43%,56375
22,"BIND",,1.00,25.98%,27.29%,20.71%,-3.08%,84.21%,65.24,15.40,12.00%,12.00%,0.00%,101801
23,"OPTT",1.72,0.13,9.15%,3.18%,18.33%,-45.81%,42.76%,56.78,2.07,11.89%,8.38%,3.24%,464293
24,"OPXA",1.27,0.12,-0.58%,-3.22%,6.00%,-63.39%,77.57%,49.41,1.90,11.11%,11.11%,0.00%,1406942
25,"NM",2.22,0.40,30.80%,43.49%,88.22%,7.64%,265.17%,83.44,11.41,10.88%,10.67%,0.19%,3870190
26,"MEIL",,0.45,22.07%,35.29%,20.22%,-58.36%,127.33%,59.54,3.41,10.71%,12.17%,-1.30%,56878
27,"RIBT",,0.88,-24.75%,-49.38%,-59.34%,-78.33%,30.00%,28.21,5.20,10.64%,10.64%,0.00%,423821
28,"CPRX",0.47,0.14,16.00%,20.78%,53.07%,-40.00%,434.15%,66.93,2.19,10.61%,10.61%,0.00%,2426605
29,"TNXP",,0.81,40.52%,97.59%,93.59%,-26.40%,2966.67%,77.74,11.04,10.40%,8.24%,2.00%,530543
30,"CSV",0.82,0.46,8.38%,3.58%,5.22%,-12.08%,73.49%,63.78,19.57,10.19%,10.19%,0.00%,170507
31,"IDRA",1.92,0.31,34.58%,59.20%,162.41%,2.75%,1863.16%,70.18,3.73,10.03%,10.03%,0.00%,3019344
32,"ESEA",0.83,0.08,25.05%,24.09%,31.17%,-14.44%,83.33%,77.32,1.54,10.00%,10.79%,-0.71%,569362
33,"CAK",2.59,0.11,16.46%,36.77%,100.14%,-4.88%,246.67%,68.85,1.56,9.86%,4.00%,5.63%,497849
34,"IDI",1.00,0.11,23.34%,12.09%,27.27%,-22.55%,100.00%,70.26,1.58,9.72%,4.64%,4.86%,393514
35,"CSFS",,0.15,-0.47%,-3.60%,-32.58%,-66.13%,45.10%,51.95,1.48,9.63%,-11.38%,23.70%,162592
36,"SINO",0.64,0.25,24.57%,33.82%,47.92%,-22.16%,120.97%,70.90,2.74,9.60%,10.93%,-1.20%,101571
37,"HGSH",1.39,0.53,0.65%,-9.78%,-35.76%,-59.81%,87.05%,49.15,5.20,9.47%,8.33%,1.05%,32765
38,"AMCF",1.99,0.18,21.64%,27.57%,95.62%,-36.73%,286.67%,61.65,1.74,9.43%,11.54%,-1.89%,234297
39,"OXBT",0.52,0.63,-5.26%,9.02%,48.90%,-67.54%,332.77%,53.52,5.15,9.34%,5.75%,3.40%,1582630
40,"UBCP",0.36,0.18,10.37%,14.79%,17.08%,3.03%,46.38%,75.56,8.15,8.81%,8.67%,0.13%,14953
41,"STRI",1.92,0.10,-11.59%,-25.55%,-34.45%,-58.31%,17.21%,37.03,1.43,8.33%,10.00%,-1.52%,671916
42,"FEYE",,1.47,13.84%,13.18%,11.79%,-3.25%,30.42%,71.81,43.43,8.30%,7.42%,0.82%,1078253
43,"KUTV",2.11,0.25,-1.56%,2.84%,63.24%,-29.74%,188.42%,50.93,2.74,8.30%,11.38%,-2.77%,103976
44,"AEZS",1.35,0.09,23.66%,11.49%,-11.49%,-58.26%,45.45%,66.06,1.44,8.27%,2.86%,5.26%,5541151
45,"FORD",0.20,0.08,1.90%,-2.95%,-14.83%,-27.19%,39.82%,51.60,1.58,8.22%,8.97%,-0.68%,25069
46,"HBP",3.33,0.19,13.11%,30.11%,45.68%,-5.56%,187.69%,64.13,3.74,8.09%,3.60%,4.34%,14666
47,"PNTR",0.58,0.94,37.13%,62.00%,142.12%,-8.00%,408.85%,71.91,11.50,7.88%,4.64%,3.10%,160052
48,"BITA",,1.89,5.88%,12.50%,90.17%,-10.76%,342.92%,62.76,31.27,7.79%,6.47%,1.24%,2209569
49,"XLRN",,2.22,31.09%,50.35%,52.01%,3.81%,109.42%,77.29,35.14,7.30%,6.97%,0.31%,201442
50,"EVOK",,0.76,-5.14%,-20.08%,-24.87%,-46.11%,13.78%,41.76,7.68,7.26%,8.17%,-0.84%,56161
