"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ASTI",2.62,0.38,-2.58%,-22.89%,-48.81%,-75.60%,55.49%,46.06,2.83,55.49%,54.64%,0.55%,2086733
2,"IVAN",2.80,0.27,52.27%,16.47%,-28.33%,-66.81%,75.57%,69.94,2.30,55.41%,51.32%,2.70%,12859124
3,"UTHR",1.41,4.43,29.49%,29.41%,21.63%,1.01%,66.71%,81.76,117.83,28.51%,27.84%,0.52%,6441030
4,"NCTY",1.92,0.28,16.86%,13.98%,26.65%,-18.69%,54.81%,64.40,3.22,25.29%,-19.90%,56.42%,6928552
5,"MGT",0.79,0.10,56.93%,58.79%,-24.16%,-68.72%,120.97%,77.13,1.37,23.42%,21.24%,1.80%,413253
6,"CRTO",,1.80,24.12%,18.49%,5.79%,-38.39%,49.24%,70.57,37.55,22.51%,7.04%,14.45%,7418744
7,"VLTC",2.44,0.12,20.15%,12.86%,-32.85%,-65.57%,30.62%,70.45,2.09,22.22%,20.81%,1.17%,331308
8,"VEEV",,1.14,29.32%,25.33%,7.16%,-38.84%,75.16%,78.38,29.97,20.07%,10.84%,8.33%,7548551
9,"SPLK",,2.32,24.30%,14.22%,-13.95%,-49.20%,37.04%,68.98,53.93,19.07%,10.69%,7.57%,20199836
10,"DGLY",1.90,2.01,195.96%,272.60%,189.65%,6.81%,515.84%,79.11,18.66,19.01%,7.74%,10.46%,15990854
11,"EVAR",,0.53,25.14%,15.76%,15.76%,-17.60%,44.52%,,7.68,18.15%,20.57%,-2.00%,38656
12,"RALY",,0.57,18.55%,14.32%,-26.67%,-65.08%,37.38%,67.49,11.54,15.40%,4.91%,10.00%,2306942
13,"SYN",1.48,0.20,35.05%,49.71%,39.32%,-28.02%,175.79%,75.83,2.62,13.91%,12.93%,0.87%,1717292
14,"CEP",0.56,0.15,28.55%,37.80%,55.59%,7.50%,89.71%,83.34,3.87,12.50%,7.80%,4.36%,1169166
15,"GRH",2.34,0.22,1.03%,-7.00%,45.04%,-44.48%,151.25%,51.17,2.01,12.29%,12.29%,0.00%,844315
16,"VMEM",,0.21,10.97%,5.26%,7.40%,-47.12%,68.80%,58.41,4.22,12.23%,12.23%,0.00%,2508904
17,"RSH",1.54,0.14,128.25%,101.92%,-11.05%,-63.30%,190.91%,86.38,1.60,11.89%,8.84%,2.80%,40188472
18,"NAVB",0.53,0.06,13.13%,5.58%,-14.52%,-52.49%,28.83%,65.60,1.43,11.72%,11.72%,0.00%,1009174
19,"LIQD",,0.11,14.54%,-0.32%,-59.28%,-83.79%,39.17%,56.51,1.67,11.33%,5.03%,6.00%,2970218
20,"BEBE",1.12,0.15,15.91%,11.66%,-30.11%,-52.79%,26.44%,66.85,3.30,11.11%,9.63%,1.35%,842918
21,"ATRS",0.39,0.11,14.13%,1.50%,-31.74%,-54.37%,25.67%,60.17,2.35,10.33%,10.85%,-0.47%,2112526
22,"VIV",0.66,0.56,12.12%,8.79%,10.57%,-4.96%,25.06%,69.56,21.40,9.63%,6.73%,2.72%,4999144
23,"AGRX",,0.46,22.29%,12.20%,17.59%,-32.75%,67.13%,66.65,8.44,9.61%,9.75%,-0.13%,78758
24,"ICEL",,0.67,-1.17%,-7.66%,-19.31%,-52.55%,12.16%,46.43,11.44,9.47%,9.68%,-0.19%,35659
25,"COUP",,1.05,1.86%,-26.51%,-30.67%,-53.70%,31.61%,44.89,15.28,9.46%,4.95%,4.30%,831203
26,"INUV",0.29,0.12,40.35%,49.88%,35.73%,-25.77%,128.57%,74.62,1.44,9.09%,2.86%,6.06%,1087570
