"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",19293.99,27.76,59.42,1.94%,1961049
2,"AA","Alcoa, Inc.","Basic Materials","Aluminum","USA",11826.91,,11.19,1.27%,15297207
3,"AADR","WCM/BNY Mellon Focused Growth ADR ETF","Financial","Exchange Traded Fund","USA",,,36.25,-0.02%,5993
4,"AAIT","iShares MSCI AC Asia Information Tech","Financial","Exchange Traded Fund","USA",,,30.65,-1.57%,350
5,"AAL","American Airlines Group Inc.","Services","Major Airlines","USA",11645.76,30.67,35.67,2.91%,15321683
6,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",2115.01,,960.95,6.68%,10062
7,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",84.34,8.80,3.93,-0.76%,5525
8,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",2058.53,15.37,28.32,4.70%,13448472
9,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",165.87,,13.07,-0.68%,48964
10,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1029.51,31.13,27.84,-0.64%,129202
11,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",9083.19,22.54,125.00,0.11%,1692649
12,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",459245.87,12.71,519.68,1.40%,13135553
13,"AAT","American Assets Trust, Inc.","Financial","REIT - Office","USA",1274.54,640.20,32.03,0.06%,170763
14,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",85.87,,1.52,6.29%,173829
15,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",648.27,,3.97,3.12%,222404
16,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",855.72,7.65,34.04,-0.06%,230059
17,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",,,56.30,0.37%,1095273
18,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2018.60,16.09,22.10,1.01%,308259
19,"ABAX","Abaxis Inc.","Healthcare","Diagnostic Substances","USA",823.14,48.63,37.01,0.14%,206543
20,"ABB","ABB Ltd.","Industrial Goods","Industrial Equipment & Components","Switzerland",57654.70,20.08,25.35,1.00%,1766266
21,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",76208.70,16.82,48.89,2.00%,6899795
22,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",15085.45,41.99,66.54,1.57%,1523998
23,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",481.38,26.72,20.00,-0.20%,115835
24,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",84.66,,1.79,0.56%,9429
25,"ABCO","Advisory Board Co.","Services","Business Services","USA",2192.81,95.48,58.55,-4.19%,1264562
26,"ABFS","Arkansas Best Corporation","Services","Trucking","USA",801.69,52.69,30.96,-0.42%,361273
27,"ABG","Asbury Automotive Group, Inc.","Services","Auto Dealerships","USA",1545.74,16.29,50.13,-0.44%,196351
28,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",18.85,,1.76,1.15%,681056
29,"ABM","ABM Industries Inc.","Services","Business Services","USA",1449.57,20.15,26.50,1.15%,140131
30,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.83,,0.12,-6.92%,1200
31,"ABMD","Abiomed Inc.","Healthcare","Medical Appliances & Equipment","USA",1049.58,147.28,27.09,2.19%,270432
32,"ABR","Arbor Realty Trust Inc.","Financial","REIT - Diversified","USA",301.62,23.17,6.95,0.00%,58675
