"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"IFON",0.68,0.12,77.75%,106.68%,56.04%,-39.87%,166.04%,88.14,2.82,65.88%,16.53%,42.35%,4589545
2,"NVGN",0.91,0.27,32.74%,45.14%,24.22%,-38.86%,141.72%,68.62,3.65,45.16%,-1.88%,47.94%,15650395
3,"CAPN",,0.91,137.04%,274.30%,252.82%,18.32%,850.00%,82.97,9.69,29.20%,29.20%,0.00%,1433615
4,"PHMD",0.39,0.16,35.65%,40.98%,-62.80%,-86.31%,127.92%,73.88,2.30,25.79%,0.52%,25.14%,1538844
5,"SPPR",1.79,0.16,10.50%,2.61%,-10.84%,-43.22%,53.85%,54.85,1.80,20.81%,16.13%,4.03%,38727
6,"CNDO",,0.19,36.08%,38.14%,68.56%,14.93%,128.28%,71.96,3.31,18.64%,1.22%,17.20%,4266889
7,"CECO",2.45,0.22,6.98%,0.44%,11.37%,-22.99%,39.93%,56.70,6.05,17.84%,14.71%,2.73%,1753957
8,"OREX",2.47,0.52,57.63%,57.38%,65.78%,-4.16%,188.75%,84.21,8.98,17.54%,12.25%,4.71%,27478767
9,"EFUT",0.54,0.10,20.80%,19.78%,13.92%,-31.59%,55.45%,75.61,4.85,17.44%,-11.17%,32.20%,421537
10,"PTN",1.30,0.07,53.46%,67.45%,46.96%,-14.67%,116.95%,82.90,1.28,16.36%,11.30%,4.55%,883779
11,"W",,1.28,29.00%,35.90%,26.69%,-25.49%,75.51%,79.67,29.38,16.36%,-3.64%,20.75%,3927879
12,"HYGS",0.18,0.71,1.61%,2.62%,-14.37%,-59.74%,42.71%,52.65,14.30,14.31%,1.13%,13.03%,146472
13,"NPTN",0.65,0.17,21.79%,22.69%,19.34%,-53.06%,81.36%,72.56,3.99,14.00%,0.76%,13.14%,701189
14,"ATEA",,0.15,-11.17%,-21.47%,-29.69%,-60.90%,25.96%,41.15,1.31,13.91%,12.93%,0.87%,98240
15,"ATHM",,1.36,15.02%,16.39%,9.07%,-25.17%,52.11%,70.42,43.35,12.89%,-2.69%,16.02%,3375151
16,"CRMD",-0.82,0.43,54.59%,117.59%,209.86%,5.84%,488.65%,90.58,6.18,12.38%,3.88%,8.18%,1017786
17,"ATRA",,1.71,21.70%,4.60%,4.08%,-30.52%,154.97%,59.86,24.63,11.85%,11.70%,0.14%,86595
18,"MIXT",,0.25,6.62%,2.50%,-26.75%,-51.39%,14.55%,57.35,6.14,11.84%,6.78%,4.74%,58734
19,"GENE",0.91,1.17,-0.41%,68.27%,69.81%,-45.72%,474.13%,54.08,5.97,11.40%,14.83%,-2.99%,2963971
20,"NHTC",0.64,0.26,11.43%,11.43%,11.43%,10.36%,13.79%,,15.02,11.34%,6.83%,4.23%,230538
21,"UEC",1.66,0.10,2.13%,-0.03%,-4.72%,-28.71%,53.19%,49.08,1.44,10.77%,10.77%,0.00%,617605
22,"CLDX",2.75,1.46,30.77%,39.89%,73.74%,2.14%,170.07%,77.98,29.06,10.20%,10.20%,0.00%,3514565
23,"MOBI",5.35,0.28,18.40%,21.15%,-22.88%,-62.10%,46.65%,67.54,4.81,10.07%,9.82%,0.23%,221345
24,"OCUL",,1.65,22.54%,44.03%,104.44%,5.68%,232.77%,83.84,39.60,10.06%,10.09%,-0.03%,238441
25,"AMRN",1.15,0.09,32.96%,49.97%,28.21%,-18.95%,117.17%,80.62,1.69,9.99%,3.29%,6.49%,3542333
26,"PRQR",,1.60,8.96%,3.43%,19.79%,-13.12%,81.82%,54.81,20.00,9.89%,10.01%,-0.11%,88604
27,"SQBG",3.97,0.59,-5.74%,-13.09%,-19.61%,-34.10%,67.59%,40.89,9.72,9.71%,10.83%,-1.02%,477091
28,"SWHC",0.97,0.38,11.17%,23.86%,19.92%,-17.36%,58.14%,72.98,14.28,9.43%,-0.21%,9.66%,4608660
29,"BLRX",,0.17,34.09%,46.01%,59.93%,2.91%,135.83%,74.92,2.83,9.27%,6.39%,2.70%,1029909
30,"FCSC",-0.25,0.37,26.95%,55.12%,76.23%,-10.79%,146.49%,69.31,5.62,9.13%,9.98%,-0.78%,310207
31,"AVNW",1.59,0.08,18.80%,7.47%,2.93%,-29.95%,46.46%,66.08,1.45,9.02%,7.41%,1.50%,363141
32,"DVAX",2.44,0.80,25.12%,25.01%,39.74%,2.68%,71.68%,79.90,21.46,8.82%,8.93%,-0.10%,706609
33,"TKMR",,1.06,-5.14%,-1.18%,15.71%,-36.98%,123.93%,49.60,19.84,8.65%,6.67%,1.86%,532468
34,"AEO",1.10,0.36,9.44%,12.69%,25.69%,6.13%,63.70%,70.24,16.09,8.57%,-0.80%,9.45%,14269826
35,"CLNT",1.26,0.14,17.16%,17.00%,-10.63%,-46.25%,34.37%,74.42,3.87,8.40%,7.80%,0.56%,27417
36,"GPRO",,2.67,-5.15%,-16.88%,-26.28%,-55.80%,51.90%,40.92,43.52,7.99%,6.15%,1.74%,7009820
37,"WBAI",,1.51,-25.18%,-30.96%,-58.93%,-78.54%,58.55%,36.89,11.59,7.61%,5.75%,1.76%,1759830
