"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ZLCS",1.50,0.12,48.48%,39.71%,-31.26%,-81.76%,75.58%,74.27,1.51,39.81%,-4.43%,46.30%,13492396
2,"AXR",0.78,0.37,37.12%,23.02%,-7.68%,-40.98%,74.41%,75.12,6.61,27.61%,20.18%,6.18%,110128
3,"GERN",1.67,0.21,52.91%,58.67%,-10.21%,-59.56%,194.39%,86.10,3.15,21.15%,-2.78%,24.62%,47527172
4,"TGTX",1.69,0.60,49.29%,55.18%,67.14%,9.98%,196.97%,81.15,8.82,20.82%,19.51%,1.10%,1646186
5,"ONTX",,0.33,10.26%,-3.17%,-61.10%,-83.55%,24.88%,57.54,5.12,14.03%,12.78%,1.11%,1008387
6,"SXE",,0.58,17.67%,22.79%,21.78%,-7.11%,45.26%,82.51,21.16,14.01%,12.08%,1.72%,683614
7,"ARTX",0.57,0.38,15.13%,20.06%,61.91%,-24.36%,400.00%,64.15,5.00,13.38%,13.12%,0.23%,4588649
8,"RH",,3.39,21.86%,22.95%,22.04%,2.42%,47.23%,78.70,80.40,12.68%,-3.94%,17.31%,7390333
9,"CORT",1.55,0.22,22.07%,-14.99%,-3.82%,-42.54%,75.51%,55.58,2.58,12.66%,12.66%,0.00%,645241
10,"NWBO",2.79,0.51,21.90%,18.67%,44.15%,-32.42%,131.94%,68.58,7.19,12.17%,8.45%,3.43%,2147798
11,"VTL",,2.45,117.62%,136.28%,136.28%,7.07%,201.22%,,32.11,12.04%,5.28%,6.42%,249416
12,"BIOC",,0.47,13.20%,2.89%,-18.52%,-46.61%,28.61%,56.77,5.35,11.46%,-8.55%,21.87%,154786
13,"SIGM",0.83,0.24,26.57%,15.48%,-7.65%,-32.99%,36.89%,71.36,4.49,11.41%,5.40%,5.71%,3148156
14,"AAU",0.54,0.06,10.06%,7.20%,6.02%,-30.48%,44.55%,62.67,1.46,10.61%,8.96%,1.52%,472497
15,"AMDA",,0.38,-12.30%,-23.07%,-27.26%,-47.17%,19.85%,34.22,4.95,10.00%,10.00%,0.00%,55004
16,"NFEC",1.29,0.23,50.60%,56.70%,20.90%,-31.94%,256.36%,73.64,1.96,9.50%,-0.51%,10.06%,619774
17,"PGNX",1.47,0.31,13.29%,13.79%,-8.08%,-43.41%,36.00%,62.27,4.22,9.23%,5.40%,3.63%,3558345
