"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"GERN",1.82,0.42,-40.78%,-46.22%,-25.06%,-68.16%,153.06%,33.24,2.48,39.33%,37.78%,1.12%,38737908
2,"BGMD",,0.10,40.58%,43.95%,74.91%,-14.75%,236.36%,75.93,1.85,31.21%,23.33%,6.38%,9287940
3,"XGTI",,0.47,53.47%,82.03%,-11.77%,-63.58%,1547.62%,61.58,3.46,28.62%,28.15%,0.37%,6080619
4,"PTX",1.50,0.32,28.53%,55.37%,55.02%,-26.79%,168.45%,74.02,4.51,19.95%,15.64%,3.72%,1326327
5,"MRCY",1.59,0.31,17.79%,19.18%,31.30%,10.30%,84.71%,73.31,13.17,19.19%,19.19%,0.00%,886128
6,"OCLS",1.66,0.30,51.18%,63.59%,91.40%,-19.00%,165.45%,83.75,5.84,18.70%,9.98%,7.93%,3502890
7,"FLML",0.59,0.51,27.33%,28.49%,76.62%,14.90%,235.62%,76.83,13.19,18.40%,12.83%,4.94%,694088
8,"FF",0.42,0.38,20.27%,25.38%,29.07%,11.26%,84.35%,84.51,20.65,17.60%,-1.81%,19.76%,2345342
9,"USU",3.03,0.50,-3.40%,-8.91%,-49.56%,-84.82%,70.00%,49.53,4.42,17.24%,14.81%,2.12%,810844
10,"ADEP",1.45,1.22,18.79%,19.01%,114.69%,5.59%,655.85%,65.50,20.03,15.71%,15.51%,0.17%,791921
11,"PVA",1.83,0.69,9.15%,23.13%,89.58%,-1.32%,341.85%,64.73,15.73,15.58%,15.24%,0.29%,8797141
12,"FNRG",-0.53,0.23,16.42%,6.46%,10.61%,-2.58%,82.23%,67.19,6.05,15.02%,15.24%,-0.19%,33679
13,"OPXA",2.39,0.12,20.25%,20.77%,22.69%,-41.35%,73.60%,72.38,2.17,14.81%,14.81%,0.00%,4779685
14,"MBLX",1.21,0.08,18.93%,15.26%,18.75%,-34.98%,110.67%,65.97,1.58,13.67%,11.27%,2.16%,890867
15,"EONC",1.26,0.59,-5.37%,22.41%,188.93%,-22.96%,724.29%,50.02,5.77,13.36%,19.46%,-5.11%,318693
16,"HPJ",2.01,0.56,24.14%,58.37%,152.82%,-16.41%,481.52%,64.56,5.35,12.87%,12.16%,0.63%,855560
17,"EROC",0.58,0.18,7.15%,-0.32%,-13.65%,-43.49%,14.32%,58.44,5.35,12.87%,12.39%,0.42%,4125028
18,"QUNR",,2.11,4.57%,14.13%,17.74%,-9.86%,48.34%,56.74,33.11,12.50%,12.93%,-0.37%,714248
19,"CTP",,0.78,45.49%,64.82%,101.02%,-7.49%,335.69%,75.72,11.11,11.43%,3.83%,7.32%,53149
20,"BIOC",,0.60,-9.45%,-10.42%,-10.42%,-22.36%,19.51%,,7.78,10.98%,8.06%,2.71%,36632
21,"SSH",,0.51,-17.03%,-27.02%,-25.98%,-52.32%,35.67%,31.48,6.58,10.77%,10.59%,0.17%,738421
22,"AEHR",1.60,0.17,13.93%,10.51%,31.31%,-19.22%,302.78%,60.32,2.90,10.69%,10.69%,0.00%,20467
23,"VNET",,1.41,14.66%,27.07%,72.26%,3.29%,261.15%,68.36,30.77,10.68%,6.10%,4.32%,3026998
24,"OMER",1.00,0.75,-3.33%,3.51%,47.04%,-13.27%,249.04%,50.25,12.74,10.59%,8.24%,2.17%,817204
25,"QUIK",1.47,0.23,7.37%,14.10%,63.14%,-0.73%,157.82%,63.03,5.44,10.57%,8.80%,1.63%,1500315
26,"BSPM",1.08,0.25,-5.74%,1.38%,65.37%,-33.24%,275.81%,47.71,2.33,10.43%,8.37%,1.90%,789307
27,"FATE",,0.93,44.85%,63.60%,73.92%,-10.15%,167.67%,75.69,11.51,10.35%,10.14%,0.19%,94532
28,"YUME",,0.41,14.64%,8.78%,-5.44%,-35.35%,34.89%,63.57,7.81,10.31%,9.85%,0.42%,591356
29,"GMO",2.31,0.07,-8.64%,-11.65%,-29.55%,-62.46%,11.11%,42.66,1.10,10.00%,11.11%,-1.00%,576878
30,"RVP",0.80,0.19,2.96%,5.39%,48.55%,-8.78%,310.99%,54.96,3.74,10.00%,9.04%,0.88%,40161
31,"IG",0.94,0.30,37.58%,55.17%,137.78%,7.73%,371.77%,84.50,5.85,9.96%,8.74%,1.13%,620818
32,"CCXI",,0.30,9.70%,16.62%,-1.86%,-46.26%,75.93%,66.74,8.04,9.84%,9.24%,0.55%,855206
33,"EXAS",1.34,0.64,5.52%,7.24%,15.02%,-3.55%,108.08%,58.21,14.42,9.82%,9.49%,0.30%,1754416
