"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"XENT",,1.14,16.74%,22.98%,36.36%,7.71%,91.68%,65.55,23.04,22.29%,12.12%,9.08%,260149
2,"ELX",1.55,0.17,24.96%,25.87%,25.11%,-9.43%,57.53%,82.67,7.01,20.86%,4.16%,16.03%,7744088
3,"BEBE",1.39,0.18,21.48%,18.23%,-8.47%,-56.87%,49.73%,65.64,2.98,20.16%,4.56%,14.92%,2722325
4,"ROIAK",2.46,0.13,10.22%,0.09%,-46.77%,-69.42%,31.85%,57.50,1.78,19.46%,15.58%,3.36%,175940
5,"INNL",,0.70,23.26%,13.41%,12.48%,-12.39%,87.24%,64.17,8.33,19.37%,18.69%,0.57%,15428
6,"WBAI",,0.92,5.43%,-13.49%,-39.23%,-64.74%,31.04%,50.83,19.04,18.85%,17.24%,1.37%,2249308
7,"TLYS",,0.45,38.11%,62.63%,57.34%,4.05%,104.96%,93.96,13.63,17.40%,9.74%,6.98%,755951
8,"PCYC",0.87,4.28,14.51%,8.83%,28.32%,-7.03%,74.52%,68.72,144.00,16.40%,-2.62%,19.54%,4629964
9,"NLST",1.13,0.12,72.56%,71.21%,16.47%,-44.81%,133.33%,82.38,1.33,14.66%,-19.88%,43.10%,9747545
10,"NXTD",,0.21,21.10%,23.73%,-12.46%,-44.81%,111.03%,67.80,2.87,12.11%,10.38%,1.56%,590426
11,"IMDZ",,2.55,15.13%,15.74%,59.39%,-13.08%,203.04%,61.26,34.88,10.98%,9.82%,1.05%,46368
12,"SMT",2.06,0.07,9.18%,2.47%,-41.97%,-75.00%,20.00%,56.02,1.32,10.92%,10.00%,0.84%,118171
13,"ROSG",-3.08,0.15,33.73%,28.53%,-7.40%,-51.27%,57.49%,77.05,3.26,10.88%,8.67%,2.04%,199397
14,"VSLR",,0.57,4.89%,-10.51%,-16.96%,-50.61%,24.53%,49.64,9.24,10.79%,8.71%,1.92%,1129144
