"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ASTC",1.63,0.36,16.30%,53.53%,199.24%,-7.56%,501.64%,61.93,3.67,25.68%,17.25%,7.19%,2941736
2,"VRNG",1.61,0.21,44.41%,51.97%,57.41%,15.70%,83.52%,85.80,4.79,20.65%,-4.20%,25.94%,45802496
3,"EZPW",1.24,0.37,3.51%,1.78%,-29.54%,-50.61%,22.02%,55.03,11.25,20.32%,-0.71%,21.18%,4552716
4,"HZNP",,0.42,20.94%,37.36%,153.20%,10.08%,410.15%,75.55,10.05,18.24%,13.56%,4.12%,9554584
5,"TRX",0.82,0.14,12.47%,10.31%,-19.80%,-49.52%,30.06%,57.32,2.12,17.13%,7.07%,9.39%,603149
6,"KUTV",2.14,0.20,14.64%,22.29%,82.91%,-11.02%,265.27%,66.00,3.47,15.67%,13.03%,2.33%,531717
7,"FSL",,0.43,11.99%,16.04%,14.28%,-1.52%,45.52%,69.90,17.55,14.71%,1.21%,13.33%,11955230
8,"MDVN",0.81,3.05,17.89%,27.32%,45.98%,6.08%,101.22%,70.70,84.29,11.23%,-1.99%,13.49%,6162281
9,"CARV",0.49,0.34,36.18%,44.99%,58.89%,4.82%,151.89%,87.94,10.00,11.11%,8.70%,2.22%,24457
10,"GEVO",,0.07,2.84%,-4.20%,-21.29%,-50.55%,21.43%,49.08,1.36,10.57%,7.94%,2.44%,3896384
11,"PLUG",0.91,0.40,-4.75%,45.58%,253.94%,-39.41%,2374.17%,54.03,2.97,10.37%,13.32%,-2.60%,29349650
12,"ONVO",,0.82,-8.58%,-2.78%,48.29%,-29.67%,193.58%,46.92,9.60,10.22%,-4.10%,14.93%,11302165
13,"ISLE",2.56,0.31,4.07%,6.98%,11.23%,-5.98%,43.28%,59.49,8.64,10.06%,11.05%,-0.89%,331563
14,"YRCW",3.47,2.10,29.31%,64.53%,25.81%,-40.82%,280.70%,69.61,21.89,9.94%,9.94%,0.00%,2556638
15,"RDNT",1.76,0.09,15.42%,7.84%,-21.09%,-43.58%,26.00%,63.09,1.89,9.88%,10.53%,-0.58%,557842
16,"GBR",1.40,0.11,1.45%,-5.02%,29.00%,-32.71%,90.43%,45.85,1.79,9.82%,10.49%,-0.61%,104629
