"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"YOD",0.09,0.29,109.16%,120.69%,186.82%,67.76%,401.79%,84.28,5.62,69.79%,54.40%,9.97%,12186995
2,"SUPX",0.82,0.77,26.32%,30.44%,35.52%,19.00%,73.60%,78.44,32.95,35.15%,-0.15%,35.36%,2672903
3,"AZC",2.70,0.12,82.04%,96.46%,51.98%,3.51%,555.56%,92.72,2.95,29.39%,0.34%,28.95%,4409990
4,"HWG",1.73,0.06,28.03%,27.97%,31.09%,5.98%,61.04%,90.26,12.40,27.44%,-0.88%,28.57%,69996
5,"CNIT",2.17,0.46,-5.82%,-13.64%,24.04%,-30.57%,441.67%,47.45,5.20,25.60%,24.70%,0.72%,206904
6,"AMAP",0.75,0.71,36.28%,38.00%,46.46%,13.02%,107.78%,79.21,20.57,24.37%,-0.63%,25.15%,12694910
7,"ARL",0.55,0.39,63.57%,72.81%,97.11%,23.15%,243.12%,87.92,9.47,23.15%,23.15%,0.00%,42741
8,"CALL",1.36,0.56,17.46%,28.16%,16.50%,-15.72%,52.30%,74.66,16.25,18.18%,10.17%,7.27%,2281373
9,"ICLD",-2.83,1.20,-4.71%,10.67%,50.75%,-26.25%,550.00%,52.25,14.30,17.21%,19.17%,-1.64%,787626
10,"GROW",1.99,0.15,20.41%,31.09%,29.88%,-12.29%,68.44%,73.73,3.49,16.33%,12.58%,3.33%,271646
11,"OHRP",-0.98,0.64,54.66%,75.84%,111.80%,14.36%,275.91%,91.76,15.45,15.90%,14.36%,1.35%,707963
12,"DAVE",1.48,1.08,10.30%,5.87%,21.56%,-4.95%,119.71%,63.29,19.95,15.45%,14.66%,0.69%,143403
13,"GALT",2.30,1.35,24.98%,56.11%,108.75%,-10.74%,538.40%,68.33,15.96,14.74%,14.16%,0.50%,2190364
14,"MPAA",1.31,0.84,22.37%,29.53%,99.94%,13.31%,365.00%,75.58,24.65,14.68%,2.69%,11.68%,1077046
15,"PLUG",0.99,0.43,10.42%,46.36%,271.63%,-27.55%,2858.33%,59.36,3.55,14.52%,-1.66%,16.45%,47855228
16,"AAU",0.45,0.10,23.19%,40.50%,19.75%,-34.09%,72.28%,74.02,1.74,14.47%,10.13%,3.95%,433291
17,"DHRM",2.05,0.35,38.60%,64.45%,158.43%,12.01%,307.18%,86.14,7.37,14.26%,13.21%,0.93%,815678
18,"STXS",2.82,0.40,4.03%,24.23%,68.21%,-47.36%,372.25%,59.76,5.21,14.00%,14.25%,-0.22%,1086944
19,"KIN",,1.10,26.13%,44.23%,44.23%,12.17%,124.34%,,19.63,13.73%,13.08%,0.58%,80180
20,"SQNM",0.19,0.12,-1.89%,-1.06%,-23.80%,-52.24%,41.82%,51.06,2.34,13.59%,12.50%,0.97%,3199267
21,"RRGB",1.53,2.05,15.91%,6.92%,16.10%,-13.32%,109.23%,68.08,75.26,13.00%,7.98%,4.65%,694425
22,"ORMP",0.43,3.28,-26.70%,2.16%,68.64%,-49.67%,219.40%,44.32,15.97,12.07%,10.44%,1.47%,1191490
23,"KOOL",1.23,0.28,24.68%,88.25%,113.68%,-24.07%,246.48%,67.27,2.46,11.82%,12.33%,-0.45%,2157235
24,"HGG",1.46,0.62,-11.82%,-29.26%,-43.80%,-57.98%,20.61%,37.15,8.72,11.79%,6.47%,5.00%,1355969
25,"SNTA",3.11,0.38,5.47%,14.17%,3.70%,-43.20%,64.86%,58.96,6.10,11.52%,9.32%,2.01%,2977809
26,"IOT",0.76,0.10,14.81%,23.71%,41.43%,8.71%,105.38%,77.10,6.49,11.51%,8.89%,2.41%,66252
27,"GORO",1.20,0.22,8.05%,7.75%,-24.41%,-62.03%,16.63%,60.66,5.15,11.47%,5.53%,5.63%,1235293
28,"PRCP",1.09,1.23,-0.89%,20.03%,52.07%,-14.69%,162.64%,56.45,15.56,11.30%,6.94%,4.08%,254278
29,"ITMN",3.81,0.96,-13.89%,-9.00%,2.53%,-26.59%,64.43%,43.86,13.50,11.29%,8.52%,2.56%,3850083
30,"TCI",-0.40,0.43,45.27%,64.13%,84.34%,10.52%,239.56%,95.53,15.45,10.91%,4.75%,5.89%,24704
31,"DWCH",0.87,1.55,-2.67%,-11.11%,15.62%,-24.70%,171.83%,44.04,29.14,10.76%,10.76%,0.00%,138034
32,"RGLS",,0.67,17.19%,30.99%,14.40%,-25.68%,103.83%,66.09,9.58,10.75%,8.37%,2.20%,249307
33,"CRVP",0.81,0.08,16.10%,27.02%,36.73%,0.00%,51.22%,71.68,1.24,10.71%,10.71%,0.00%,221489
34,"BAXS",0.44,0.09,16.75%,29.33%,-9.33%,-45.69%,57.61%,69.47,1.45,10.69%,7.41%,3.05%,1105469
35,"DVAX",3.11,0.12,3.49%,4.39%,21.18%,-42.64%,94.90%,58.19,1.91,10.40%,8.52%,1.73%,3046895
36,"FMD",2.44,0.32,5.60%,-2.03%,-35.93%,-66.15%,20.37%,57.13,6.50,10.17%,9.80%,0.34%,71234
37,"AGIO",,2.67,3.05%,25.74%,22.24%,-28.86%,98.67%,58.43,31.33,10.12%,10.63%,-0.46%,231075
38,"RVLT",2.58,0.20,7.20%,6.67%,-5.27%,-40.18%,265.56%,57.75,3.29,10.03%,7.87%,2.01%,1778700
39,"CGEN",1.81,0.52,16.72%,28.24%,51.48%,5.96%,176.97%,73.21,12.63,10.02%,3.44%,6.36%,747584
