"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"MTSL",1.78,0.07,29.15%,22.54%,-7.30%,-49.71%,44.17%,72.98,1.73,26.28%,25.36%,0.73%,388814
2,"RADA",1.01,0.18,74.15%,75.15%,70.67%,-21.98%,100.00%,88.49,2.52,19.43%,16.67%,2.37%,10502398
3,"EVRY",,0.33,42.55%,44.82%,-25.83%,-75.55%,400.00%,67.04,3.35,19.22%,19.22%,0.00%,3203891
4,"PRAN",0.58,0.11,20.44%,14.05%,-47.36%,-80.89%,72.79%,67.06,2.54,18.69%,-8.63%,29.91%,16448509
5,"MGT",0.79,0.16,86.34%,114.56%,7.52%,-56.39%,208.06%,78.40,1.91,18.63%,12.35%,5.59%,463900
6,"IVAN",2.80,0.27,22.18%,0.54%,-39.39%,-72.29%,46.56%,54.21,1.92,18.52%,19.25%,-0.62%,4668234
7,"IPCI",1.40,0.15,24.65%,10.81%,-13.01%,-51.39%,92.64%,70.53,3.14,15.87%,3.63%,11.81%,691447
8,"WPCS",0.14,0.12,21.33%,47.23%,-4.38%,-73.74%,188.89%,66.61,1.30,14.04%,12.07%,1.75%,5111619
9,"MOBI",5.66,0.56,18.96%,25.74%,42.75%,-28.76%,200.33%,67.79,9.04,13.14%,8.92%,3.88%,2516265
10,"RITT",1.44,0.12,24.73%,12.47%,-7.48%,-52.92%,62.92%,65.46,1.45,11.54%,16.94%,-4.62%,452009
11,"EARS",,0.35,-3.72%,-3.57%,-3.57%,-12.21%,12.43%,,5.97,11.17%,10.97%,0.19%,50634
12,"VRTA",0.21,0.13,53.38%,63.15%,58.29%,4.08%,88.89%,81.78,2.55,10.87%,10.87%,0.00%,12011
13,"ZIOP",2.12,0.14,2.29%,-2.07%,-14.88%,-40.68%,15.33%,52.59,3.31,10.70%,10.70%,0.00%,1404028
