"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ATOS",,0.08,54.47%,29.47%,-27.73%,-75.35%,66.09%,75.32,1.91,54.03%,56.56%,-1.61%,9909463
2,"ROYL",2.21,0.07,21.16%,17.12%,23.07%,-8.67%,39.26%,82.23,3.37,19.93%,7.67%,11.39%,11159810
3,"NTLS",1.12,0.61,7.61%,8.27%,-12.66%,-34.46%,27.90%,58.19,14.32,18.78%,2.39%,16.00%,3356182
4,"RLYP",,1.81,15.75%,-9.11%,-11.79%,-51.82%,120.00%,52.22,25.41,16.45%,15.03%,1.24%,334596
5,"CCM",0.60,0.31,5.59%,-6.54%,26.09%,-33.43%,121.45%,53.01,6.71,15.49%,13.73%,1.55%,274169
6,"PERY",1.78,0.34,14.95%,18.53%,4.44%,-23.16%,37.83%,80.51,17.05,15.28%,7.91%,6.83%,696197
7,"GTT",0.51,0.78,-9.81%,-13.14%,19.93%,-32.26%,159.14%,45.63,9.07,15.25%,7.85%,6.86%,1338671
8,"KIRK",2.01,0.65,14.83%,7.74%,-0.57%,-27.90%,36.57%,66.65,19.12,14.70%,11.23%,3.12%,357409
9,"LIQD",,0.47,-38.57%,-51.73%,-70.75%,-82.52%,50.00%,35.22,1.80,14.65%,5.88%,8.28%,6749357
10,"BRC",1.41,0.61,8.89%,6.93%,-3.48%,-20.46%,15.54%,64.86,27.81,14.63%,7.42%,6.72%,1327885
11,"PMFG",1.48,0.32,5.72%,-6.17%,-24.97%,-42.69%,28.71%,52.59,5.29,14.50%,14.01%,0.43%,399916
12,"TGTX",1.45,0.57,6.78%,-9.30%,1.82%,-33.54%,79.46%,51.65,5.33,13.89%,6.18%,7.26%,393968
13,"BCEI",,1.91,12.85%,12.44%,14.15%,-9.31%,56.99%,66.55,52.12,13.65%,7.41%,5.81%,3358720
14,"HTBX",,0.36,2.89%,-15.99%,-42.59%,-68.80%,23.58%,46.89,4.77,13.57%,12.77%,0.71%,20130
15,"HPJ",2.47,0.44,-10.81%,-20.68%,29.76%,-49.68%,296.94%,43.14,3.89,13.41%,11.78%,1.46%,472214
16,"CISG",1.29,0.30,13.86%,2.31%,23.48%,-23.09%,52.84%,63.43,7.26,13.26%,3.71%,9.20%,275834
17,"CTIC",1.00,0.16,1.36%,-10.70%,19.38%,-32.47%,195.88%,48.79,2.87,12.99%,7.09%,5.51%,5963427
18,"SPTN",0.74,0.50,12.04%,9.97%,8.86%,-4.78%,48.58%,72.05,24.38,12.40%,7.59%,4.47%,383109
19,"CSUN",2.40,0.29,23.47%,-5.92%,-24.07%,-62.41%,121.39%,58.12,3.83,12.32%,10.69%,1.47%,476108
20,"PBYI",,5.94,4.48%,-15.99%,-7.46%,-49.11%,117.72%,48.38,73.11,11.77%,11.91%,-0.12%,549967
21,"FPRX",,0.95,-1.47%,-16.02%,-8.08%,-42.56%,67.08%,44.78,13.40,11.76%,10.74%,0.92%,174428
22,"XONE",,2.28,-9.04%,-13.89%,-42.23%,-63.64%,17.71%,43.70,28.65,11.61%,10.15%,1.32%,718228
23,"RGSE",1.26,0.28,-15.85%,-32.82%,-26.28%,-60.00%,36.47%,34.14,2.32,11.54%,9.43%,1.92%,1305717
24,"WAVX",1.58,0.18,38.86%,59.30%,61.28%,-7.00%,169.57%,75.98,1.86,11.38%,10.71%,0.60%,1752138
25,"YY",,3.98,8.69%,-7.09%,8.88%,-31.56%,169.86%,53.05,62.23,11.12%,10.89%,0.21%,4480736
26,"PED",-0.10,0.16,9.52%,5.40%,-13.36%,-56.40%,473.68%,60.00,2.18,10.66%,4.81%,5.58%,272152
27,"RCPT",,2.45,-7.76%,-25.06%,-10.57%,-48.58%,117.54%,40.14,28.28,10.64%,9.53%,1.02%,387512
28,"VSTM",,0.61,13.92%,-6.21%,-24.07%,-52.18%,26.76%,56.76,9.00,10.16%,10.29%,-0.12%,218604
29,"PRMW",1.44,0.24,2.93%,9.02%,47.28%,-8.33%,211.03%,57.10,4.51,10.00%,10.81%,-0.73%,158947
30,"PAYC",,0.75,4.17%,2.36%,2.36%,-14.17%,17.40%,,15.38,9.86%,10.57%,-0.64%,86045
31,"DSS",0.71,0.10,5.22%,-2.91%,-12.81%,-58.09%,47.67%,54.80,1.27,9.48%,5.83%,3.45%,404089
32,"HMNY",0.70,0.26,10.16%,-3.23%,-21.57%,-51.84%,29.23%,55.98,4.51,9.47%,7.38%,1.94%,106733
33,"CMCM",,1.02,9.25%,9.25%,9.25%,-9.37%,19.12%,,14.89,9.16%,7.82%,1.25%,698043
34,"VJET",,0.97,-2.07%,-28.40%,-55.98%,-79.73%,10.43%,40.39,14.19,9.15%,9.15%,0.00%,776980
35,"CNDO",,0.11,5.64%,-4.49%,-49.15%,-82.45%,43.20%,52.21,1.79,9.15%,9.15%,0.00%,278211
36,"ISH",1.40,1.01,0.24%,-8.43%,-7.01%,-23.89%,41.30%,49.20,24.80,9.01%,8.34%,0.62%,35633
37,"SOL",3.36,0.19,6.08%,-10.15%,-28.50%,-53.33%,54.70%,50.34,2.80,8.95%,5.66%,3.11%,4995503
38,"SN",,1.18,11.99%,9.84%,17.21%,-4.70%,53.97%,66.25,31.41,8.84%,0.77%,8.00%,8759475
39,"WBAI",,2.30,9.81%,-1.15%,-1.21%,-34.00%,96.47%,54.11,35.64,8.72%,7.77%,0.88%,364307
