"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"SGOC",-0.70,0.13,79.92%,57.25%,1.96%,-65.91%,123.62%,79.74,2.84,76.40%,36.54%,29.19%,8622517
2,"DGLY",0.97,1.65,174.46%,229.38%,144.66%,-10.25%,417.49%,75.59,15.68,36.47%,12.00%,21.85%,12568332
3,"RSH",1.09,0.08,116.50%,81.98%,-20.79%,-67.20%,160.00%,84.10,1.43,31.19%,33.64%,-1.83%,50238616
4,"OTIV",0.81,0.10,26.13%,25.24%,4.59%,-34.93%,99.30%,78.26,2.85,23.38%,22.84%,0.43%,3373366
5,"RPRX",0.55,0.82,44.90%,38.67%,26.24%,-27.56%,71.13%,82.38,21.58,18.51%,2.52%,15.60%,4891825
6,"CTC",1.72,0.12,-7.83%,6.23%,-6.60%,-44.19%,67.42%,49.04,1.49,16.41%,11.28%,4.61%,55340
7,"TROV",-0.73,0.35,61.56%,71.18%,22.12%,-34.25%,102.36%,84.62,6.01,14.69%,12.13%,2.29%,878814
8,"XXII",3.08,0.30,7.52%,3.80%,10.60%,-52.36%,248.28%,53.98,3.03,12.64%,12.22%,0.37%,1558583
9,"WPCS",0.09,0.11,15.11%,45.84%,-13.24%,-75.76%,166.67%,64.30,1.20,12.15%,9.09%,2.80%,2951561
10,"CDZI",1.30,0.79,25.16%,39.53%,69.38%,-12.68%,187.83%,71.05,13.01,11.48%,13.23%,-1.54%,256469
11,"EZCH",1.29,0.67,14.04%,9.75%,11.71%,-10.21%,31.27%,70.51,27.96,10.47%,12.33%,-1.66%,1438441
12,"EXA",,0.62,24.65%,18.42%,-1.96%,-27.95%,40.00%,75.17,11.83,10.25%,9.94%,0.28%,66285
13,"OMED",,1.13,10.01%,0.66%,-17.28%,-49.03%,78.79%,56.66,21.58,9.93%,5.68%,4.02%,489283
14,"BIOF",4.46,0.80,20.66%,44.36%,148.23%,2.58%,989.38%,73.88,12.31,9.71%,11.10%,-1.25%,867187
15,"VRTA",0.17,0.05,12.16%,13.94%,7.60%,-16.10%,27.41%,69.78,1.72,9.55%,8.86%,0.64%,47949
16,"INVE",0.66,0.68,30.68%,38.21%,77.06%,6.14%,221.02%,77.33,15.73,9.24%,10.00%,-0.69%,251312
17,"PRTS",1.08,0.11,7.47%,-2.40%,11.31%,-21.76%,251.65%,57.21,3.20,9.22%,7.74%,1.37%,120181
18,"HSOL",3.00,0.11,7.01%,-5.15%,-21.02%,-61.58%,25.14%,50.31,2.19,8.96%,17.11%,-6.97%,2175576
