"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"JRJC",1.69,0.23,81.04%,84.23%,67.10%,-4.63%,385.71%,86.98,7.82,75.73%,66.38%,5.62%,11484986
2,"MOBI",5.63,0.38,29.23%,22.90%,40.02%,-33.25%,181.40%,70.83,8.47,26.23%,9.72%,15.05%,8010247
3,"TROV",-0.80,0.17,38.92%,30.49%,-10.90%,-51.42%,49.49%,80.08,4.44,23.33%,18.40%,4.17%,1088612
4,"FSI",0.80,0.18,25.56%,58.37%,78.62%,-3.75%,196.15%,68.09,1.54,23.20%,21.26%,1.60%,1177206
5,"ADMP",-0.95,0.24,-5.82%,-20.76%,-40.59%,-71.18%,30.92%,41.49,3.43,21.63%,22.06%,-0.35%,233007
6,"NBY",0.49,0.06,26.07%,35.75%,12.34%,-38.42%,64.47%,73.14,1.25,21.36%,8.70%,11.65%,2137140
7,"MNDL",-0.23,0.27,24.79%,20.20%,28.57%,-7.77%,97.81%,71.53,4.51,18.37%,19.63%,-1.05%,945454
8,"APT",0.64,0.09,24.28%,26.11%,28.05%,4.23%,88.19%,75.99,2.71,16.31%,14.35%,1.72%,476915
9,"NPTN",0.60,0.23,2.59%,-14.01%,-47.07%,-63.65%,40.45%,49.42,3.09,14.87%,-2.22%,17.47%,393050
10,"XPLR",1.80,0.26,-2.54%,-8.61%,-9.51%,-29.46%,43.01%,45.79,5.22,13.23%,13.23%,0.00%,27389
11,"MGPI",2.35,0.46,31.80%,38.81%,76.22%,8.53%,159.63%,83.49,11.07,13.07%,10.81%,2.04%,389780
12,"WPCS",0.07,0.13,15.70%,51.80%,-21.17%,-78.75%,148.89%,63.75,1.12,12.00%,6.67%,5.00%,1836281
13,"ICLD",-2.19,0.37,5.30%,-7.25%,-36.56%,-71.79%,148.64%,51.06,5.47,11.86%,11.63%,0.20%,551903
14,"LRAD",1.31,0.14,42.35%,46.96%,54.42%,2.71%,140.48%,81.20,3.03,11.81%,6.69%,4.80%,826537
15,"HTCH",1.57,0.25,44.59%,72.27%,44.84%,-2.99%,115.31%,75.11,4.22,11.64%,9.04%,2.38%,1309574
