"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",18972.92,27.30,57.19,-0.23%,930491
2,"AA","Alcoa, Inc.","Basic Materials","Aluminum","USA",11267.10,42.12,10.63,0.95%,10527056
3,"AADR","WCM/BNY Mellon Focused Growth ADR ETF","Financial","Exchange Traded Fund","USA",,,37.47,-0.35%,1525
4,"AAIT","iShares MSCI AC Asia Information Tech","Financial","Exchange Traded Fund","USA",,,31.66,0.41%,598
5,"AAL","AMR Corporation","Services","Major Airlines","USA",8326.08,21.93,25.25,1.90%,7163889
6,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",2116.18,,930.00,3.28%,11147
7,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",83.07,8.67,4.09,4.87%,30735
8,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",2232.80,16.67,29.40,0.20%,457569
9,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",188.81,,15.01,0.20%,83518
10,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1194.48,36.12,31.95,-1.72%,149246
11,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",7975.25,19.79,110.68,0.96%,381118
12,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",501374.82,13.99,561.02,1.17%,7916374
13,"AAT","American Assets Trust, Inc.","Financial","REIT - Office","USA",1269.37,637.60,31.43,-1.41%,129451
14,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",68.46,,1.17,2.63%,125511
15,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",729.10,,4.34,0.23%,114473
16,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",1034.10,9.25,41.15,-0.02%,173956
17,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",,,60.31,0.79%,399153
18,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",1981.70,15.79,21.34,-0.65%,232297
