"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"BCLI",0.61,0.31,124.42%,120.74%,80.42%,31.58%,194.12%,89.53,7.50,57.56%,0.00%,57.56%,24650152
2,"JOB",1.04,0.17,164.04%,375.89%,618.75%,-11.23%,1283.33%,86.03,1.66,37.19%,38.33%,-0.83%,1611061
3,"MELA",0.00,0.09,19.08%,1.41%,-46.29%,-81.91%,45.05%,61.24,1.61,34.17%,34.17%,0.00%,743500
4,"VGGL",,0.38,3.04%,11.04%,-53.63%,-93.63%,160.63%,56.32,3.31,25.38%,26.34%,-0.76%,2826473
5,"NKA",0.71,0.38,4.23%,-32.19%,-67.48%,-75.17%,35.42%,46.90,3.67,23.99%,14.69%,8.11%,441028
6,"PWRD",1.84,0.63,23.74%,5.66%,-0.54%,-24.87%,30.31%,70.19,19.26,22.21%,4.05%,17.45%,2835077
7,"APRI",1.90,0.09,11.84%,-7.09%,-34.53%,-55.39%,30.43%,55.51,1.20,20.00%,18.81%,1.00%,642784
8,"ONTX",,0.27,-1.29%,-11.60%,-21.74%,-76.02%,20.06%,45.89,3.89,18.24%,18.96%,-0.61%,139385
9,"TECU",0.70,0.37,22.01%,12.16%,-21.39%,-60.86%,52.30%,59.56,3.64,17.80%,18.57%,-0.65%,102228
10,"CALI",0.98,0.12,-2.19%,-2.70%,-36.53%,-76.62%,103.23%,50.92,1.26,17.76%,11.50%,5.61%,28725
11,"VPCO",0.14,0.11,9.95%,-14.47%,-60.49%,-84.96%,39.22%,45.94,1.42,17.36%,20.34%,-2.48%,420743
12,"CHNR",-0.14,0.23,4.66%,-9.88%,-23.07%,-79.50%,48.66%,53.01,2.77,17.16%,16.18%,0.85%,188443
13,"CGIX",,0.42,21.92%,19.81%,-21.60%,-62.86%,61.08%,65.34,7.78,16.47%,16.82%,-0.30%,51622
14,"CSUN",2.36,0.10,5.97%,-18.78%,-51.13%,-81.44%,19.33%,46.65,1.42,16.39%,15.45%,0.82%,124374
15,"QTWW",1.20,0.21,5.52%,-23.26%,-50.09%,-78.49%,38.29%,43.20,2.42,15.79%,15.79%,0.00%,343828
16,"CNAT",,0.45,8.60%,9.48%,13.29%,-48.37%,59.88%,61.05,8.09,15.57%,14.27%,1.14%,752110
17,"ATEA",1.59,0.14,36.94%,28.95%,3.09%,-48.34%,81.98%,69.93,2.02,15.43%,16.09%,-0.57%,78907
18,"SDT",0.93,0.18,2.55%,-6.39%,-30.64%,-59.64%,16.00%,49.08,3.48,15.23%,14.85%,0.33%,379468
19,"EROC",1.04,0.29,6.39%,-10.31%,-35.66%,-57.79%,42.13%,51.00,2.53,15.00%,15.53%,-0.45%,1481301
