"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"NCT",1.95,0.32,91.28%,85.99%,78.39%,60.94%,103.60%,90.77,23.74,98.16%,0.34%,97.50%,1772996
2,"CPXX",,0.19,-6.43%,-13.24%,-22.52%,-51.82%,32.35%,45.20,2.25,30.81%,19.05%,9.88%,1660473
3,"INFN",1.72,0.42,34.29%,33.55%,50.18%,16.98%,98.99%,78.16,13.85,30.54%,13.34%,15.17%,23772070
4,"GBR",1.21,0.16,20.66%,-7.37%,-28.48%,-73.74%,77.26%,55.18,1.49,27.26%,37.87%,-7.69%,61575
5,"SILC",,1.06,20.92%,19.10%,-23.24%,-51.81%,33.92%,73.08,34.82,24.18%,18.44%,4.85%,240878
6,"IHT",-0.12,0.14,43.43%,50.92%,57.39%,17.76%,111.81%,79.95,3.05,23.48%,17.76%,4.86%,22711
7,"BRP",,0.47,24.84%,19.71%,14.31%,-4.53%,34.74%,79.54,23.39,23.04%,1.34%,21.41%,4234282
8,"NPTN",0.44,0.20,-4.14%,0.28%,-40.28%,-64.59%,36.82%,49.48,3.01,22.36%,14.45%,6.91%,394099
9,"TUBE",,0.85,42.57%,44.93%,51.45%,13.81%,105.28%,77.22,16.73,21.32%,19.50%,1.52%,974642
10,"MTRN",2.06,1.09,17.58%,11.10%,8.19%,-10.51%,40.53%,69.32,35.15,20.87%,12.26%,7.67%,488365
11,"SHLM",1.46,1.13,9.29%,-1.70%,-1.34%,-16.21%,24.24%,58.01,35.62,18.18%,13.44%,4.18%,873350
12,"BBW",1.36,0.57,15.23%,16.28%,29.75%,-2.79%,112.16%,64.20,15.00,17.74%,-0.73%,18.60%,870397
13,"DAN",2.29,0.55,10.60%,-1.68%,-5.05%,-16.98%,22.31%,60.96,20.56,17.55%,9.07%,7.78%,9847563
14,"LAKE",-1.17,3.21,9.96%,61.27%,105.04%,-48.36%,221.26%,53.27,15.26,16.22%,17.75%,-1.29%,5106234
15,"SCSS",1.64,0.66,20.96%,17.22%,30.18%,10.29%,63.81%,78.24,25.08,16.22%,2.37%,13.53%,5671010
16,"LAWS",1.27,1.06,14.56%,23.48%,45.18%,5.65%,126.01%,76.42,24.50,16.11%,8.36%,7.16%,47808
17,"TSCO",1.10,1.48,18.61%,14.72%,8.90%,-8.52%,26.90%,77.02,71.00,15.82%,4.41%,10.93%,6478093
18,"DRD",0.72,0.24,-8.48%,-0.35%,-10.88%,-45.66%,21.52%,46.83,2.88,15.66%,9.92%,5.22%,294253
19,"RRST",1.09,0.16,12.46%,3.83%,-14.38%,-24.63%,18.48%,66.95,7.18,15.62%,15.06%,0.48%,26519
20,"EGHT",1.08,0.39,17.67%,6.72%,-11.92%,-34.19%,35.33%,63.02,7.70,14.93%,-0.39%,15.37%,3611478
21,"GPI",1.51,2.52,14.07%,9.84%,14.15%,-5.01%,40.45%,66.43,82.82,14.69%,9.87%,4.39%,1276608
22,"QURE",,0.31,18.47%,11.47%,-3.25%,-38.67%,38.72%,72.45,11.50,14.31%,14.20%,0.10%,22859
23,"SLAB",0.99,1.20,12.10%,5.82%,-4.40%,-18.46%,21.33%,65.28,44.03,13.80%,4.11%,9.30%,1227278
24,"CRS",1.61,1.27,13.19%,0.97%,-13.92%,-24.98%,20.64%,64.97,49.98,13.77%,8.65%,4.71%,1310055
25,"ALIM",1.42,0.31,9.05%,0.86%,-8.51%,-35.31%,210.23%,59.29,5.46,13.51%,12.35%,1.04%,1132487
26,"TYL",0.90,2.60,13.54%,14.96%,16.83%,-3.45%,40.19%,70.84,104.26,13.04%,9.83%,2.93%,639440
27,"CLRO",0.80,0.23,5.48%,-1.82%,-12.16%,-40.84%,13.25%,57.80,8.46,12.80%,7.09%,5.33%,124400
28,"DSKX",0.00,0.07,12.93%,6.80%,-29.39%,-54.74%,29.17%,58.45,1.24,12.73%,18.10%,-4.55%,114262
29,"RTIX",1.61,0.27,-6.98%,-16.75%,-5.48%,-28.14%,44.77%,42.37,4.01,12.64%,13.92%,-1.12%,399312
30,"MHH",1.93,0.46,17.70%,2.62%,-20.16%,-43.21%,36.35%,63.84,10.99,12.14%,6.70%,5.10%,37625
31,"OVAS",,1.02,20.97%,28.14%,78.27%,8.65%,235.21%,72.81,18.47,11.74%,10.27%,1.33%,509395
32,"RIGL",1.26,0.12,2.63%,-13.50%,-39.32%,-61.80%,22.44%,45.46,1.91,11.70%,11.05%,0.58%,669126
