"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"FURX",1.10,1.79,137.72%,145.50%,163.76%,113.49%,230.15%,94.29,105.68,129.89%,-7.78%,149.29%,5211824
2,"LIOX",1.48,0.25,21.20%,19.43%,67.57%,7.19%,217.59%,67.92,6.86,29.43%,14.52%,13.02%,3908783
3,"ATMI",1.32,0.70,16.53%,15.40%,28.84%,7.54%,69.98%,72.00,33.81,25.55%,0.15%,25.36%,13208951
4,"HW",2.64,0.29,20.79%,27.01%,32.35%,9.85%,53.13%,76.30,12.71,20.25%,12.68%,6.72%,3012540
5,"QCCO",0.52,0.13,27.08%,39.01%,7.54%,-24.62%,61.49%,69.65,2.60,19.82%,19.82%,0.00%,69383
6,"ENZ",1.83,0.16,15.03%,21.38%,33.56%,-11.02%,76.50%,68.91,3.23,17.45%,17.88%,-0.36%,1218672
7,"KORS",,2.18,14.02%,11.82%,26.35%,6.30%,74.14%,67.51,89.91,17.27%,-3.32%,21.30%,22925446
8,"LPHI",0.93,0.19,17.58%,45.62%,24.38%,-26.93%,101.25%,68.46,2.98,16.41%,12.03%,3.91%,475232
9,"PLUG",0.82,0.42,-1.16%,46.99%,265.24%,-33.27%,2625.00%,56.97,3.27,15.14%,13.54%,1.41%,24289748
10,"CVV",1.58,0.60,6.44%,7.37%,29.44%,-3.34%,88.18%,58.02,14.49,13.47%,0.00%,13.47%,101996
11,"IDTI",1.80,0.33,2.09%,3.13%,14.12%,-8.54%,60.34%,53.97,10.39,12.69%,2.47%,9.98%,5569200
12,"RSYS",0.61,0.14,18.17%,29.85%,-12.66%,-38.65%,57.92%,75.13,3.19,11.93%,11.15%,0.70%,334845
13,"OHRP",-0.93,0.47,36.31%,45.71%,71.77%,11.27%,197.81%,85.97,12.24,11.58%,11.27%,0.27%,706068
14,"CWEI",2.24,2.58,6.98%,-0.28%,29.44%,-10.95%,114.56%,56.40,75.74,11.45%,9.06%,2.19%,65874
15,"INPH",0.95,0.20,-3.62%,-5.91%,2.18%,-36.03%,91.91%,45.56,4.03,11.33%,8.92%,2.21%,26762
16,"NIHD",1.62,0.25,24.10%,32.20%,-39.12%,-65.89%,76.32%,65.76,3.35,11.30%,9.48%,1.66%,11402453
17,"NAV",1.69,1.30,-8.21%,-12.95%,-7.25%,-21.07%,41.12%,40.10,32.81,11.26%,10.32%,0.85%,2829439
18,"ENTG",3.74,0.30,3.88%,4.13%,12.92%,-1.89%,28.57%,59.19,11.43,11.19%,-1.89%,13.33%,7456934
