"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ANTH",1.59,0.14,28.23%,23.57%,-10.48%,-40.11%,55.48%,69.59,2.27,29.71%,17.62%,10.29%,3681931
2,"CNAT",,0.52,34.80%,35.79%,41.12%,-35.80%,98.81%,75.47,10.06,24.35%,-11.91%,41.16%,11190195
3,"FGEN",,1.70,22.39%,31.01%,31.01%,7.34%,68.11%,,33.79,22.96%,22.69%,0.22%,344278
4,"STXS",3.25,0.10,30.56%,12.95%,-34.31%,-70.35%,42.42%,67.80,1.88,22.08%,-6.93%,31.17%,3091568
5,"GLMD",,0.53,28.05%,19.48%,-8.65%,-63.16%,50.66%,67.90,6.90,18.35%,10.22%,7.38%,123753
6,"SMLR",,0.19,-5.43%,-4.60%,-34.91%,-67.59%,29.83%,49.43,2.35,17.50%,19.28%,-1.49%,48849
7,"QURE",,1.00,14.04%,31.90%,48.27%,-8.48%,107.00%,66.53,17.16,16.66%,15.09%,1.36%,180501
8,"PLX",,0.11,9.86%,4.47%,-29.47%,-59.06%,26.90%,62.88,2.17,16.04%,5.85%,9.63%,1442570
9,"VTAE",,1.59,-2.42%,12.41%,35.52%,-17.82%,254.71%,52.66,19.19,16.02%,15.95%,0.06%,160648
10,"BOTA",0.87,0.12,24.70%,23.91%,-5.89%,-59.69%,35.71%,74.58,2.85,15.85%,14.92%,0.81%,1540773
11,"KITE",,3.20,32.49%,54.23%,108.61%,13.25%,232.14%,84.27,69.75,15.08%,8.80%,5.77%,2626764
12,"XENT",,1.07,6.22%,11.51%,23.79%,-3.09%,72.46%,59.16,20.73,13.28%,11.63%,1.48%,95100
13,"NDRM",,1.81,71.85%,69.97%,69.97%,-28.42%,140.74%,,13.65,13.18%,14.51%,-1.16%,5638209
14,"CISG",1.09,0.47,18.58%,29.25%,17.14%,-19.70%,54.69%,68.09,7.58,12.97%,12.80%,0.15%,711701
15,"MIFI",2.22,0.15,22.41%,19.32%,56.31%,-5.63%,144.37%,70.74,3.69,12.84%,12.50%,0.31%,403478
16,"FOMX",,0.47,28.96%,43.20%,45.28%,-24.09%,75.79%,76.43,8.35,12.08%,11.33%,0.67%,559857
17,"APRI",2.43,0.10,24.77%,4.33%,-26.65%,-50.19%,45.65%,63.31,1.34,11.67%,12.61%,-0.83%,922288
18,"CALI",0.93,0.13,9.45%,8.97%,-29.01%,-74.03%,125.81%,58.64,1.40,11.11%,7.69%,3.17%,27363
19,"ICPT",,7.63,20.66%,1.85%,-25.83%,-64.39%,171.39%,57.98,177.00,10.98%,12.37%,-1.24%,1025064
20,"DLHC",1.34,0.16,-2.04%,-12.98%,4.69%,-40.82%,68.75%,45.54,2.16,10.77%,10.76%,0.01%,11094
21,"ISIS",1.60,3.48,14.45%,29.08%,74.43%,1.56%,206.38%,66.94,68.17,10.72%,6.57%,3.90%,10243421
22,"IFON",0.75,0.09,7.29%,-8.57%,-38.79%,-72.71%,20.75%,51.48,1.28,10.34%,10.34%,0.00%,149332
23,"SKUL",1.74,0.29,11.52%,13.85%,22.83%,-12.98%,48.73%,69.26,9.92,9.86%,5.53%,4.10%,881541
24,"CPXX",,0.17,15.71%,8.78%,-16.01%,-54.18%,35.44%,67.52,2.14,9.74%,1.90%,7.69%,735082
25,"MBII",,0.26,45.49%,53.09%,-41.55%,-78.72%,125.95%,81.05,4.18,9.71%,4.50%,4.99%,284952
26,"CMCM",,0.59,10.86%,-1.42%,-14.30%,-44.95%,35.52%,57.37,16.94,9.64%,8.73%,0.84%,1626727
27,"ATHX",0.70,0.11,32.97%,29.23%,7.55%,-57.97%,68.52%,75.08,1.82,9.64%,7.69%,1.81%,1480444
28,"ACH",1.71,0.25,11.65%,13.07%,21.85%,-1.27%,50.79%,68.88,12.44,9.60%,-0.72%,10.40%,502566
29,"EHIC",,0.62,-3.49%,-11.46%,-11.46%,-29.46%,15.93%,,9.17,9.56%,8.26%,1.19%,44604
30,"BLCM",,2.32,15.95%,15.95%,15.95%,-8.58%,37.53%,,25.03,9.49%,7.56%,1.79%,508363
31,"IPHI",2.16,0.67,25.47%,29.38%,30.68%,1.04%,77.92%,77.65,19.34,9.02%,9.14%,-0.11%,1228523
32,"XOMA",3.09,0.29,-7.28%,-11.19%,-10.78%,-59.56%,13.16%,43.54,3.87,9.01%,6.61%,2.25%,6016964
33,"HMY",0.20,0.10,17.22%,19.78%,-19.10%,-44.47%,37.91%,68.47,2.11,8.76%,6.57%,2.06%,4400583
34,"SGC",0.40,1.14,18.28%,28.25%,61.76%,8.00%,147.30%,79.39,32.40,8.47%,8.18%,0.27%,46492
