"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"CYCC",1.95,0.10,149.52%,138.08%,-32.03%,-58.45%,236.59%,86.63,1.72,57.80%,29.32%,22.02%,19432756
2,"EYES",,1.01,77.46%,64.62%,43.95%,-29.53%,110.29%,74.45,16.93,43.46%,37.07%,4.66%,8834549
3,"UNXL",-1.24,0.28,24.70%,19.36%,4.41%,-37.02%,49.54%,73.29,6.55,26.69%,19.74%,5.80%,820460
4,"XIN",1.46,0.08,35.59%,35.91%,0.13%,-39.17%,54.00%,83.19,3.08,22.71%,4.76%,17.13%,1308696
5,"ABTL",0.95,0.48,27.32%,22.15%,20.65%,-23.80%,60.13%,74.03,12.65,21.87%,0.72%,21.00%,682452
6,"TTI",2.19,0.28,18.06%,6.74%,-34.22%,-54.95%,28.18%,63.17,6.05,21.49%,14.15%,6.43%,3404233
7,"CLNE",1.82,0.27,24.07%,27.35%,-21.40%,-48.18%,53.13%,69.85,6.11,21.23%,8.14%,12.10%,9226856
8,"DGI",0.44,0.91,14.97%,14.48%,15.59%,-3.15%,40.55%,67.85,33.52,17.82%,11.73%,5.45%,2724954
9,"AIRM",1.02,1.34,19.79%,23.09%,8.69%,-11.94%,32.70%,78.49,53.49,17.12%,7.19%,9.26%,2184590
10,"CALI",0.76,0.13,-5.11%,-4.44%,-25.96%,-75.15%,98.39%,48.18,1.23,14.95%,10.81%,3.74%,34279
11,"MNST",0.27,2.59,17.93%,21.54%,52.40%,12.02%,124.03%,82.50,141.14,13.15%,1.07%,11.95%,4574625
12,"WGBS",1.60,0.49,32.55%,45.89%,-31.80%,-82.73%,81.75%,67.84,5.18,13.10%,11.88%,1.09%,258450
13,"BLOX",,0.63,18.89%,18.81%,48.45%,-4.46%,102.14%,76.84,23.59,11.12%,-3.83%,15.54%,2834497
14,"ANFI",,0.80,-4.37%,-12.55%,-29.08%,-51.06%,34.01%,44.64,9.93,10.58%,10.33%,0.22%,360473
15,"NSEC",0.26,0.25,10.00%,9.61%,17.24%,-6.65%,67.66%,69.39,14.76,10.52%,10.52%,0.00%,16755
16,"BCLI",0.50,0.20,11.94%,8.10%,4.72%,-48.64%,54.80%,61.10,4.35,10.41%,11.54%,-1.02%,876406
17,"FIX",1.78,0.44,9.06%,10.79%,20.18%,2.42%,47.92%,68.16,18.61,10.25%,0.59%,9.60%,198716
18,"SGB",0.22,0.55,6.51%,4.45%,6.00%,-19.34%,31.01%,57.87,14.72,10.09%,6.90%,2.98%,78778
19,"LINC",2.14,0.16,18.99%,8.43%,-7.71%,-38.47%,39.88%,63.57,2.87,9.96%,10.38%,-0.38%,118714
20,"NATH",0.42,1.91,7.47%,5.88%,28.46%,-3.20%,73.92%,68.33,83.24,9.74%,2.58%,6.99%,20591
21,"NPTN",0.49,0.11,14.94%,12.93%,8.65%,-57.06%,65.91%,73.24,3.65,8.96%,6.41%,2.39%,129158
