"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",17824.35,25.64,53.11,-1.37%,1750170
2,"AA","Alcoa, Inc.","Basic Materials","Aluminum","USA",9886.80,36.96,9.59,3.79%,41794364
3,"AADR","WCM/BNY Mellon Focused Growth ADR ETF","Financial","Exchange Traded Fund","USA",,,36.90,0.30%,2745
4,"AAIT","iShares MSCI AC Asia Information Tech","Financial","Exchange Traded Fund","USA",,,31.83,1.27%,150
5,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",1689.65,,720.00,0.14%,100
6,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",85.92,10.63,4.00,-0.99%,7150
7,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",2207.69,16.48,29.10,0.31%,503870
8,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",158.43,,12.57,0.00%,59658
9,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1616.68,37.59,29.04,-0.95%,114206
10,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",7281.97,18.07,100.12,0.02%,746459
11,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",469982.36,13.12,523.74,0.76%,8172837
12,"AAT","American Assets Trust, Inc.","Financial","REIT - Office","USA",1271.36,638.60,31.91,-0.06%,168422
13,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",66.06,,1.08,-1.82%,143407
14,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",668.48,,3.98,0.25%,186656
15,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",914.51,8.18,36.69,0.80%,430923
16,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",2036.45,,59.64,-1.01%,669934
17,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2013.99,16.05,21.99,0.73%,475508
18,"ABAX","Abaxis Inc.","Healthcare","Diagnostic Substances","USA",799.22,42.65,35.79,-0.11%,173800
19,"ABB","ABB Ltd.","Industrial Goods","Industrial Equipment & Components","Switzerland",58527.56,20.38,25.30,-0.71%,781013
20,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",77814.60,17.17,48.41,-1.08%,3332821
21,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",16138.07,33.34,70.42,0.57%,1077743
22,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",474.67,23.09,19.93,0.35%,118047
23,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",68.67,,1.59,9.66%,66479
24,"ABCO","Advisory Board Co.","Services","Business Services","USA",2194.60,95.56,63.80,4.32%,495714
25,"ABFS","Arkansas Best Corporation","Services","Trucking","USA",822.81,,32.01,0.13%,356760
26,"ABG","Asbury Automotive Group, Inc.","Services","Auto Dealerships","USA",1585.96,16.72,51.52,-0.27%,156460
27,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",6.72,,1.38,1.47%,500915
28,"ABM","ABM Industries Inc.","Services","Business Services","USA",1532.01,20.35,27.93,0.18%,128752
29,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.83,,0.10,-23.08%,4850
30,"ABMD","Abiomed Inc.","Healthcare","Medical Appliances & Equipment","USA",1129.51,205.50,28.23,-1.88%,237619
31,"ABR","Arbor Realty Trust Inc.","Financial","REIT - Diversified","USA",285.41,21.35,6.55,-1.06%,154613
32,"ABT","Abbott Laboratories","Healthcare","Medical Appliances & Equipment","USA",59356.46,21.25,38.15,-0.26%,4590966
33,"ABTL","Autobytel Inc.","Technology","Internet Information Providers","USA",96.98,60.78,11.75,7.40%,603188
34,"ABX","Barrick Gold Corporation","Basic Materials","Gold","Canada",16396.38,,16.39,0.06%,27832792
35,"ACAD","ACADIA Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1999.52,,21.92,-1.88%,1157687
36,"ACAS","American Capital, Ltd.","Financial","Asset Management","USA",4326.15,9.38,15.05,-0.33%,2269255
37,"ACAT","Arctic Cat Inc.","Consumer Goods","Recreational Vehicles","USA",741.46,18.35,55.56,0.25%,178154
38,"ACC","American Campus Communities Inc.","Financial","REIT - Residential","USA",3468.25,87.11,32.66,-1.33%,581543
39,"ACCL","Accelrys Inc.","Technology","Application Software","USA",525.43,,9.49,0.53%,72994
40,"ACCO","ACCO Brands Corporation","Consumer Goods","Office Supplies","USA",690.69,60.80,6.03,-0.82%,397014
41,"ACCU","AdvisorShares Accuvest Global Opport ETF","Financial","Exchange Traded Fund","USA",,,28.23,-0.49%,10550
42,"ACE","ACE Limited","Financial","Property & Casualty Insurance","Switzerland",34971.80,10.01,102.46,-0.13%,863405
43,"ACET","Aceto Corp.","Basic Materials","Chemicals - Major Diversified","USA",565.41,19.78,20.72,1.72%,332710
44,"ACFC","Atlantic Coast Financial Corporation","Financial","Regional - Southeast Banks","USA",8.39,,3.46,3.28%,52926
45,"ACFN","Acorn Energy, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",66.57,,3.69,0.27%,146927
46,"ACG","AllianceBernstein Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",1705.24,39.00,6.97,-0.71%,975185
47,"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",7752.95,14.96,58.86,-0.17%,224559
48,"ACH","Aluminum Corporation Of China Limited","Basic Materials","Aluminum","China",5004.07,,9.10,-1.62%,99062
49,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",2243.79,62.28,45.23,0.87%,217287
50,"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",296.71,,3.15,2.61%,3280723
51,"ACI","Arch Coal Inc.","Basic Materials","Industrial Metals & Minerals","USA",871.78,,4.12,0.24%,4609949
52,"ACIM","SPDR MSCI ACWI IMI","Financial","Exchange Traded Fund","USA",,,61.75,-1.58%,4011
53,"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",2489.52,40.27,63.78,0.24%,219653
54,"ACLS","Axcelis Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",243.24,,2.24,0.45%,406249
55,"ACM","AECOM Technology Corporation","Services","Technical Services","USA",2913.19,,29.15,-0.68%,289944
56,"ACMP","Access Midstream Partners, L.P.","Basic Materials","Oil & Gas Refining & Marketing","USA",10028.71,47.34,57.06,1.30%,410687
57,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",49996.32,15.79,77.21,-0.81%,1858728
58,"ACNB","ACNB Corp.","Financial","Regional - Southwest  Banks","USA",107.50,11.61,18.20,1.11%,5100
59,"ACO","Amcol International Corp.","Basic Materials","Industrial Metals & Minerals","USA",1013.03,44.53,31.03,-0.45%,96994
60,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1379.58,9.75,34.99,2.25%,476073
61,"ACPW","Active Power Inc.","Industrial Goods","Diversified Machinery","USA",56.15,,2.90,-0.34%,117626
62,"ACRE","Ares Commercial Real Estate Corporation","Financial","REIT - Diversified","USA",135.77,11.46,13.11,-1.35%,150434
63,"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Medical Appliances & Equipment","USA",331.70,,8.09,1.13%,273467
64,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",119.80,,1.42,1.43%,63125
65,"ACT","Actavis plc","Healthcare","Drugs - Generic","USA",21839.98,,162.92,-1.16%,718317
66,"ACTG","Acacia Research Corporation","Services","Research Services","USA",722.53,,14.72,-1.54%,334985
67,"ACTS","Actions Semiconductor Co., Ltd.","Technology","Semiconductor - Specialized","China",174.52,,2.51,-1.18%,46300
68,"ACU","Acme United Corp.","Consumer Goods","Housewares & Accessories","USA",46.59,12.28,14.79,1.23%,10050
69,"ACUR","Acura Pharmaceuticals Inc.","Healthcare","Drug Delivery","USA",77.36,,1.67,2.45%,150939
70,"ACW","Accuride Corp.","Consumer Goods","Trucks & Other Vehicles","USA",160.85,,3.45,2.07%,481124
71,"ACWI","iShares MSCI ACWI Index","Financial","Exchange Traded Fund","USA",,,56.72,-0.30%,824956
72,"ACWX","iShares MSCI ACWI ex US Index","Financial","Exchange Traded Fund","USA",,,46.22,-0.47%,153537
73,"ACXM","Acxiom Corporation","Technology","Information Technology Services","USA",2475.99,49.35,33.24,-0.95%,249213
74,"ACY","AeroCentury Corp.","Services","Rental & Leasing Services","USA",23.92,3.11,15.65,0.97%,7929
75,"ADAT","Authentidate Holding Corp.","Technology","Healthcare Information Services","USA",36.51,,1.15,-1.71%,59489
76,"ADBE","Adobe Systems Inc.","Technology","Application Software","USA",28437.18,64.10,56.95,0.96%,2984579
77,"ADC","Agree Realty Corp.","Financial","Property Management","USA",378.22,21.42,29.50,1.27%,658714
78,"ADEP","Adept Technology Inc.","Industrial Goods","Diversified Machinery","USA",95.65,,10.96,15.98%,814459
79,"ADES","ADA-ES, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",489.59,,53.42,9.94%,325701
80,"ADGE","American DG Energy, Inc.","Utilities","Electric Utilities","USA",84.31,,1.72,0.00%,4081
81,"ADHD","Alcobra Ltd.","Healthcare","Biotechnology","Israel",145.35,,17.00,5.46%,63886
82,"ADI","Analog Devices Inc.","Technology","Printed Circuit Boards","USA",15381.66,23.81,49.66,-0.20%,1902335
83,"ADK","AdCare Health Systems Inc.","Healthcare","Long-Term Care Facilities","USA",57.31,,3.93,1.03%,59652
84,"ADM","Archer Daniels Midland Company","Consumer Goods","Farm Products","USA",27669.46,18.77,41.35,-1.22%,3247532
85,"ADNC","Audience, Inc.","Technology","Semiconductor - Integrated Circuits","USA",210.73,27.06,9.91,1.75%,337464
86,"ADP","Automatic Data Processing, Inc.","Technology","Business Software & Services","USA",38412.80,27.98,80.12,0.14%,1687196
87,"ADRA","BLDRS Asia 50 ADR Index","Financial","Exchange Traded Fund","USA",,,29.62,0.07%,350
88,"ADRD","BLDRS Developed Markets 100 ADR Index","Financial","Exchange Traded Fund","USA",,,24.59,-0.73%,7884
89,"ADRE","BLDRS Emerging Markets 50 ADR Index","Financial","Exchange Traded Fund","USA",,,37.62,-1.05%,9300
90,"ADRU","BLDRS Europe 100 ADR Index","Financial","Exchange Traded Fund","USA",,,24.33,-0.65%,2786
91,"ADS","Alliance Data Systems Corporation","Services","Business Services","USA",11849.68,35.21,242.82,-0.18%,380427
92,"ADSK","Autodesk, Inc.","Technology","Technical & System Software","USA",10231.37,47.28,45.39,-1.02%,3758616
93,"ADT","The ADT Corporation","Services","Security & Protection Services","USA",9550.17,24.72,41.46,-5.79%,20397008
94,"ADTN","ADTRAN Inc.","Technology","Communication Equipment","USA",1445.20,39.59,24.78,-0.64%,391512
95,"ADUS","Addus HomeCare Corp.","Healthcare","Home Health Care","USA",286.56,26.31,27.14,2.15%,98488
96,"ADVS","Advent Software, Inc.","Technology","Application Software","USA",1788.14,70.76,34.76,0.26%,163925
97,"ADX","The Adams Express Company","Financial","Closed-End Fund - Equity","USA",1163.22,7.01,12.60,0.40%,251710
98,"ADXS","Advaxis, Inc.","Healthcare","Biotechnology","USA",16.72,,3.75,7.14%,411431
99,"ADZ","PowerShares DB Agriculture Short ETN","Financial","Exchange Traded Fund","USA",,,,,0
100,"AE","Adams Resources & Energy Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",232.62,8.03,55.50,0.63%,7454
101,"AEC","Associated Estates Realty Corp.","Financial","REIT - Residential","USA",782.20,111.86,15.89,1.47%,626009
102,"AEE","Ameren Corporation","Utilities","Diversified Utilities","USA",8896.14,,36.59,-0.22%,791208
103,"AEG","AEGON N.V.","Financial","Life Insurance","Netherlands",17815.05,13.62,8.75,-1.13%,3609535
104,"AEGN","Aegion Corporation","Industrial Goods","Heavy Construction","USA",827.58,16.34,21.45,0.23%,139039
105,"AEGR","Aegerion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2078.60,,68.80,-3.84%,562269
106,"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials","USA",26.16,,2.54,3.25%,53047
107,"AEIS","Advanced Energy Industries, Inc.","Technology","Diversified Electronics","USA",961.86,344.57,23.75,-1.53%,304863
108,"AEL","American Equity Investment Life Holding Co.","Financial","Life Insurance","USA",1533.10,9.51,23.79,-0.29%,499982
109,"AEM","Agnico-Eagle Mines Ltd.","Basic Materials","Gold","Canada",4521.39,23.82,26.56,1.37%,2418841
110,"AEO","American Eagle Outfitters, Inc.","Services","Apparel Stores","USA",3083.70,14.29,16.13,0.81%,2479099
111,"AEP","American Electric Power Co., Inc.","Utilities","Electric Utilities","USA",23226.70,20.13,47.55,-0.31%,2935845
112,"AEPI","AEP Industries Inc.","Consumer Goods","Rubber & Plastics","USA",289.08,18.71,51.14,-0.97%,103886
113,"AER","AerCap Holdings N.V.","Services","Rental & Leasing Services","Netherlands",2350.75,10.00,20.86,0.72%,114797
114,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",1.47,,0.01,-18.75%,12478
115,"AERI","Aerie Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","USA",11.34,,11.25,-3.35%,38523
116,"AERT","Advanced Environmental Recycling Technologies, Inc.","Industrial Goods","Lumber, Wood Production","USA",5.20,,0.10,0.00%,10600
117,"AES","The AES Corporation","Utilities","Electric Utilities","USA",10848.04,16.61,14.53,-0.62%,3494531
118,"AET","Aetna Inc.","Healthcare","Health Care Plans","USA",25149.45,13.80,68.80,1.52%,3086745
119,"AETI","American Electric Technologies, Inc","Industrial Goods","Industrial Electrical Equipment","USA",72.11,21.98,9.13,1.33%,19968
120,"AEY","ADDvantage Technologies Group Inc.","Services","Electronics Wholesale","USA",26.10,15.35,2.55,-2.30%,11309
121,"AEZS","AEterna Zentaris Inc. (USA)","Healthcare","Biotechnology","Canada",26.82,,1.14,8.57%,5102833
122,"AF","Astoria Financial Corporation","Financial","Savings & Loans","USA",1339.40,22.97,13.90,0.87%,324242
123,"AFAM","Almost Family Inc.","Healthcare","Home Health Care","USA",234.50,19.85,25.60,1.55%,50122
124,"AFB","AllianceBernstein National Municipal Income Fund, Inc","Financial","Closed-End Fund - Debt","USA",356.09,11.16,12.39,0.00%,99252
125,"AFCB","Athens Bancshares Corporation","Financial","Regional - Southeast Banks","USA",36.37,16.01,18.25,0.00%,1200
126,"AFCE","AFC Enterprises Inc.","Services","Restaurants","USA",1032.97,35.02,43.40,-0.85%,186116
127,"AFFM","Affirmative Insurance Holdings Inc.","Financial","Property & Casualty Insurance","USA",37.29,,2.62,8.26%,3034
128,"AFFX","Affymetrix Inc.","Technology","Scientific & Technical Instruments","USA",572.08,,7.97,-0.25%,689190
129,"AFFY","Affymax, Inc.","Healthcare","Biotechnology","USA",30.74,,0.81,-1.22%,293682
130,"AFG","American Financial Group Inc.","Financial","Property & Casualty Insurance","USA",5108.99,14.41,57.68,0.59%,200958
131,"AFH","Atlas Financial Holdings, Inc.","Financial","Property & Casualty Insurance","USA",107.34,27.50,13.01,-1.44%,34989
132,"AFK","Market Vectors Africa Index ETF","Financial","Exchange Traded Fund","USA",,,31.31,-0.89%,14105
133,"AFL","AFLAC Inc.","Financial","Accident & Health Insurance","USA",30910.05,10.18,66.22,-0.53%,1091451
134,"AFOP","Alliance Fiber Optic Products Inc.","Technology","Semiconductor - Broad Line","USA",277.52,16.18,14.97,-2.60%,452360
135,"AFSI","AmTrust Financial Services, Inc.","Financial","Property & Casualty Insurance","USA",3064.59,11.66,41.61,0.85%,188429
136,"AG","First Majestic Silver Corp.","Basic Materials","Silver","Canada",1122.24,17.14,9.77,1.77%,1047555
137,"AGA","PowerShares DB Agriculture Dble Shrt ETN","Financial","Exchange Traded Fund","USA",,,14.34,0.00%,0
138,"AGCO","AGCO Corporation","Industrial Goods","Farm & Construction Machinery","USA",5595.63,10.17,57.82,0.64%,1011508
139,"AGD","Alpine Global Dynamic Dividend Fund","Financial","Closed-End Fund - Foreign","USA",,,4.98,-1.19%,110750
140,"AGEN","Agenus Inc.","Healthcare","Biotechnology","USA",76.77,,2.62,3.56%,261412
141,"AGF","PowerShares DB Agriculture Long ETN","Financial","Exchange Traded Fund","USA",,,13.40,-5.90%,11793
142,"AGG","iShares Barclays Aggregate Bond","Financial","Exchange Traded Fund","USA",,,107.32,0.07%,692312
143,"AGI","Alamos Gold Inc.","Basic Materials","Gold","Canada",1584.88,19.09,12.62,1.69%,212651
144,"AGII","Argo Group International Holdings, Ltd.","Financial","Property & Casualty Insurance","Bermuda",1229.74,17.54,46.41,1.75%,75231
145,"AGIO","Agios Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",66.46,,16.06,-10.03%,153929
146,"AGLS","Accuvest Global Long Short ETF","Financial","Exchange Traded Fund","USA",,,22.09,0.45%,500
147,"AGM","Federal Agricultural Mortgage Corp.","Financial","Credit Services","USA",379.40,5.72,34.83,-0.46%,24364
148,"AGN","Allergan Inc.","Healthcare","Drug Manufacturers - Other","USA",29226.00,23.36,97.90,-0.68%,1636242
149,"AGNC","American Capital Agency Corp.","Financial","REIT - Residential","USA",7952.62,3.50,20.54,0.88%,7133915
150,"AGO","Assured Guaranty Ltd.","Financial","Surety & Title Insurance","Bermuda",4316.44,8.17,23.45,-0.64%,885114
151,"AGQ","ProShares Ultra Silver","Financial","Exchange Traded Fund","USA",,,16.85,1.63%,1461815
152,"AGRO","Adecoagro S.A.","Consumer Goods","Farm Products","Luxembourg",822.32,,7.90,-0.63%,66821
153,"AGU","Agrium Inc.","Basic Materials","Agricultural Chemicals","Canada",13238.65,9.74,89.12,0.30%,473244
154,"AGX","Argan, Inc.","Industrial Goods","Heavy Construction","USA",313.11,10.03,22.50,0.58%,48695
155,"AGYS","Agilysys Inc.","Technology","Application Software","USA",254.57,165.14,11.65,0.78%,29993
156,"AGZ","iShares Barclays Agency Bond","Financial","Exchange Traded Fund","USA",,,111.58,0.13%,25023
157,"AH","Accretive Health, Inc.","Services","Management Services","USA",807.62,48.24,8.18,-0.24%,469086
158,"AHC","A. H. Belo Corporation","Services","Publishing - Newspapers","USA",160.41,,7.43,1.64%,31248
159,"AHGP","Alliance Holdings GP, L.P.","Basic Materials","Nonmetallic Mineral Mining","USA",3338.56,14.64,55.81,0.07%,36560
160,"AHH","Armada Hoffler Properties Inc","Financial","REIT - Diversified","USA",201.80,3.05,10.21,-3.04%,45176
161,"AHL","Aspen Insurance Holdings Ltd.","Financial","Property & Casualty Insurance","Bermuda",2681.40,14.11,40.85,0.84%,247666
162,"AHPI","Allied Healthcare Products Inc.","Healthcare","Medical Appliances & Equipment","USA",18.30,,2.26,-0.88%,2665
163,"AHS","AMN Healthcare Services Inc.","Healthcare","Specialized Health Services","USA",638.75,21.05,13.95,0.43%,146950
164,"AHT","Ashford Hospitality Trust Inc.","Financial","REIT - Hotel/Motel","USA",657.56,,8.34,1.34%,757863
165,"AI","Arlington Asset Investment Corp.","Financial","Mortgage Investment","USA",436.89,1.90,26.52,1.18%,128655
166,"AIA","iShares S&P Asia 50 Index","Financial","Exchange Traded Fund","USA",,,48.31,-0.96%,37123
167,"AIG","American International Group, Inc.","Financial","Property & Casualty Insurance","USA",73147.88,10.31,49.80,0.42%,7808405
168,"AIMC","Altra Holdings, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",797.24,28.90,29.82,0.17%,113860
169,"AIN","Albany International Corp.","Industrial Goods","Textile Industrial","USA",1123.80,65.61,35.52,0.25%,66469
170,"AINV","Apollo Investment Corporation","Financial","Diversified Investments","USA",1893.36,14.82,8.82,-0.79%,2337486
171,"AIQ","Alliance Healthcare Services, Inc.","Healthcare","Medical Laboratories & Research","USA",264.34,,25.57,2.81%,46430
172,"AIR","AAR Corp.","Services","Major Airlines","USA",1200.85,22.88,31.15,0.13%,130010
173,"AIRI","Air Industries Group","Industrial Goods","Aerospace/Defense Products & Services","USA",53.34,32.21,9.34,0.00%,1409
174,"AIRM","Air Methods Corp.","Healthcare","Specialized Health Services","USA",2103.21,30.18,55.11,2.02%,460311
175,"AIRT","Air T Inc.","Services","Air Delivery & Freight Services","USA",27.74,19.89,11.25,-0.79%,1100
176,"AIT","Applied Industrial Technologies, Inc.","Services","Industrial Equipment Wholesale","USA",2002.46,17.53,47.29,-0.44%,141885
