"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"ICLD",-2.30,0.47,18.11%,-34.16%,-46.37%,-73.90%,130.00%,47.56,5.06,63.22%,65.36%,-1.29%,7081411
2,"KONE",-1.70,0.32,10.24%,-21.04%,0.74%,-73.60%,155.49%,50.07,4.42,29.62%,29.62%,0.00%,39258
3,"TWOU",,1.11,-2.55%,-2.28%,-2.28%,-15.98%,26.90%,,13.35,23.96%,24.19%,-0.19%,603590
4,"GORO",1.48,0.20,-2.67%,-12.02%,-23.02%,-56.63%,21.59%,45.03,4.28,21.59%,8.35%,12.22%,3591782
5,"UEC",1.60,0.08,24.76%,-1.20%,-27.74%,-50.19%,40.43%,63.07,1.32,21.10%,20.00%,0.92%,3959188
6,"ZHNE",3.33,0.26,-11.07%,-27.92%,-31.00%,-59.21%,250.65%,39.22,2.70,20.00%,18.94%,0.89%,679344
7,"XGTI",,0.19,5.26%,-25.37%,-37.21%,-79.67%,63.39%,49.04,1.83,19.61%,12.96%,5.88%,1532631
8,"TELK",0.04,0.05,14.05%,7.75%,13.25%,-30.70%,41.90%,64.18,1.49,19.20%,7.19%,11.20%,2766198
9,"LOOK",0.48,0.12,19.22%,1.03%,-7.34%,-28.99%,96.00%,57.95,1.96,18.07%,9.50%,7.83%,13165
10,"ANCI",1.22,0.07,48.17%,45.70%,56.51%,15.26%,117.42%,89.31,2.87,16.67%,15.26%,1.22%,79825
11,"LOAN",0.13,0.08,16.52%,17.24%,23.50%,-1.28%,67.76%,65.87,2.25,15.98%,10.84%,4.64%,50315
12,"EVDY",,0.55,0.91%,0.17%,0.17%,-6.83%,17.57%,,13.92,15.52%,2.73%,12.45%,584344
13,"OHRP",-0.52,0.80,-15.32%,-38.66%,-17.49%,-60.80%,71.93%,28.34,7.84,14.96%,15.63%,-0.59%,424962
14,"JRJC",1.75,0.36,-12.05%,-30.98%,-20.15%,-60.85%,181.58%,34.67,3.21,13.43%,13.83%,-0.35%,587495
15,"NETE",,0.25,-10.27%,-27.80%,-45.39%,-67.38%,28.92%,41.80,2.14,13.23%,14.44%,-1.06%,30622
16,"SPEX",0.68,0.19,-15.25%,-53.23%,-80.76%,-94.97%,14.75%,27.21,1.40,12.90%,11.11%,1.61%,3524056
17,"SEED",2.59,0.13,11.35%,0.31%,25.24%,-33.43%,97.44%,58.71,2.31,12.68%,2.67%,9.76%,1273658
18,"IFON",0.82,0.24,-8.33%,-29.30%,33.13%,-53.09%,478.95%,40.41,2.20,12.24%,8.37%,3.57%,682471
19,"CSUN",2.41,0.31,-8.30%,-28.81%,-37.04%,-68.89%,111.33%,39.85,3.17,12.01%,5.67%,6.01%,466785
20,"BLFS",-0.45,0.31,-21.93%,-40.84%,-71.73%,-90.18%,27.03%,32.10,2.35,11.90%,9.30%,2.38%,88847
