"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"KONE",-1.55,0.46,70.96%,70.07%,18.91%,-64.60%,140.10%,72.83,4.85,54.46%,60.60%,-3.82%,193623
2,"HTBX",,0.31,33.67%,33.35%,15.51%,-33.07%,62.50%,68.85,5.85,43.03%,36.05%,5.13%,582140
3,"SKY",1.33,0.19,17.05%,15.50%,5.29%,-36.76%,70.00%,63.35,4.25,22.83%,22.48%,0.29%,77882
4,"GNVC",2.16,0.27,32.75%,59.64%,63.73%,-12.86%,127.33%,69.65,3.66,22.00%,20.39%,1.33%,298104
5,"UEC",1.59,0.10,-5.68%,-16.27%,-7.11%,-32.18%,45.74%,46.42,1.37,21.24%,17.09%,3.54%,1382834
6,"BBEP",0.69,0.63,7.87%,-29.61%,-61.31%,-70.19%,43.52%,44.81,6.53,20.93%,20.93%,0.00%,5997075
7,"NDRM",,1.77,-2.60%,23.92%,23.92%,-38.91%,105.47%,52.91,11.65,18.51%,16.27%,1.93%,794804
8,"POST",,1.29,18.24%,21.41%,14.41%,-19.46%,57.82%,75.00,48.83,17.83%,14.04%,3.33%,3941786
9,"ATNM",,0.50,12.05%,6.06%,-20.77%,-59.53%,39.86%,58.62,6.07,17.64%,12.83%,4.26%,313713
10,"MEET",2.38,0.09,22.67%,14.55%,-12.16%,-58.31%,31.65%,69.18,1.83,16.56%,7.65%,8.28%,2721154
11,"CRIS",1.91,0.12,37.39%,44.28%,19.45%,-42.94%,77.98%,75.50,1.94,16.17%,14.12%,1.80%,2054636
12,"PHMD",0.52,0.26,2.93%,-5.73%,-79.63%,-90.49%,58.42%,49.78,1.60,15.94%,16.79%,-0.72%,721623
13,"TBIO",0.54,0.26,32.86%,28.47%,-22.17%,-59.63%,85.82%,66.66,2.62,15.42%,12.45%,2.64%,102353
14,"LGCY",1.13,0.93,-3.71%,-29.03%,-58.95%,-68.91%,23.33%,40.74,9.94,14.52%,11.06%,3.11%,781156
15,"XCO",1.24,0.21,6.40%,-15.76%,-48.50%,-67.41%,25.60%,47.43,2.11,14.05%,11.64%,2.16%,4958088
16,"MWV",1.20,0.85,15.14%,15.23%,21.64%,12.17%,55.61%,76.09,51.35,14.01%,3.32%,10.35%,12340941
17,"ANTH",1.55,0.25,13.76%,21.27%,-4.15%,-37.73%,61.64%,59.48,2.36,14.01%,10.28%,3.38%,402008
18,"SYN",1.69,0.09,13.58%,13.82%,2.28%,-52.20%,50.00%,66.58,1.74,13.73%,14.47%,-0.65%,1835547
19,"FCEL",2.65,0.10,-7.87%,-18.96%,-38.47%,-73.21%,20.95%,41.76,1.27,13.39%,9.48%,3.57%,7388899
20,"MPO",,0.17,1.62%,-24.67%,-70.50%,-81.60%,31.43%,43.50,1.38,13.11%,13.11%,0.00%,536988
21,"ELON",0.36,0.08,2.30%,-6.38%,-26.65%,-62.20%,18.80%,51.60,1.58,12.86%,12.86%,0.00%,96396
22,"VTAE",,1.66,4.10%,-5.74%,16.92%,-27.92%,211.09%,52.65,16.83,12.65%,15.20%,-2.21%,395854
23,"AMPE",0.86,0.32,39.93%,49.04%,2.36%,-44.06%,66.77%,76.18,5.32,12.47%,7.91%,4.23%,2419885
24,"FWP",,1.09,15.20%,17.11%,17.91%,-5.84%,55.56%,68.24,24.50,12.28%,11.36%,0.82%,35050
25,"MELA",-0.02,0.12,5.44%,1.16%,-43.87%,-81.73%,33.33%,53.98,1.48,12.12%,12.12%,0.00%,76230
26,"VNR",1.11,1.22,1.36%,-18.05%,-41.49%,-52.35%,25.71%,45.14,14.96,12.06%,11.23%,0.75%,1413263
27,"RARE",,3.16,17.50%,27.44%,26.46%,-16.57%,81.79%,66.60,58.21,11.49%,13.91%,-2.13%,382928
28,"ZAZA",2.06,0.35,-8.65%,-2.85%,-52.69%,-79.29%,91.80%,48.00,2.34,11.43%,11.43%,0.00%,191057
29,"ALDX",,0.91,22.48%,28.04%,54.67%,-17.76%,228.67%,62.39,9.86,11.29%,11.16%,0.11%,42526
30,"PLNR",1.75,0.53,-1.81%,2.98%,81.26%,-16.58%,296.37%,51.58,7.65,11.03%,9.29%,1.60%,1561944
31,"EVEP",0.87,1.51,-15.23%,-36.42%,-54.35%,-64.28%,22.34%,34.45,14.62,10.76%,10.34%,0.38%,592094
32,"MDGN",0.74,0.55,30.18%,49.13%,27.76%,-12.78%,113.32%,73.92,7.85,10.56%,10.56%,0.00%,238183
33,"TGTX",1.98,1.23,0.75%,2.56%,54.10%,-17.58%,252.04%,52.38,15.56,10.51%,9.65%,0.78%,713724
34,"ZIOP",2.06,0.70,32.25%,65.83%,117.25%,-15.79%,246.32%,66.75,8.00,10.50%,4.85%,5.39%,3939792
35,"ISSC",1.72,0.18,15.90%,20.95%,-28.96%,-59.18%,51.26%,68.01,3.60,10.43%,9.09%,1.23%,40915
36,"AAVL",,4.28,-16.65%,-4.84%,18.02%,-29.66%,99.77%,42.61,43.95,10.10%,11.78%,-1.50%,567829
37,"LACO",0.56,0.25,12.39%,12.87%,-9.26%,-30.63%,27.69%,73.02,7.70,10.00%,-3.75%,14.29%,125297
38,"DSCO",1.84,0.09,14.29%,6.54%,-13.29%,-48.01%,45.45%,59.53,1.44,9.92%,10.77%,-0.76%,355432
39,"JUNO",,5.16,-9.91%,-9.91%,-9.91%,-26.43%,11.80%,,45.39,9.90%,12.85%,-2.62%,2353100
40,"HIMX",1.94,0.42,12.49%,16.28%,15.46%,-43.27%,55.44%,65.96,8.77,9.90%,8.54%,1.25%,9342011
41,"LMNS",,0.35,9.37%,7.60%,13.71%,-21.08%,29.41%,65.05,10.56,9.89%,10.69%,-0.73%,215287
42,"MCEP",,0.68,-2.58%,-38.43%,-69.85%,-76.87%,26.35%,39.40,5.37,9.82%,10.27%,-0.41%,1086609
43,"ARRY",1.86,0.41,62.93%,74.73%,92.29%,2.97%,161.91%,85.25,7.80,9.77%,11.50%,-1.55%,15767857
44,"CHRS",,1.71,15.90%,36.14%,36.14%,-9.48%,78.84%,66.66,22.14,9.77%,6.90%,2.68%,184039
45,"CRC",,0.38,-6.21%,-27.49%,-27.49%,-54.17%,18.67%,37.36,4.45,9.61%,9.61%,0.00%,8700265
46,"GIGA",0.78,0.17,15.80%,16.64%,5.68%,-59.21%,71.05%,65.12,1.95,9.55%,7.14%,2.25%,55068
47,"BOTA",0.86,0.17,4.04%,11.38%,-5.73%,-62.66%,25.71%,55.75,2.64,9.54%,9.09%,0.41%,60382
48,"AMCO",3.21,0.22,82.37%,253.71%,488.25%,-37.35%,1510.00%,74.22,1.61,9.52%,2.55%,6.80%,123988
49,"CPRX",0.79,0.17,15.72%,18.25%,32.12%,-4.01%,97.06%,67.95,3.35,9.48%,9.48%,0.00%,1685236
50,"EMAN",2.41,0.14,19.05%,19.82%,18.12%,-7.35%,55.91%,71.37,2.90,9.43%,7.01%,2.26%,187813
51,"CADC",1.69,0.33,11.55%,5.40%,19.40%,-33.00%,54.02%,58.10,5.36,9.39%,12.37%,-2.65%,36611
52,"TPLM",2.30,0.50,15.79%,7.94%,-37.65%,-55.05%,80.97%,55.66,5.61,9.36%,9.78%,-0.39%,1601217
53,"HWAY",0.60,0.64,10.16%,19.67%,26.46%,6.12%,87.04%,70.90,21.51,9.35%,-2.67%,12.35%,2493600
54,"EXXI",1.59,0.32,-1.52%,-28.70%,-80.15%,-88.43%,22.17%,40.13,2.81,9.34%,8.08%,1.17%,5233873
55,"RESN",,0.93,24.81%,48.52%,82.67%,6.11%,185.40%,73.17,14.07,9.32%,7.40%,1.79%,274332
56,"SD",2.81,0.16,-3.89%,-37.70%,-70.81%,-80.89%,25.66%,34.58,1.42,9.23%,9.23%,0.00%,17579902
57,"DCTH",2.38,0.12,0.30%,1.56%,-38.59%,-80.06%,22.94%,50.47,1.34,8.94%,11.67%,-2.44%,50337
58,"OCN",0.83,1.43,-39.44%,-60.80%,-74.98%,-85.53%,22.08%,21.18,6.91,8.82%,-10.95%,22.20%,43409361
59,"GENE",0.66,0.29,-27.30%,-26.81%,-63.15%,-88.71%,30.77%,34.69,1.36,8.80%,13.33%,-4.00%,65370
60,"MGI",1.73,0.40,8.23%,7.98%,-24.70%,-53.96%,23.18%,60.19,9.30,8.77%,7.27%,1.40%,405311
61,"ETE",0.97,2.19,8.84%,3.76%,6.23%,-11.34%,52.75%,60.91,58.70,8.68%,6.71%,1.85%,5357847
62,"CANF",,0.27,-9.63%,-9.84%,-14.33%,-48.58%,42.36%,40.84,3.26,8.67%,3.49%,5.00%,159290
63,"ZLTQ",,1.39,14.13%,15.73%,51.04%,5.66%,145.71%,65.91,32.68,8.64%,8.07%,0.53%,1012410
64,"GST",2.70,0.23,11.45%,-10.62%,-55.58%,-72.09%,34.39%,50.62,2.54,8.55%,6.28%,2.14%,2133786
65,"WLDN",0.52,0.91,-1.03%,-13.25%,19.09%,-32.82%,192.86%,46.30,12.71,8.54%,7.26%,1.20%,144562
