"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"SKYS",,1.48,46.92%,41.91%,41.91%,-7.36%,105.67%,,12.34,60.68%,50.49%,6.77%,126565
2,"CNET",0.34,0.17,2.19%,-16.60%,9.44%,-63.79%,140.98%,49.41,1.47,40.00%,26.72%,10.48%,5928838
3,"CFRX",,0.28,36.71%,25.92%,14.93%,-31.82%,50.00%,70.02,3.75,33.93%,33.93%,0.00%,283675
4,"ADXS",1.15,0.48,96.76%,124.90%,128.30%,22.04%,197.15%,91.97,7.31,30.30%,22.24%,6.60%,3817397
5,"TECU",0.74,0.21,-0.41%,-10.70%,-38.14%,-68.39%,23.01%,48.78,2.94,23.01%,15.29%,6.69%,169293
6,"ZAZA",1.87,0.35,4.42%,-13.26%,-61.95%,-81.83%,71.31%,48.29,2.09,22.22%,20.11%,1.75%,1030543
7,"DRYS",2.55,0.10,9.80%,-12.55%,-52.69%,-74.14%,59.21%,51.12,1.21,19.80%,16.35%,2.97%,27078870
8,"XNET",,0.59,-1.95%,-13.49%,-29.23%,-51.24%,20.27%,46.29,7.89,19.55%,14.51%,4.39%,502326
9,"EHIC",,0.73,-10.62%,-11.78%,-11.78%,-26.38%,20.99%,,9.57,18.29%,16.14%,1.85%,364680
10,"BBLU",-0.64,0.18,17.11%,-15.71%,-51.11%,-69.47%,71.43%,53.42,1.20,17.65%,14.29%,2.94%,403339
11,"IRMD",,0.46,30.64%,49.21%,43.80%,-9.26%,97.12%,88.25,12.34,16.97%,13.73%,2.84%,77972
12,"RDUS",,2.92,50.48%,69.14%,127.34%,14.11%,402.01%,81.59,37.45,16.92%,18.89%,-1.65%,2157006
13,"KEG",2.08,0.24,25.46%,-19.98%,-68.12%,-80.70%,103.00%,53.39,2.03,16.67%,14.04%,2.30%,10265726
14,"VSAR",,1.22,24.70%,20.44%,-3.04%,-37.60%,42.41%,78.30,23.00,15.64%,15.93%,-0.25%,216915
15,"TNDM",,0.91,0.39%,-8.52%,-18.26%,-57.29%,20.19%,48.91,12.92,15.25%,11.09%,3.75%,343321
16,"DVD",0.65,0.12,12.13%,16.64%,12.65%,-24.53%,36.59%,65.30,2.80,15.23%,16.67%,-1.23%,70399
17,"SANW",-0.01,0.30,10.36%,19.88%,-26.77%,-49.57%,38.80%,61.60,4.15,14.96%,-0.95%,16.07%,415804
18,"YUMA",0.94,0.32,-11.22%,-20.83%,-52.31%,-68.25%,22.70%,40.13,2.27,13.50%,5.58%,7.50%,54608
19,"NVRO",,2.03,22.50%,31.69%,31.69%,3.47%,70.21%,,39.37,13.23%,11.25%,1.78%,243915
20,"LOV",0.27,0.16,3.08%,-2.25%,-19.79%,-41.16%,13.20%,53.94,3.86,13.20%,5.75%,7.04%,210567
21,"USEG",2.55,0.13,11.72%,-21.60%,-54.45%,-67.91%,41.74%,50.36,1.63,13.19%,11.64%,1.39%,246203
22,"ASMB",0.17,0.54,2.15%,-4.31%,9.83%,-66.70%,83.76%,51.80,7.81,13.19%,13.19%,0.00%,97942
23,"FOMX",,0.42,17.24%,22.61%,22.88%,-37.27%,45.26%,67.14,6.90,12.38%,12.38%,0.00%,419750
24,"CRIS",2.13,0.11,0.58%,0.11%,-27.03%,-61.47%,20.18%,53.27,1.31,11.97%,11.02%,0.85%,894450
25,"MGNX",,2.34,31.41%,59.49%,70.02%,-5.90%,122.88%,84.03,38.58,11.73%,6.08%,5.33%,730587
26,"ATLC",2.15,0.32,2.98%,32.91%,3.29%,-32.88%,114.78%,56.14,2.47,11.26%,3.35%,7.66%,51438
27,"CZR",,1.33,0.22%,12.63%,-6.70%,-43.90%,76.26%,55.05,15.00,11.19%,0.00%,11.19%,3708546
28,"VBTX",,1.02,-5.56%,-2.71%,-2.62%,-14.35%,11.41%,46.56,14.26,10.89%,9.19%,1.56%,17956
29,"WLDN",0.49,1.22,-24.76%,-20.38%,22.51%,-36.73%,175.81%,35.71,11.97,10.83%,12.29%,-1.30%,401689
30,"ESTE",1.03,1.51,14.18%,0.21%,-20.10%,-42.33%,45.89%,57.91,21.46,10.73%,12.95%,-1.96%,26966
31,"HOTR",-0.10,0.14,-1.69%,-9.78%,-29.56%,-69.71%,10.67%,48.18,1.66,10.67%,10.67%,0.00%,99766
32,"SSH",,0.21,-4.61%,-15.07%,-25.17%,-65.10%,14.90%,41.16,4.01,10.47%,6.93%,3.31%,173909
33,"ZAGG",2.28,0.34,15.55%,14.00%,25.15%,-5.72%,68.54%,64.49,6.59,10.39%,10.20%,0.17%,604249
34,"FES",1.67,0.19,-11.39%,-41.51%,-64.03%,-75.83%,46.32%,37.69,1.39,10.32%,8.59%,1.59%,128605
35,"CRTN",0.77,0.19,4.87%,8.63%,7.16%,-11.71%,66.62%,58.94,4.43,10.25%,9.44%,0.75%,77276
36,"ENTA",,2.25,12.90%,15.72%,26.72%,4.54%,90.07%,66.38,51.32,10.08%,2.97%,6.91%,1352745
37,"CCRN",1.18,0.65,15.67%,23.03%,53.07%,-3.23%,133.27%,72.30,12.27,10.04%,10.04%,0.00%,311898
38,"HSOL",2.76,0.13,-20.11%,-32.14%,-48.31%,-71.46%,10.00%,30.96,1.21,10.00%,5.22%,4.55%,1144176
