"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"AMBI",,0.43,89.41%,127.52%,87.67%,-28.45%,219.58%,91.71,15.34,87.07%,-0.13%,87.32%,2885614
2,"BAGL",0.52,0.28,46.04%,41.26%,34.12%,13.97%,55.24%,87.20,20.15,50.49%,0.25%,50.11%,6765574
3,"LOOK",0.53,0.12,55.90%,47.52%,27.54%,-11.23%,145.00%,84.33,2.45,50.31%,48.48%,1.23%,461013
4,"RADA",0.74,0.53,30.86%,85.47%,129.66%,-41.65%,191.27%,62.67,3.67,42.80%,42.25%,0.39%,21678892
5,"AMAG",0.20,0.74,27.87%,39.25%,45.21%,4.57%,80.23%,81.54,29.72,28.21%,9.63%,16.95%,4370667
6,"DWA",0.93,0.59,23.71%,28.30%,3.93%,-21.74%,46.77%,81.18,28.18,26.03%,4.37%,20.75%,18357640
7,"ATHL",,1.74,27.78%,27.83%,47.32%,12.96%,116.72%,76.33,58.32,24.80%,0.12%,24.65%,40538968
8,"VGGL",,0.41,4.36%,23.49%,-80.26%,-92.84%,105.64%,57.28,4.01,22.63%,22.63%,0.00%,693936
9,"TIBX",1.52,0.66,13.87%,15.06%,13.51%,-12.08%,29.95%,68.31,23.65,21.22%,0.00%,21.22%,72350208
10,"VLTC",2.53,0.15,-3.61%,-4.08%,-40.45%,-69.24%,17.12%,49.54,1.71,15.54%,16.33%,-0.68%,263228
11,"VBIV",0.77,0.24,7.53%,-0.03%,-22.46%,-59.29%,21.55%,51.81,3.44,15.44%,4.88%,10.07%,18439
12,"DATE",1.99,0.16,11.89%,13.82%,6.54%,-24.17%,27.25%,69.21,6.49,14.26%,10.00%,3.87%,413673
13,"TRVN",,0.31,11.89%,9.18%,8.14%,-33.97%,61.43%,62.43,6.57,13.47%,13.28%,0.17%,130701
14,"LOXO",,0.93,6.82%,6.09%,6.09%,-16.47%,37.40%,,13.74,13.46%,13.93%,-0.41%,84585
15,"CLVS",,2.17,8.53%,14.02%,-13.26%,-48.48%,36.09%,62.31,48.08,13.16%,10.02%,2.85%,2303974
16,"CNDO",,0.14,8.68%,14.45%,-0.60%,-76.42%,63.20%,59.86,2.04,12.09%,12.09%,0.00%,544575
17,"CASM",0.14,0.10,17.68%,16.80%,-1.75%,-22.40%,60.33%,63.29,1.94,11.49%,4.86%,6.32%,30755
18,"AMPE",0.94,0.30,-0.13%,-28.59%,-45.33%,-65.75%,12.73%,42.39,3.72,11.04%,12.05%,-0.90%,728584
19,"DVCR",0.22,0.77,4.55%,20.54%,61.75%,-18.44%,145.10%,61.01,10.80,10.88%,9.09%,1.64%,12588
20,"GPRO",,3.85,37.34%,75.96%,85.06%,10.36%,217.42%,85.97,90.94,10.77%,10.92%,-0.13%,26155156
21,"UNXL",-1.61,0.33,-7.34%,-13.73%,-21.37%,-69.37%,32.92%,41.29,6.38,10.76%,12.13%,-1.22%,364987
22,"NQ",3.24,0.35,12.29%,9.04%,-38.76%,-72.97%,102.90%,61.88,7.00,10.58%,10.41%,0.16%,4308678
