"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
1,"XRSC",0.55,0.13,82.63%,96.54%,104.38%,69.85%,171.92%,91.22,5.52,82.78%,0.18%,82.45%,1347980
2,"ISNS",0.78,0.38,163.69%,126.32%,48.92%,-11.07%,217.62%,87.10,6.67,79.78%,70.59%,5.39%,16247565
3,"DGLY",1.90,2.01,373.73%,528.72%,414.23%,68.23%,1002.64%,88.22,33.41,79.05%,49.55%,19.72%,21170966
4,"VGGL",,0.27,53.04%,36.11%,-81.99%,-92.58%,125.13%,70.95,4.39,42.07%,42.07%,0.00%,886722
5,"ADMP",-0.93,0.25,40.52%,25.56%,-10.52%,-57.39%,93.51%,72.45,5.07,26.12%,5.62%,19.40%,880141
6,"FORM",1.59,0.29,20.25%,13.21%,27.28%,-1.06%,68.54%,68.01,8.41,19.46%,15.68%,3.27%,1670040
7,"IDN",1.93,0.38,11.59%,8.26%,4.28%,-59.50%,81.25%,59.51,5.80,19.34%,18.85%,0.41%,852508
8,"INUV",0.29,0.12,61.67%,75.15%,60.23%,-12.37%,169.84%,81.19,1.70,18.06%,13.33%,4.17%,2038555
9,"HGSH",-0.64,0.89,86.81%,154.08%,92.85%,0.57%,321.43%,75.34,8.85,17.53%,-10.70%,31.61%,2620180
10,"MGT",0.79,0.10,77.41%,85.78%,-10.51%,-63.24%,159.68%,82.24,1.61,17.52%,7.33%,9.49%,908284
11,"CBMG",2.22,3.29,6.66%,17.61%,45.64%,-42.14%,400.22%,55.49,22.56,16.29%,-1.40%,17.94%,23429
12,"FLWS",1.94,0.10,16.40%,11.36%,11.47%,-0.33%,32.01%,75.79,5.98,16.12%,7.17%,8.35%,893328
13,"TRUE",,1.35,41.78%,60.54%,71.84%,8.02%,163.54%,78.70,23.85,15.38%,14.22%,1.02%,1676341
14,"VII",0.48,0.40,63.67%,69.30%,42.36%,-20.00%,101.90%,69.52,4.24,15.22%,21.14%,-4.89%,2871548
15,"HPJ",2.65,0.39,41.53%,49.77%,78.58%,-6.34%,529.57%,83.34,7.24,14.56%,14.56%,0.00%,1259749
16,"ALCS",0.48,0.22,14.65%,11.34%,-13.23%,-47.66%,22.50%,66.44,7.84,13.79%,14.62%,-0.73%,29088
17,"SSY",1.14,0.04,13.86%,13.24%,12.86%,-53.74%,119.35%,68.30,1.36,13.33%,13.33%,0.00%,21857
18,"CPWR",1.19,0.14,15.49%,11.85%,4.95%,-4.76%,18.46%,79.75,10.59,13.26%,0.76%,12.41%,62203116
19,"PSIX",,2.27,19.01%,17.62%,7.22%,-13.11%,68.04%,76.14,77.30,13.09%,12.08%,0.91%,173246
20,"CSLT",,0.60,15.11%,-0.41%,-18.42%,-68.06%,33.33%,61.33,13.40,12.51%,11.76%,0.67%,1487944
21,"EVRY",,0.29,15.67%,20.10%,-41.58%,-80.44%,300.00%,56.61,2.68,12.13%,14.04%,-1.67%,755872
22,"TASR",0.26,0.73,25.23%,36.00%,12.13%,-15.79%,67.69%,73.29,17.54,11.93%,9.90%,1.85%,5981141
23,"CGA",0.81,0.13,14.18%,14.51%,-15.05%,-51.76%,29.47%,63.37,2.46,11.82%,11.31%,0.45%,856167
24,"LOCO",,3.02,8.01%,7.66%,7.66%,-13.62%,94.91%,,36.02,11.48%,9.25%,2.04%,4394696
25,"RXII",,0.13,27.86%,25.47%,-6.89%,-51.46%,50.23%,76.86,3.32,11.41%,10.67%,0.67%,1387780
26,"AGRX",,0.46,33.55%,24.51%,30.36%,-25.26%,85.74%,73.82,9.38,11.14%,6.71%,4.15%,155688
27,"SPLK",,2.32,36.62%,26.80%,-4.31%,-43.54%,52.30%,76.31,59.93,11.13%,11.13%,0.00%,13389575
28,"MNOV",1.04,0.12,25.90%,29.08%,24.36%,-50.29%,57.23%,82.68,2.61,11.06%,8.75%,2.13%,401813
29,"NCLH",,0.66,12.06%,13.40%,11.55%,-0.83%,29.47%,79.00,36.99,11.05%,-2.76%,14.20%,6453741
30,"ACAD",2.65,0.83,19.43%,21.52%,16.48%,-16.84%,70.14%,75.50,26.61,10.97%,-0.56%,11.59%,5921323
